id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)"
W412,1,Doctor,85,42,2
W49,1,Doctor,86,13,1
W21,1,Doctor,87,13,1
W357,1,Doctor,88,48,5
W376,1,Doctor,89,48,3
W359,1,Doctor,90,29,1
W496,1,Doctor,91,38,2
W349,1,Doctor,92,15,1
W61,1,Doctor,93,40,1
W302,1,Doctor,94,52,5
W476,1,Doctor,95,40,1
W11,1,Doctor,96,42,3
W453,1,Doctor,97,52,3
W132,1,Doctor,98,36,2
W454,1,Doctor,99,44,2
W308,1,Doctor,100,15,1
W289,1,Doctor,101,27,1
W281,1,Doctor,102,29,1
W37,1,Doctor,103,40,1
W391,1,Doctor,104,27,2
W346,1,Doctor,105,48,4
W133,1,Doctor,106,54,5
W450,1,Doctor,107,45,1
W405,1,Doctor,108,0,0
W480,1,Doctor,109,50,2
W331,1,Doctor,110,28,1
W48,1,Doctor,111,40,1
W402,1,Doctor,112,0,0
W358,1,Doctor,113,50,1
W23,1,Doctor,114,47,2
W173,1,Doctor,115,56,3
W89,1,Doctor,116,51,2
W274,1,Doctor,117,0,0
W466,1,Doctor,118,50,3
W184,1,Doctor,119,34,1
W248,1,Doctor,120,63,3
W498,1,Doctor,121,50,1
W495,1,Doctor,122,35,1
W425,1,Doctor,123,51,2
W237,1,Doctor,124,66,2
W234,1,Doctor,125,63,1
W123,1,Doctor,126,60,4
W74,1,Doctor,127,47,1
W122,1,Doctor,128,47,1
W287,1,Doctor,129,66,5
W482,1,Doctor,130,56,2
W305,1,Doctor,131,34,1
W310,1,Doctor,132,53,1
W69,1,Doctor,133,57,2
W384,1,Doctor,134,51,2
W223,1,Doctor,135,51,1
W467,1,Doctor,136,45,1
W136,1,Doctor,137,62,3
W145,1,Doctor,138,56,4
W98,1,Doctor,139,39,1
W60,1,Doctor,140,61,3
W461,1,Doctor,141,49,1
W325,1,Doctor,142,39,1
W45,1,Doctor,143,42,1
W30,1,Doctor,144,49,2
W241,1,Doctor,145,70,4
W52,1,Doctor,146,44,1
W206,1,Doctor,147,78,3
W124,1,Doctor,148,51,1
W317,1,Doctor,149,42,1
W355,1,Doctor,150,57,1
W477,1,Doctor,151,28,1
W107,1,Doctor,152,61,2
W377,1,Doctor,153,67,1
W114,1,Doctor,154,59,1
W220,1,Doctor,155,73,5
W100,1,Doctor,156,85,4
W183,1,Doctor,157,60,2
W371,1,Doctor,158,65,1
W307,1,Doctor,159,60,1
W243,1,Doctor,160,35,1
W254,1,Doctor,161,54,1
W459,1,Doctor,162,92,5
W13,1,Doctor,163,66,1
W418,1,Doctor,164,45,2
W458,1,Doctor,165,59,1
W137,1,Doctor,166,58,3
W153,1,Doctor,167,86,3
W17,1,Doctor,168,44,2
W344,1,Doctor,169,37,1
W242,1,Doctor,170,85,2
W188,1,Doctor,171,86,3
W73,1,Doctor,172,59,1
W449,1,Doctor,173,76,1
W99,1,Doctor,174,99,5
W104,1,Doctor,175,74,2
W273,1,Doctor,176,90,2
W72,1,Doctor,177,61,1
W483,1,Doctor,178,65,1
W292,1,Doctor,179,85,4
W323,1,Doctor,180,41,1
W26,1,Doctor,181,42,1
W143,1,Doctor,182,78,2
W203,1,Doctor,183,72,2
W416,1,Doctor,184,85,2
W296,1,Doctor,185,73,1
W141,1,Doctor,186,63,1
W420,1,Doctor,187,45,1
W182,1,Doctor,188,78,1
W443,1,Doctor,189,115,2
W213,1,Doctor,190,58,1
W19,1,Doctor,191,98,3
W78,1,Doctor,192,112,3
W194,1,Doctor,193,95,2
W138,1,Doctor,194,107,1
W130,1,Doctor,195,106,1
W414,1,Doctor,196,108,2
W156,1,Doctor,197,78,1
W68,1,Doctor,198,68,1
W343,1,Doctor,199,78,1
W282,1,Doctor,200,103,3
W202,1,Doctor,201,79,2
W456,1,Doctor,202,91,2
W338,1,Doctor,203,77,2
W197,1,Doctor,204,90,2
W221,1,Doctor,205,74,1
W119,1,Doctor,206,0,0
W198,1,Doctor,207,87,2
W55,1,Doctor,208,109,2
W34,1,Doctor,209,82,1
W10,1,Doctor,210,65,1
W2,1,Doctor,211,93,1
W47,1,Doctor,212,48,1
W125,1,Doctor,213,85,1
W181,1,Doctor,214,86,1
W57,1,Doctor,215,128,2
W79,1,Doctor,216,0,0
W491,1,Doctor,217,129,5
W303,1,Doctor,218,136,4
W285,1,Doctor,219,81,1
W299,1,Doctor,220,109,2
W62,1,Doctor,221,74,1
W168,1,Doctor,222,106,1
W231,1,Doctor,223,0,0
W385,1,Doctor,224,81,1
W178,1,Doctor,225,69,1
W373,1,Doctor,226,115,3
W475,1,Doctor,227,97,1
W400,1,Doctor,228,126,5
W235,1,Doctor,229,117,1
W318,1,Doctor,230,93,1
W452,1,Doctor,231,0,0
W446,1,Doctor,232,82,1
W35,1,Doctor,233,125,3
W447,1,Doctor,234,109,2
W230,1,Doctor,235,79,1
W148,1,Doctor,236,109,1
W379,1,Doctor,237,72,1
W270,1,Doctor,238,113,3
W320,1,Doctor,239,135,2
W3,1,Doctor,240,120,2
W350,1,Doctor,241,86,1
W177,1,Doctor,242,144,1
W451,1,Doctor,243,128,2
W311,1,Doctor,244,80,1
W207,1,Doctor,245,128,2
W43,1,Doctor,246,130,2
W101,1,Doctor,247,0,0
W277,1,Doctor,248,136,2
W259,1,Doctor,249,96,1
W433,1,Doctor,250,147,2
W218,1,Doctor,251,147,4
W228,1,Doctor,252,127,1
W419,1,Doctor,253,125,2
W265,1,Doctor,254,112,1
W219,1,Doctor,255,158,2
W95,1,Doctor,256,163,2
W487,1,Doctor,257,61,1
W428,1,Doctor,258,0,0
W313,1,Doctor,259,133,1
W142,1,Doctor,260,142,3
W193,1,Doctor,261,130,2
W258,1,Doctor,262,120,2
W59,1,Doctor,263,116,1
W71,1,Doctor,264,140,1
W415,1,Doctor,265,89,1
W126,1,Doctor,266,168,2
W196,1,Doctor,267,133,1
W18,1,Doctor,268,171,5
W431,1,Doctor,269,0,0
W63,1,Doctor,270,120,2
W159,1,Doctor,271,154,3
W245,1,Doctor,272,0,0
W460,1,Doctor,273,148,1
W44,1,Doctor,274,128,1
W468,1,Doctor,275,143,1
W8,1,Doctor,276,101,1
W362,1,Doctor,277,143,2
W210,1,Doctor,278,152,2
W493,1,Doctor,279,168,2
W288,1,Doctor,280,175,3
W251,1,Doctor,281,195,3
W75,1,Doctor,282,127,2
W441,1,Doctor,283,199,3
W293,1,Doctor,284,164,1
W121,1,Doctor,285,181,4
W432,1,Doctor,286,173,2
W238,1,Doctor,287,182,1
W25,1,Doctor,288,202,4
W65,1,Doctor,289,222,4
W253,1,Doctor,290,193,3
W448,1,Doctor,291,157,1
W426,1,Doctor,292,156,3
W175,1,Doctor,293,176,3
W397,1,Doctor,294,164,2
W381,1,Doctor,295,214,4
W110,1,Doctor,296,177,1
W295,1,Doctor,297,229,5
W315,1,Doctor,298,183,4
W131,1,Doctor,299,212,3
W147,1,Doctor,300,194,1
W387,1,Doctor,301,184,4
W212,1,Doctor,302,215,2
W290,1,Doctor,303,217,3
W67,1,Doctor,304,151,1
W312,1,Doctor,305,216,3
W1,1,Doctor,306,163,1
W396,1,Doctor,307,191,1
W46,1,Doctor,308,207,2
W204,1,Doctor,309,147,2
W22,1,Doctor,310,165,1
W229,1,Doctor,311,171,3
W429,1,Doctor,312,226,2
W269,1,Doctor,313,222,4
W86,1,Doctor,314,199,3
W436,1,Doctor,315,213,1
W179,1,Doctor,316,156,1
W83,1,Doctor,317,187,1
W54,1,Doctor,318,189,2
W149,1,Doctor,319,0,0
W427,1,Doctor,320,234,4
W217,1,Doctor,321,176,1
W6,1,Doctor,322,180,1
W382,1,Doctor,323,211,4
W407,1,Doctor,324,233,2
W227,1,Doctor,325,188,1
W472,1,Doctor,326,209,1
W304,1,Doctor,327,167,1
W399,1,Doctor,328,236,2
W497,1,Doctor,329,233,2
W283,1,Doctor,330,245,1
W224,1,Doctor,331,202,1
W486,1,Doctor,332,231,4
W105,1,Doctor,333,240,3
W115,1,Doctor,334,191,1
W469,1,Doctor,335,259,4
W279,1,Doctor,336,236,1
W102,1,Doctor,337,243,2
W374,1,Doctor,338,238,2
W422,1,Doctor,339,262,3
W165,1,Doctor,340,221,1
W284,1,Doctor,341,166,1
W222,1,Doctor,342,268,4
W39,1,Doctor,343,239,1
W112,1,Doctor,344,207,1
W367,1,Doctor,345,219,1
W330,1,Doctor,346,184,1
W127,1,Doctor,347,177,1
W16,1,Doctor,348,228,1
W236,1,Doctor,349,282,4
W15,1,Doctor,350,247,2
W264,1,Doctor,351,231,1
W434,1,Doctor,352,206,1
W84,1,Doctor,353,252,3
W442,1,Doctor,354,218,1
W161,1,Doctor,355,231,1
W340,1,Doctor,356,217,1
W473,1,Doctor,357,232,1
W128,1,Doctor,358,208,1
W390,1,Doctor,359,0,0
W275,1,Doctor,360,241,3
W53,1,Doctor,361,205,1
W129,1,Doctor,362,234,1
W180,1,Doctor,363,227,1
W111,1,Doctor,364,264,2
W500,1,Doctor,365,0,0
W214,1,Doctor,366,0,0
W401,1,Doctor,367,270,1
W406,1,Doctor,368,240,2
W120,1,Doctor,369,260,2
W280,1,Doctor,370,249,1
W154,1,Doctor,371,288,2
W211,1,Doctor,372,280,4
W329,1,Doctor,373,306,5
W455,1,Doctor,374,219,1
W144,1,Doctor,375,0,0
W337,1,Doctor,376,268,3
W339,1,Doctor,377,233,3
W499,1,Doctor,378,266,1
W91,1,Doctor,379,264,3
W417,1,Doctor,380,259,1
W393,1,Doctor,381,286,1
W85,1,Doctor,382,312,4
W80,1,Doctor,383,293,2
W435,1,Doctor,384,277,1
W342,1,Doctor,385,211,1
W336,1,Doctor,386,279,1
W267,1,Doctor,387,280,2
W103,1,Doctor,388,293,3
W166,1,Doctor,389,311,3
W465,1,Doctor,390,275,1
W171,1,Doctor,391,247,1
W327,1,Doctor,392,255,1
W164,1,Doctor,393,281,2
W50,1,Doctor,394,246,1
W9,1,Doctor,395,303,4
W421,1,Doctor,396,295,1
W322,1,Doctor,397,325,2
W404,1,Doctor,398,192,1
W191,1,Doctor,399,309,1
W388,1,Doctor,400,329,2
W386,1,Doctor,401,324,4
W261,1,Doctor,402,323,1
W36,1,Doctor,403,281,2
W240,1,Doctor,404,240,1
W276,1,Doctor,405,326,1
W291,1,Doctor,406,313,3
W326,1,Doctor,407,305,1
W306,1,Doctor,408,313,2
W27,1,Doctor,409,344,3
W244,1,Doctor,410,316,1
W368,1,Doctor,411,253,1
W250,1,Doctor,412,308,2
W348,1,Doctor,413,305,1
W33,1,Doctor,414,354,2
W263,1,Doctor,415,297,1
W209,1,Doctor,416,322,4
W160,1,Doctor,417,315,2
W233,1,Doctor,418,351,2
W4,1,Doctor,419,338,2
W157,1,Doctor,420,263,1
W106,1,Doctor,421,337,2
W82,1,Doctor,422,252,1
W146,1,Doctor,423,337,2
W439,1,Doctor,424,307,1
W195,1,Doctor,425,317,3
W185,1,Doctor,426,342,2
W485,1,Doctor,427,320,2
W190,1,Doctor,428,303,3
W394,1,Doctor,429,0,0
W372,1,Doctor,430,313,1
W88,1,Doctor,431,383,4
W260,1,Doctor,432,360,4
W351,1,Doctor,433,323,3
W64,1,Doctor,434,352,2
W81,1,Doctor,435,319,1
W408,1,Doctor,436,379,3
W366,1,Doctor,437,339,1
W94,1,Doctor,438,349,2
W489,1,Doctor,439,324,1
W354,1,Doctor,440,365,3
W255,1,Doctor,441,367,4
W96,1,Doctor,442,398,5
W370,1,Doctor,443,374,3
W117,1,Doctor,444,357,2
W360,1,Doctor,445,376,2
W262,1,Doctor,446,340,1
W108,1,Doctor,447,366,1
W471,1,Doctor,448,369,3
W176,1,Doctor,449,398,2
W41,1,Doctor,450,400,3
W252,1,Doctor,451,388,2
W271,1,Doctor,452,0,0
W174,1,Doctor,453,390,3
W278,1,Doctor,454,396,1
W266,1,Doctor,455,0,0
W77,1,Doctor,456,361,1
W316,1,Doctor,457,393,5
W297,1,Doctor,458,374,2
W135,1,Doctor,459,381,1
W395,1,Doctor,460,393,2
W51,1,Doctor,461,381,1
W341,1,Doctor,462,397,1
W58,1,Doctor,463,361,1
W309,1,Doctor,464,347,1
W484,1,Doctor,465,374,1
W333,1,Doctor,466,379,1
W430,1,Doctor,467,395,2
W14,1,Doctor,468,0,0
W109,1,Doctor,469,371,1
W409,1,Doctor,470,338,1
W363,1,Doctor,471,411,4
W294,1,Doctor,472,399,2
W410,1,Doctor,473,437,5
W328,1,Doctor,474,419,3
W24,1,Doctor,475,431,3
W364,1,Doctor,476,381,1
W300,1,Doctor,477,438,1
W40,1,Doctor,478,413,1
W424,1,Doctor,479,448,2
W97,1,Doctor,480,437,1
W470,1,Doctor,481,417,1
W70,1,Doctor,482,429,1
W256,1,Doctor,483,394,1
W172,1,Doctor,484,400,1
W200,1,Doctor,485,446,1
W246,1,Doctor,486,463,2
W437,1,Doctor,487,444,1
W7,1,Doctor,488,458,1
W413,1,Doctor,489,477,3
W324,1,Doctor,490,475,3
W186,1,Doctor,491,444,1
W286,1,Doctor,492,447,1
W162,1,Doctor,493,461,2
W301,1,Doctor,494,468,1
W215,1,Doctor,495,494,4
W383,1,Doctor,496,494,3
W403,1,Doctor,497,450,1
W208,1,Doctor,498,489,1
W189,1,Doctor,499,494,2
W31,1,Doctor,500,498,1
H53,1,Hospital,1,2,1
H52,1,Hospital,2,3,2
H73,1,Hospital,3,6,1
H274,1,Hospital,4,5,1
H262,1,Hospital,5,8,1
H302,1,Hospital,6,12,4
H103,1,Hospital,7,9,5
H173,1,Hospital,8,4,5
H2,1,Hospital,9,11,1
H171,1,Hospital,10,17,1
H342,1,Hospital,11,0,0
H286,1,Hospital,12,22,2
H191,1,Hospital,13,10,3
H303,1,Hospital,14,7,1
H469,1,Hospital,15,32,2
H29,1,Hospital,16,25,3
H151,1,Hospital,17,1,1
H295,1,Hospital,18,18,2
H83,1,Hospital,19,13,1
H426,1,Hospital,20,37,5
H397,1,Hospital,21,24,3
H136,1,Hospital,22,14,3
H212,1,Hospital,23,16,1
H27,1,Hospital,24,39,1
H478,1,Hospital,25,34,1
H183,1,Hospital,26,47,4
H408,1,Hospital,27,15,4
H182,1,Hospital,28,35,1
H244,1,Hospital,29,41,1
H329,1,Hospital,30,23,1
H206,1,Hospital,31,21,2
H74,1,Hospital,32,40,1
H32,1,Hospital,33,29,1
H170,1,Hospital,34,36,1
H158,1,Hospital,35,26,1
H442,1,Hospital,36,45,4
H128,1,Hospital,37,30,1
H471,1,Hospital,38,46,1
H459,1,Hospital,39,62,3
H217,1,Hospital,40,44,1
H92,1,Hospital,41,52,1
H228,1,Hospital,42,42,1
H97,1,Hospital,43,68,1
H186,1,Hospital,44,28,1
H318,1,Hospital,45,58,2
H175,1,Hospital,46,59,1
H320,1,Hospital,47,64,1
H247,1,Hospital,48,56,3
H266,1,Hospital,49,60,3
H87,1,Hospital,50,0,0
H290,1,Hospital,51,54,2
H431,1,Hospital,52,38,1
H190,1,Hospital,53,49,1
H380,1,Hospital,54,57,2
H384,1,Hospital,55,43,4
H422,1,Hospital,56,31,2
H398,1,Hospital,57,71,2
H192,1,Hospital,58,48,2
H433,1,Hospital,59,19,2
H275,1,Hospital,60,83,2
H64,1,Hospital,61,66,1
H395,1,Hospital,62,74,1
H407,1,Hospital,63,63,1
H35,1,Hospital,64,86,2
H269,1,Hospital,65,85,2
H393,1,Hospital,66,76,1
H423,1,Hospital,67,55,2
H146,1,Hospital,68,70,3
H337,1,Hospital,69,89,1
H326,1,Hospital,70,87,2
H467,1,Hospital,71,91,2
H123,1,Hospital,72,93,1
H181,1,Hospital,73,80,2
H174,1,Hospital,74,97,5
H227,1,Hospital,75,101,2
H19,1,Hospital,76,69,1
H490,1,Hospital,77,81,5
H108,1,Hospital,78,0,0
H486,1,Hospital,79,78,1
H383,1,Hospital,80,96,1
H403,1,Hospital,81,82,2
H204,1,Hospital,82,27,4
H177,1,Hospital,83,92,4
H155,1,Hospital,84,102,1
H276,1,Hospital,85,142,2
H392,1,Hospital,86,116,1
H47,1,Hospital,87,122,2
H434,1,Hospital,88,50,1
H283,1,Hospital,89,88,2
H336,1,Hospital,90,95,1
H281,1,Hospital,91,75,4
H49,1,Hospital,92,104,5
H6,1,Hospital,93,119,3
H279,1,Hospital,94,103,3
H161,1,Hospital,95,130,2
H218,1,Hospital,96,67,1
H81,1,Hospital,97,73,2
H85,1,Hospital,98,141,5
H76,1,Hospital,99,111,2
H231,1,Hospital,100,90,1
H1,1,Hospital,101,107,1
H311,1,Hospital,102,98,1
H162,1,Hospital,103,99,1
H196,1,Hospital,104,106,3
H253,1,Hospital,105,109,1
H25,1,Hospital,106,84,2
H119,1,Hospital,107,113,4
H410,1,Hospital,108,115,1
H411,1,Hospital,109,53,2
H298,1,Hospital,110,121,3
H63,1,Hospital,111,100,5
H180,1,Hospital,112,105,3
H130,1,Hospital,113,72,5
H208,1,Hospital,114,133,2
H125,1,Hospital,115,0,0
H219,1,Hospital,116,94,5
H122,1,Hospital,117,138,1
H481,1,Hospital,118,128,1
H185,1,Hospital,119,131,1
H154,1,Hospital,120,77,1
H176,1,Hospital,121,146,2
H323,1,Hospital,122,120,3
H223,1,Hospital,123,129,1
H10,1,Hospital,124,65,2
H270,1,Hospital,125,123,2
H70,1,Hospital,126,151,3
H487,1,Hospital,127,110,1
H345,1,Hospital,128,134,1
H34,1,Hospital,129,149,1
H340,1,Hospital,130,165,4
H254,1,Hospital,131,153,2
H66,1,Hospital,132,135,3
H450,1,Hospital,133,158,2
H143,1,Hospital,134,140,5
H366,1,Hospital,135,137,2
H114,1,Hospital,136,139,4
H172,1,Hospital,137,161,1
H28,1,Hospital,138,178,1
H451,1,Hospital,139,159,1
H475,1,Hospital,140,114,3
H36,1,Hospital,141,182,1
H391,1,Hospital,142,184,2
H77,1,Hospital,143,148,3
H157,1,Hospital,144,164,4
H405,1,Hospital,145,157,1
H321,1,Hospital,146,189,1
H479,1,Hospital,147,177,3
H470,1,Hospital,148,147,2
H118,1,Hospital,149,125,1
H246,1,Hospital,150,166,2
H428,1,Hospital,151,181,2
H357,1,Hospital,152,145,5
H193,1,Hospital,153,169,4
H147,1,Hospital,154,188,5
H448,1,Hospital,155,203,1
H164,1,Hospital,156,171,1
H267,1,Hospital,157,156,3
H48,1,Hospital,158,144,1
H284,1,Hospital,159,168,3
H299,1,Hospital,160,176,1
H495,1,Hospital,161,118,1
H363,1,Hospital,162,162,4
H57,1,Hospital,163,132,1
H300,1,Hospital,164,126,2
H417,1,Hospital,165,167,2
H474,1,Hospital,166,143,1
H333,1,Hospital,167,173,2
H424,1,Hospital,168,152,3
H373,1,Hospital,169,0,0
H102,1,Hospital,170,160,4
H443,1,Hospital,171,196,2
H466,1,Hospital,172,0,0
H455,1,Hospital,173,127,1
H338,1,Hospital,174,183,3
H293,1,Hospital,175,154,1
H461,1,Hospital,176,214,2
H362,1,Hospital,177,191,2
H343,1,Hospital,178,185,2
H99,1,Hospital,179,179,2
H179,1,Hospital,180,124,4
H137,1,Hospital,181,230,1
H376,1,Hospital,182,186,4
H472,1,Hospital,183,198,2
H59,1,Hospital,184,175,1
H272,1,Hospital,185,174,1
H379,1,Hospital,186,136,2
H432,1,Hospital,187,172,2
H237,1,Hospital,188,225,2
H396,1,Hospital,189,180,4
H460,1,Hospital,190,150,5
H462,1,Hospital,191,192,3
H124,1,Hospital,192,220,4
H215,1,Hospital,193,197,4
H98,1,Hospital,194,212,3
H485,1,Hospital,195,210,1
H439,1,Hospital,196,221,1
H189,1,Hospital,197,201,4
H202,1,Hospital,198,0,0
H71,1,Hospital,199,190,5
H252,1,Hospital,200,226,3
H163,1,Hospital,201,244,2
H335,1,Hospital,202,170,3
H265,1,Hospital,203,213,1
H107,1,Hospital,204,199,1
H419,1,Hospital,205,219,1
H198,1,Hospital,206,209,1
H457,1,Hospital,207,207,2
H305,1,Hospital,208,241,1
H441,1,Hospital,209,237,5
H277,1,Hospital,210,0,0
H23,1,Hospital,211,200,1
H213,1,Hospital,212,224,5
H150,1,Hospital,213,222,3
H498,1,Hospital,214,255,1
H386,1,Hospital,215,218,2
H388,1,Hospital,216,202,1
H488,1,Hospital,217,254,3
H240,1,Hospital,218,0,0
H148,1,Hospital,219,163,3
H351,1,Hospital,220,248,1
H473,1,Hospital,221,0,0
H26,1,Hospital,222,217,4
H255,1,Hospital,223,0,0
H178,1,Hospital,224,257,5
H96,1,Hospital,225,235,5
H322,1,Hospital,226,227,4
H233,1,Hospital,227,195,4
H160,1,Hospital,228,238,1
H249,1,Hospital,229,187,2
H291,1,Hospital,230,242,3
H168,1,Hospital,231,194,1
H201,1,Hospital,232,204,2
H69,1,Hospital,233,262,2
H86,1,Hospital,234,211,4
H55,1,Hospital,235,250,1
H390,1,Hospital,236,246,5
H20,1,Hospital,237,234,2
H153,1,Hospital,238,276,1
H358,1,Hospital,239,193,3
H389,1,Hospital,240,233,1
H232,1,Hospital,241,263,1
H480,1,Hospital,242,252,2
H344,1,Hospital,243,265,3
H21,1,Hospital,244,251,1
H353,1,Hospital,245,284,1
H117,1,Hospital,246,280,1
H112,1,Hospital,247,245,3
H497,1,Hospital,248,155,3
H40,1,Hospital,249,240,3
H89,1,Hospital,250,229,1
H50,1,Hospital,251,275,1
H68,1,Hospital,252,266,4
H273,1,Hospital,253,232,2
H456,1,Hospital,254,261,1
H105,1,Hospital,255,0,0
H199,1,Hospital,256,260,3
H313,1,Hospital,257,286,1
H111,1,Hospital,258,243,1
H72,1,Hospital,259,264,1
H317,1,Hospital,260,267,1
H315,1,Hospital,261,278,1
H139,1,Hospital,262,290,1
H401,1,Hospital,263,304,2
H447,1,Hospital,264,0,0
H80,1,Hospital,265,249,2
H308,1,Hospital,266,274,1
H58,1,Hospital,267,268,1
H489,1,Hospital,268,236,2
H30,1,Hospital,269,215,1
H492,1,Hospital,270,259,2
H243,1,Hospital,271,256,1
H109,1,Hospital,272,239,1
H421,1,Hospital,273,228,1
H216,1,Hospital,274,306,1
H307,1,Hospital,275,300,2
H400,1,Hospital,276,299,1
H414,1,Hospital,277,205,4
H94,1,Hospital,278,271,1
H159,1,Hospital,279,277,1
H101,1,Hospital,280,279,3
H93,1,Hospital,281,307,4
H294,1,Hospital,282,311,2
H24,1,Hospital,283,308,1
H310,1,Hospital,284,303,3
H9,1,Hospital,285,317,1
H187,1,Hospital,286,283,1
H402,1,Hospital,287,298,2
H468,1,Hospital,288,287,1
H440,1,Hospital,289,273,1
H104,1,Hospital,290,318,3
H75,1,Hospital,291,281,5
H404,1,Hospital,292,293,2
H238,1,Hospital,293,297,5
H435,1,Hospital,294,296,1
H445,1,Hospital,295,282,3
H167,1,Hospital,296,324,1
H496,1,Hospital,297,313,1
H458,1,Hospital,298,270,2
H209,1,Hospital,299,208,1
H91,1,Hospital,300,309,2
H222,1,Hospital,301,344,1
H425,1,Hospital,302,334,3
H169,1,Hospital,303,331,3
H382,1,Hospital,304,322,1
H41,1,Hospital,305,305,2
H482,1,Hospital,306,327,4
H381,1,Hospital,307,310,2
H324,1,Hospital,308,302,1
H297,1,Hospital,309,363,1
H156,1,Hospital,310,316,2
H282,1,Hospital,311,288,5
H140,1,Hospital,312,0,0
H54,1,Hospital,313,301,1
H349,1,Hospital,314,253,2
H285,1,Hospital,315,343,2
H15,1,Hospital,316,320,4
H494,1,Hospital,317,0,0
H368,1,Hospital,318,335,1
H230,1,Hospital,319,380,3
H316,1,Hospital,320,294,4
H236,1,Hospital,321,314,1
H3,1,Hospital,322,341,1
H78,1,Hospital,323,358,2
H491,1,Hospital,324,289,3
H464,1,Hospital,325,321,2
H61,1,Hospital,326,362,1
H371,1,Hospital,327,291,5
H377,1,Hospital,328,349,2
H56,1,Hospital,329,292,2
H197,1,Hospital,330,352,3
H241,1,Hospital,331,340,1
H239,1,Hospital,332,332,1
H378,1,Hospital,333,350,1
H17,1,Hospital,334,329,2
H43,1,Hospital,335,323,4
H356,1,Hospital,336,342,5
H370,1,Hospital,337,328,2
H476,1,Hospital,338,381,2
H301,1,Hospital,339,336,3
H220,1,Hospital,340,368,5
H427,1,Hospital,341,388,1
H412,1,Hospital,342,360,4
H331,1,Hospital,343,0,0
H406,1,Hospital,344,0,0
H332,1,Hospital,345,355,1
H166,1,Hospital,346,325,2
H195,1,Hospital,347,338,1
H409,1,Hospital,348,295,2
H135,1,Hospital,349,372,2
H374,1,Hospital,350,347,3
H465,1,Hospital,351,357,1
H341,1,Hospital,352,348,2
H129,1,Hospital,353,370,2
H454,1,Hospital,354,374,1
H278,1,Hospital,355,376,3
H348,1,Hospital,356,330,1
H250,1,Hospital,357,333,2
H304,1,Hospital,358,326,1
H224,1,Hospital,359,351,2
H359,1,Hospital,360,361,3
H184,1,Hospital,361,353,2
H444,1,Hospital,362,390,1
H499,1,Hospital,363,0,0
H372,1,Hospital,364,356,2
H45,1,Hospital,365,354,1
H235,1,Hospital,366,346,2
H12,1,Hospital,367,378,1
H31,1,Hospital,368,373,1
