id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)"
W31,1,Doctor,65,3,3
W168,1,Doctor,66,3,3
W294,1,Doctor,67,1,1
W251,1,Doctor,68,3,3
W340,1,Doctor,69,2,2
W185,1,Doctor,70,1,1
W316,1,Doctor,71,1,1
W201,1,Doctor,72,3,3
W365,1,Doctor,73,0,0
W321,1,Doctor,74,1,1
W139,1,Doctor,75,4,4
W373,1,Doctor,76,1,1
W33,1,Doctor,77,2,2
W234,1,Doctor,78,2,2
W78,1,Doctor,79,2,2
W35,1,Doctor,80,1,1
W479,1,Doctor,81,1,1
W427,1,Doctor,82,1,1
W149,1,Doctor,83,1,1
W184,1,Doctor,84,1,1
W489,1,Doctor,85,2,2
W448,1,Doctor,86,1,1
W362,1,Doctor,87,1,1
W5,1,Doctor,88,1,1
W111,1,Doctor,89,1,1
W211,1,Doctor,90,2,2
W412,1,Doctor,91,2,2
W18,1,Doctor,92,1,1
W284,1,Doctor,93,1,1
W123,1,Doctor,94,3,3
W306,1,Doctor,95,6,5
W428,1,Doctor,96,2,1
W34,1,Doctor,97,2,2
W32,1,Doctor,98,2,2
W82,1,Doctor,99,1,1
W242,1,Doctor,100,4,4
W343,1,Doctor,101,3,3
W363,1,Doctor,102,2,2
W261,1,Doctor,103,3,3
W359,1,Doctor,104,4,4
W325,1,Doctor,105,2,2
W258,1,Doctor,106,3,2
W200,1,Doctor,107,0,0
W151,1,Doctor,108,2,2
W290,1,Doctor,109,2,2
W161,1,Doctor,110,1,1
W246,1,Doctor,111,0,0
W392,1,Doctor,112,3,2
W93,1,Doctor,113,2,2
W83,1,Doctor,114,2,2
W475,1,Doctor,115,1,1
W496,1,Doctor,116,1,1
W203,1,Doctor,117,4,4
W175,1,Doctor,118,1,1
W245,1,Doctor,119,2,2
W435,1,Doctor,120,4,4
W92,1,Doctor,121,2,2
W174,1,Doctor,122,2,2
W15,1,Doctor,123,3,3
W220,1,Doctor,124,2,1
W413,1,Doctor,125,4,4
W254,1,Doctor,126,2,2
W101,1,Doctor,127,1,1
W74,1,Doctor,128,3,2
W322,1,Doctor,129,4,4
W463,1,Doctor,130,1,1
W120,1,Doctor,131,2,2
W198,1,Doctor,132,2,2
W192,1,Doctor,133,1,1
W104,1,Doctor,134,2,2
W160,1,Doctor,135,6,4
W146,1,Doctor,136,4,3
W155,1,Doctor,137,1,1
W403,1,Doctor,138,2,1
W424,1,Doctor,139,4,2
W495,1,Doctor,140,5,3
W57,1,Doctor,141,1,1
W447,1,Doctor,142,3,2
W361,1,Doctor,143,1,1
W112,1,Doctor,144,3,3
W426,1,Doctor,145,1,1
W214,1,Doctor,146,2,2
W97,1,Doctor,147,1,1
W58,1,Doctor,148,2,2
W446,1,Doctor,149,3,3
W317,1,Doctor,150,2,2
W358,1,Doctor,151,1,1
W180,1,Doctor,152,1,1
W453,1,Doctor,153,5,4
W360,1,Doctor,154,4,3
W422,1,Doctor,155,3,3
W238,1,Doctor,156,3,3
W288,1,Doctor,157,1,1
W133,1,Doctor,158,1,1
W315,1,Doctor,159,1,1
W432,1,Doctor,160,0,0
W163,1,Doctor,161,1,1
W75,1,Doctor,162,4,3
W450,1,Doctor,163,0,0
W11,1,Doctor,164,2,1
W480,1,Doctor,165,2,1
W460,1,Doctor,166,3,2
W456,1,Doctor,167,3,3
W20,1,Doctor,168,5,2
W141,1,Doctor,169,2,2
W38,1,Doctor,170,4,3
W226,1,Doctor,171,2,2
W65,1,Doctor,172,6,3
W399,1,Doctor,173,1,1
W452,1,Doctor,174,2,2
W162,1,Doctor,175,3,2
W297,1,Doctor,176,3,3
W122,1,Doctor,177,3,2
W285,1,Doctor,178,2,2
W126,1,Doctor,179,1,1
W335,1,Doctor,180,0,0
W204,1,Doctor,181,2,2
W79,1,Doctor,182,1,1
W182,1,Doctor,183,2,2
W313,1,Doctor,184,7,4
W148,1,Doctor,185,5,4
W86,1,Doctor,186,1,1
W44,1,Doctor,187,2,1
W386,1,Doctor,188,1,1
W469,1,Doctor,189,3,1
W355,1,Doctor,190,5,3
W393,1,Doctor,191,5,3
W380,1,Doctor,192,0,0
W499,1,Doctor,193,3,1
W132,1,Doctor,194,3,1
W402,1,Doctor,195,1,1
W55,1,Doctor,196,4,2
W1,1,Doctor,197,1,1
W205,1,Doctor,198,2,2
W105,1,Doctor,199,2,2
W269,1,Doctor,200,1,1
W264,1,Doctor,201,3,1
W6,1,Doctor,202,4,3
W273,1,Doctor,203,3,2
W282,1,Doctor,204,3,1
W61,1,Doctor,205,1,1
W216,1,Doctor,206,3,2
W63,1,Doctor,207,3,3
W96,1,Doctor,208,2,1
W206,1,Doctor,209,6,5
W374,1,Doctor,210,2,2
W351,1,Doctor,211,12,5
W429,1,Doctor,212,2,2
W404,1,Doctor,213,9,5
W253,1,Doctor,214,4,3
W99,1,Doctor,215,1,1
W181,1,Doctor,216,1,1
W356,1,Doctor,217,1,1
W212,1,Doctor,218,3,2
W81,1,Doctor,219,10,2
W42,1,Doctor,220,3,2
W421,1,Doctor,221,9,4
W89,1,Doctor,222,0,0
W438,1,Doctor,223,6,3
W222,1,Doctor,224,2,1
W367,1,Doctor,225,3,2
W59,1,Doctor,226,3,1
W437,1,Doctor,227,3,1
W271,1,Doctor,228,2,2
W492,1,Doctor,229,5,3
W333,1,Doctor,230,10,5
W408,1,Doctor,231,6,5
W47,1,Doctor,232,0,0
W409,1,Doctor,233,2,2
W378,1,Doctor,234,8,4
W195,1,Doctor,235,4,3
W476,1,Doctor,236,3,1
W183,1,Doctor,237,5,3
W172,1,Doctor,238,8,5
W109,1,Doctor,239,3,2
W372,1,Doctor,240,3,1
W9,1,Doctor,241,1,1
W266,1,Doctor,242,6,2
W127,1,Doctor,243,8,5
W389,1,Doctor,244,5,3
W332,1,Doctor,245,8,3
W416,1,Doctor,246,1,1
W477,1,Doctor,247,3,2
W281,1,Doctor,248,0,0
W27,1,Doctor,249,3,1
W171,1,Doctor,250,4,1
W248,1,Doctor,251,3,3
W411,1,Doctor,252,4,1
W176,1,Doctor,253,3,1
W268,1,Doctor,254,9,4
W8,1,Doctor,255,3,3
W147,1,Doctor,256,1,1
W326,1,Doctor,257,8,1
W441,1,Doctor,258,3,1
W302,1,Doctor,259,0,0
W19,1,Doctor,260,2,1
W279,1,Doctor,261,1,1
W346,1,Doctor,262,3,2
W265,1,Doctor,263,9,4
W491,1,Doctor,264,7,2
W164,1,Doctor,265,3,2
W381,1,Doctor,266,1,1
W305,1,Doctor,267,2,1
W349,1,Doctor,268,3,2
W178,1,Doctor,269,9,4
W36,1,Doctor,270,5,1
W117,1,Doctor,271,14,5
W278,1,Doctor,272,5,4
W66,1,Doctor,273,6,3
W143,1,Doctor,274,1,1
W103,1,Doctor,275,5,2
W157,1,Doctor,276,9,4
W217,1,Doctor,277,14,5
W134,1,Doctor,278,2,2
W415,1,Doctor,279,7,3
W291,1,Doctor,280,6,3
W94,1,Doctor,281,1,1
W10,1,Doctor,282,10,4
W451,1,Doctor,283,0,0
W240,1,Doctor,284,9,4
W430,1,Doctor,285,9,3
W77,1,Doctor,286,2,2
W473,1,Doctor,287,10,3
W28,1,Doctor,288,5,3
W73,1,Doctor,289,2,1
W250,1,Doctor,290,0,0
W152,1,Doctor,291,3,1
W470,1,Doctor,292,6,4
W259,1,Doctor,293,5,2
W177,1,Doctor,294,0,0
W418,1,Doctor,295,8,2
W114,1,Doctor,296,7,1
W67,1,Doctor,297,9,3
W87,1,Doctor,298,8,5
W334,1,Doctor,299,3,1
W410,1,Doctor,300,4,1
W395,1,Doctor,301,7,2
W14,1,Doctor,302,3,1
W48,1,Doctor,303,9,2
W431,1,Doctor,304,5,2
W383,1,Doctor,305,12,3
W371,1,Doctor,306,4,2
W336,1,Doctor,307,4,2
W80,1,Doctor,308,6,4
W241,1,Doctor,309,12,4
W225,1,Doctor,310,2,1
W310,1,Doctor,311,15,5
W37,1,Doctor,312,11,3
W280,1,Doctor,313,8,4
W267,1,Doctor,314,3,2
W138,1,Doctor,315,4,2
W229,1,Doctor,316,7,2
W237,1,Doctor,317,9,2
W130,1,Doctor,318,7,4
W43,1,Doctor,319,3,1
W106,1,Doctor,320,11,1
W173,1,Doctor,321,17,5
W188,1,Doctor,322,11,2
W145,1,Doctor,323,11,1
W433,1,Doctor,324,4,1
W213,1,Doctor,325,3,2
W370,1,Doctor,326,10,5
W169,1,Doctor,327,1,1
W484,1,Doctor,328,3,1
W190,1,Doctor,329,11,2
W314,1,Doctor,330,13,2
W455,1,Doctor,331,3,2
W51,1,Doctor,332,5,3
W223,1,Doctor,333,3,1
W331,1,Doctor,334,1,1
W324,1,Doctor,335,4,1
W196,1,Doctor,336,4,2
W287,1,Doctor,337,3,1
W425,1,Doctor,338,3,1
W483,1,Doctor,339,3,1
W26,1,Doctor,340,10,1
W46,1,Doctor,341,3,1
W113,1,Doctor,342,4,2
W350,1,Doctor,343,1,1
W228,1,Doctor,344,15,3
W494,1,Doctor,345,1,1
W193,1,Doctor,346,13,3
W454,1,Doctor,347,12,2
W215,1,Doctor,348,7,1
W233,1,Doctor,349,3,1
W208,1,Doctor,350,23,3
W41,1,Doctor,351,9,2
W289,1,Doctor,352,11,2
W167,1,Doctor,353,15,1
W390,1,Doctor,354,14,1
W153,1,Doctor,355,10,1
W461,1,Doctor,356,1,1
W296,1,Doctor,357,16,5
W472,1,Doctor,358,0,0
W445,1,Doctor,359,7,1
W293,1,Doctor,360,5,1
W210,1,Doctor,361,5,2
W368,1,Doctor,362,2,2
W341,1,Doctor,363,14,2
W60,1,Doctor,364,8,2
W262,1,Doctor,365,3,1
W311,1,Doctor,366,24,3
W135,1,Doctor,367,3,1
W342,1,Doctor,368,21,5
W98,1,Doctor,369,18,3
W457,1,Doctor,370,32,4
W100,1,Doctor,371,18,3
W232,1,Doctor,372,7,1
W52,1,Doctor,373,17,5
W407,1,Doctor,374,8,1
W481,1,Doctor,375,2,1
W21,1,Doctor,376,5,1
W166,1,Doctor,377,6,1
W90,1,Doctor,378,5,2
W274,1,Doctor,379,7,1
W115,1,Doctor,380,6,2
W121,1,Doctor,381,16,3
W68,1,Doctor,382,0,0
W40,1,Doctor,383,22,3
W202,1,Doctor,384,9,2
W396,1,Doctor,385,13,1
W118,1,Doctor,386,10,3
W323,1,Doctor,387,7,1
W129,1,Doctor,388,1,1
W387,1,Doctor,389,13,2
W319,1,Doctor,390,10,2
W397,1,Doctor,391,24,4
W154,1,Doctor,392,16,2
W391,1,Doctor,393,1,1
W394,1,Doctor,394,3,1
W247,1,Doctor,395,15,3
W379,1,Doctor,396,9,2
W179,1,Doctor,397,8,1
W357,1,Doctor,398,14,3
W405,1,Doctor,399,21,4
W301,1,Doctor,400,11,3
W295,1,Doctor,401,32,3
W312,1,Doctor,402,35,4
W194,1,Doctor,403,26,4
W13,1,Doctor,404,11,1
W231,1,Doctor,405,14,1
W440,1,Doctor,406,4,1
W270,1,Doctor,407,5,1
W156,1,Doctor,408,15,4
W465,1,Doctor,409,0,0
W255,1,Doctor,410,2,1
W116,1,Doctor,411,7,1
W170,1,Doctor,412,1,1
W436,1,Doctor,413,10,2
W131,1,Doctor,414,0,0
W490,1,Doctor,415,15,1
W50,1,Doctor,416,26,1
W124,1,Doctor,417,11,1
W299,1,Doctor,418,28,4
W22,1,Doctor,419,14,1
W230,1,Doctor,420,13,2
W2,1,Doctor,421,1,1
W327,1,Doctor,422,0,0
W364,1,Doctor,423,8,1
W369,1,Doctor,424,0,0
W12,1,Doctor,425,6,2
W420,1,Doctor,426,13,2
W337,1,Doctor,427,18,2
W398,1,Doctor,428,10,1
W382,1,Doctor,429,10,1
W137,1,Doctor,430,24,2
W308,1,Doctor,431,11,2
W468,1,Doctor,432,1,1
W442,1,Doctor,433,0,0
W207,1,Doctor,434,5,1
W388,1,Doctor,435,4,1
W257,1,Doctor,436,39,1
W24,1,Doctor,437,41,4
W54,1,Doctor,438,51,4
W439,1,Doctor,439,40,4
W348,1,Doctor,440,5,1
W209,1,Doctor,441,9,1
W119,1,Doctor,442,32,2
W249,1,Doctor,443,49,3
W423,1,Doctor,444,17,1
W474,1,Doctor,445,9,1
W16,1,Doctor,446,69,4
W150,1,Doctor,447,47,4
W419,1,Doctor,448,6,1
W219,1,Doctor,449,19,2
W443,1,Doctor,450,43,3
W4,1,Doctor,451,36,2
W71,1,Doctor,452,25,2
W227,1,Doctor,453,61,5
W218,1,Doctor,454,23,2
W221,1,Doctor,455,16,2
W277,1,Doctor,456,33,5
W464,1,Doctor,457,21,1
W338,1,Doctor,458,0,0
W449,1,Doctor,459,54,4
W300,1,Doctor,460,31,2
W286,1,Doctor,461,42,2
W244,1,Doctor,462,4,1
W140,1,Doctor,463,48,1
W354,1,Doctor,464,1,1
W458,1,Doctor,465,53,3
W29,1,Doctor,466,33,4
W339,1,Doctor,467,0,0
W256,1,Doctor,468,53,1
W30,1,Doctor,469,0,0
W414,1,Doctor,470,131,4
W466,1,Doctor,471,31,1
W165,1,Doctor,472,60,1
W493,1,Doctor,473,34,1
W144,1,Doctor,474,80,3
W239,1,Doctor,475,126,5
W95,1,Doctor,476,101,2
W187,1,Doctor,477,8,1
W344,1,Doctor,478,39,1
W385,1,Doctor,479,33,1
W17,1,Doctor,480,55,2
W353,1,Doctor,481,59,2
W486,1,Doctor,482,6,1
W49,1,Doctor,483,40,3
W186,1,Doctor,484,130,3
W159,1,Doctor,485,3,1
W45,1,Doctor,486,59,1
W309,1,Doctor,487,158,3
W498,1,Doctor,488,31,1
W3,1,Doctor,489,63,1
W53,1,Doctor,490,42,2
W478,1,Doctor,491,152,2
W406,1,Doctor,492,0,0
W384,1,Doctor,493,145,3
W328,1,Doctor,494,50,1
W56,1,Doctor,495,272,2
W25,1,Doctor,496,124,1
W275,1,Doctor,497,54,2
W110,1,Doctor,498,101,2
W487,1,Doctor,499,143,1
W191,1,Doctor,500,136,1
H25,1,Hospital,1,32,3
H140,1,Hospital,2,0,0
H409,1,Hospital,3,39,1
H250,1,Hospital,4,64,3
H395,1,Hospital,5,18,1
H473,1,Hospital,6,93,1
H391,1,Hospital,7,27,1
H302,1,Hospital,8,142,2
H73,1,Hospital,9,90,3
H465,1,Hospital,10,9,1
H325,1,Hospital,11,84,1
H470,1,Hospital,12,70,1
H321,1,Hospital,13,62,2
H47,1,Hospital,14,137,1
H80,1,Hospital,15,0,0
H255,1,Hospital,16,99,1
H173,1,Hospital,17,63,1
H279,1,Hospital,18,77,1
H287,1,Hospital,19,65,3
H247,1,Hospital,20,213,2
H141,1,Hospital,21,3,1
H421,1,Hospital,22,45,2
H245,1,Hospital,23,191,4
H63,1,Hospital,24,109,2
H327,1,Hospital,25,31,2
H121,1,Hospital,26,5,1
H263,1,Hospital,27,181,1
H214,1,Hospital,28,208,1
H490,1,Hospital,29,171,1
H463,1,Hospital,30,79,1
H138,1,Hospital,31,100,5
H132,1,Hospital,32,220,4
H445,1,Hospital,33,68,2
H148,1,Hospital,34,173,1
H40,1,Hospital,35,288,3
H147,1,Hospital,36,53,1
H423,1,Hospital,37,144,1
H312,1,Hospital,38,243,1
H384,1,Hospital,39,80,1
H440,1,Hospital,40,150,1
H77,1,Hospital,41,0,0
H472,1,Hospital,42,0,0
H265,1,Hospital,43,69,1
H249,1,Hospital,44,0,0
H275,1,Hospital,45,245,1
H497,1,Hospital,46,0,0
H458,1,Hospital,47,61,3
H32,1,Hospital,48,15,2
H44,1,Hospital,49,91,2
H281,1,Hospital,50,85,2
H252,1,Hospital,51,206,1
H118,1,Hospital,52,48,2
H21,1,Hospital,53,140,2
H441,1,Hospital,54,38,1
H444,1,Hospital,55,89,3
H177,1,Hospital,56,71,2
H434,1,Hospital,57,161,2
H4,1,Hospital,58,50,3
H299,1,Hospital,59,26,1
H248,1,Hospital,60,0,0
H28,1,Hospital,61,97,4
H66,1,Hospital,62,252,1
H104,1,Hospital,63,95,1
H360,1,Hospital,64,36,1
H379,1,Hospital,65,327,1
H443,1,Hospital,66,170,3
H27,1,Hospital,67,262,2
H447,1,Hospital,68,23,1
H343,1,Hospital,69,24,1
H202,1,Hospital,70,203,2
H167,1,Hospital,71,43,1
H189,1,Hospital,72,131,1
H374,1,Hospital,73,49,4
H253,1,Hospital,74,37,1
H14,1,Hospital,75,148,4
H139,1,Hospital,76,143,1
H232,1,Hospital,77,0,0
H487,1,Hospital,78,0,0
H397,1,Hospital,79,60,3
H474,1,Hospital,80,124,1
H392,1,Hospital,81,166,4
H259,1,Hospital,82,14,4
H216,1,Hospital,83,284,2
H351,1,Hospital,84,238,3
H270,1,Hospital,85,292,3
H152,1,Hospital,86,106,1
H191,1,Hospital,87,239,5
H111,1,Hospital,88,264,1
H322,1,Hospital,89,74,2
H388,1,Hospital,90,10,2
H455,1,Hospital,91,194,3
H187,1,Hospital,92,308,2
H264,1,Hospital,93,193,1
H8,1,Hospital,94,201,4
H50,1,Hospital,95,66,3
H130,1,Hospital,96,196,1
H481,1,Hospital,97,204,4
H349,1,Hospital,98,0,0
H209,1,Hospital,99,258,5
H115,1,Hospital,100,261,2
H117,1,Hospital,101,81,3
H375,1,Hospital,102,59,2
H356,1,Hospital,103,102,3
H90,1,Hospital,104,198,5
H222,1,Hospital,105,185,1
H201,1,Hospital,106,134,2
H211,1,Hospital,107,105,2
H230,1,Hospital,108,16,3
H273,1,Hospital,109,76,3
H353,1,Hospital,110,260,5
H179,1,Hospital,111,175,1
H475,1,Hospital,112,114,1
H19,1,Hospital,113,273,1
H54,1,Hospital,114,54,2
H304,1,Hospital,115,35,3
H236,1,Hospital,116,157,1
H93,1,Hospital,117,125,2
H373,1,Hospital,118,122,1
H282,1,Hospital,119,51,2
H478,1,Hospital,120,295,1
H164,1,Hospital,121,8,1
H30,1,Hospital,122,135,1
H215,1,Hospital,123,231,3
H319,1,Hospital,124,88,1
H22,1,Hospital,125,293,3
H59,1,Hospital,126,364,1
H203,1,Hospital,127,212,2
H408,1,Hospital,128,113,1
H426,1,Hospital,129,128,1
H156,1,Hospital,130,164,1
H154,1,Hospital,131,227,1
H206,1,Hospital,132,146,1
H107,1,Hospital,133,266,3
H274,1,Hospital,134,200,4
H120,1,Hospital,135,410,2
H45,1,Hospital,136,155,1
H242,1,Hospital,137,58,1
H125,1,Hospital,138,86,3
H372,1,Hospital,139,0,0
H79,1,Hospital,140,141,2
H460,1,Hospital,141,13,1
H62,1,Hospital,142,57,3
H499,1,Hospital,143,234,5
H377,1,Hospital,144,202,1
H433,1,Hospital,145,354,1
H267,1,Hospital,146,0,0
H212,1,Hospital,147,87,5
H363,1,Hospital,148,205,3
H74,1,Hospital,149,344,2
H219,1,Hospital,150,162,2
H410,1,Hospital,151,343,1
H488,1,Hospital,152,103,1
H427,1,Hospital,153,179,3
H49,1,Hospital,154,11,1
H37,1,Hospital,155,0,0
H185,1,Hospital,156,256,5
H316,1,Hospital,157,115,4
H86,1,Hospital,158,216,2
H495,1,Hospital,159,282,2
H293,1,Hospital,160,0,0
H72,1,Hospital,161,346,1
H338,1,Hospital,162,244,2
H198,1,Hospital,163,286,3
H13,1,Hospital,164,127,1
H31,1,Hospital,165,120,1
H35,1,Hospital,166,176,2
H346,1,Hospital,167,145,2
H416,1,Hospital,168,101,1
H78,1,Hospital,169,130,3
H195,1,Hospital,170,158,3
H36,1,Hospital,171,139,2
H83,1,Hospital,172,214,1
H95,1,Hospital,173,267,2
H437,1,Hospital,174,300,3
H29,1,Hospital,175,67,1
H387,1,Hospital,176,437,2
H448,1,Hospital,177,186,1
H193,1,Hospital,178,270,1
H339,1,Hospital,179,133,1
H467,1,Hospital,180,83,4
H411,1,Hospital,181,326,4
H415,1,Hospital,182,253,1
H272,1,Hospital,183,280,1
H51,1,Hospital,184,72,2
H491,1,Hospital,185,28,1
H456,1,Hospital,186,247,2
H238,1,Hospital,187,41,1
H494,1,Hospital,188,47,3
H496,1,Hospital,189,34,1
H389,1,Hospital,190,151,1
H317,1,Hospital,191,149,3
H407,1,Hospital,192,317,1
H145,1,Hospital,193,296,4
H442,1,Hospital,194,119,2
H101,1,Hospital,195,257,1
H2,1,Hospital,196,219,3
H165,1,Hospital,197,324,1
H357,1,Hospital,198,152,1
H355,1,Hospital,199,320,5
H48,1,Hospital,200,117,2
H313,1,Hospital,201,6,3
H199,1,Hospital,202,52,1
H485,1,Hospital,203,330,3
H376,1,Hospital,204,306,1
H181,1,Hospital,205,235,2
H108,1,Hospital,206,241,3
H296,1,Hospital,207,94,2
H425,1,Hospital,208,2,2
H69,1,Hospital,209,82,1
H1,1,Hospital,210,25,1
H480,1,Hospital,211,0,0
H82,1,Hospital,212,313,4
H11,1,Hospital,213,236,1
H174,1,Hospital,214,269,2
H400,1,Hospital,215,297,2
H218,1,Hospital,216,367,4
H186,1,Hospital,217,413,3
H56,1,Hospital,218,78,2
H311,1,Hospital,219,112,1
H486,1,Hospital,220,56,3
H134,1,Hospital,221,189,5
H301,1,Hospital,222,311,1
H94,1,Hospital,223,365,1
H133,1,Hospital,224,278,1
H334,1,Hospital,225,246,2
H106,1,Hospital,226,383,1
H413,1,Hospital,227,287,2
H251,1,Hospital,228,1,1
H493,1,Hospital,229,129,1
H303,1,Hospital,230,195,2
H307,1,Hospital,231,0,0
H340,1,Hospital,232,312,1
H446,1,Hospital,233,118,1
H223,1,Hospital,234,388,2
H318,1,Hospital,235,156,1
H390,1,Hospital,236,178,5
H288,1,Hospital,237,116,4
H234,1,Hospital,238,228,1
H146,1,Hospital,239,272,3
H122,1,Hospital,240,126,1
H483,1,Hospital,241,44,1
H224,1,Hospital,242,309,1
H381,1,Hospital,243,334,2
H243,1,Hospital,244,184,2
H315,1,Hospital,245,323,2
H171,1,Hospital,246,369,1
H461,1,Hospital,247,20,1
H183,1,Hospital,248,0,0
H76,1,Hospital,249,328,5
H57,1,Hospital,250,362,1
H194,1,Hospital,251,229,2
H345,1,Hospital,252,75,1
H371,1,Hospital,253,356,3
H43,1,Hospital,254,182,3
H341,1,Hospital,255,215,1
H266,1,Hospital,256,397,2
H229,1,Hospital,257,305,2
H129,1,Hospital,258,307,4
H176,1,Hospital,259,209,2
H226,1,Hospital,260,445,3
H17,1,Hospital,261,314,2
H109,1,Hospital,262,0,0
H337,1,Hospital,263,351,2
H256,1,Hospital,264,123,2
H92,1,Hospital,265,110,2
H464,1,Hospital,266,345,1
H127,1,Hospital,267,240,1
H394,1,Hospital,268,40,1
H217,1,Hospital,269,451,1
H333,1,Hospital,270,254,1
H210,1,Hospital,271,96,1
H404,1,Hospital,272,375,1
H161,1,Hospital,273,396,1
H330,1,Hospital,274,221,3
H347,1,Hospital,275,319,1
H429,1,Hospital,276,381,1
H205,1,Hospital,277,366,2
H418,1,Hospital,278,453,1
H84,1,Hospital,279,224,2
H23,1,Hospital,280,108,1
H471,1,Hospital,281,242,1
H180,1,Hospital,282,363,1
H15,1,Hospital,283,237,2
H329,1,Hospital,284,190,2
H396,1,Hospital,285,325,1
H114,1,Hospital,286,431,2
H417,1,Hospital,287,22,1
H119,1,Hospital,288,265,3
H479,1,Hospital,289,316,1
H227,1,Hospital,290,223,1
H85,1,Hospital,291,0,0
H150,1,Hospital,292,429,1
H383,1,Hospital,293,33,1
H432,1,Hospital,294,0,0
H196,1,Hospital,295,385,2
H60,1,Hospital,296,340,5
H348,1,Hospital,297,17,1
H96,1,Hospital,298,7,1
H142,1,Hospital,299,132,2
H424,1,Hospital,300,167,2
H235,1,Hospital,301,370,1
H399,1,Hospital,302,251,4
H477,1,Hospital,303,230,2
H157,1,Hospital,304,289,2
H68,1,Hospital,305,371,2
H42,1,Hospital,306,12,2
H153,1,Hospital,307,187,2
H466,1,Hospital,308,361,4
H294,1,Hospital,309,0,0
H476,1,Hospital,310,271,2
H359,1,Hospital,311,310,1
H175,1,Hospital,312,55,2
H310,1,Hospital,313,394,2
H435,1,Hospital,314,398,2
H6,1,Hospital,315,29,1
H436,1,Hospital,316,281,2
H100,1,Hospital,317,277,1
H498,1,Hospital,318,441,2
H99,1,Hospital,319,339,4
H197,1,Hospital,320,301,4
H39,1,Hospital,321,372,1
H405,1,Hospital,322,302,3
H292,1,Hospital,323,121,1
H344,1,Hospital,324,359,3
H26,1,Hospital,325,147,3
H452,1,Hospital,326,454,1
H268,1,Hospital,327,329,2
H113,1,Hospital,328,408,4
H34,1,Hospital,329,172,1
H144,1,Hospital,330,440,2
H402,1,Hospital,331,154,1
H368,1,Hospital,332,304,2
H492,1,Hospital,333,338,1
H158,1,Hospital,334,19,3
H91,1,Hospital,335,411,1
H67,1,Hospital,336,452,1
H207,1,Hospital,337,199,1
H450,1,Hospital,338,391,3
H260,1,Hospital,339,183,1
H225,1,Hospital,340,233,3
H170,1,Hospital,341,457,1
H10,1,Hospital,342,291,1
H9,1,Hospital,343,472,2
H204,1,Hospital,344,421,1
H168,1,Hospital,345,420,1
H261,1,Hospital,346,485,2
H46,1,Hospital,347,373,1
H88,1,Hospital,348,279,3
H457,1,Hospital,349,423,3
H87,1,Hospital,350,188,2
H3,1,Hospital,351,225,2
H166,1,Hospital,352,393,4
H220,1,Hospital,353,250,4
H308,1,Hospital,354,217,1
H239,1,Hospital,355,165,2
H257,1,Hospital,356,404,5
H137,1,Hospital,357,315,1
H323,1,Hospital,358,138,2
H64,1,Hospital,359,21,3
H188,1,Hospital,360,418,2
H431,1,Hospital,361,92,2
H484,1,Hospital,362,263,1
H412,1,Hospital,363,159,1
H358,1,Hospital,364,30,1
H401,1,Hospital,365,169,1
H305,1,Hospital,366,341,2
H336,1,Hospital,367,285,1
H240,1,Hospital,368,465,1
