id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)"
W448,1,Doctor,134,1,1
W270,1,Doctor,135,5,4
W42,1,Doctor,136,2,2
W52,1,Doctor,137,5,2
W446,1,Doctor,138,2,2
W72,1,Doctor,139,2,1
W182,1,Doctor,140,1,1
W97,1,Doctor,141,1,1
W394,1,Doctor,142,4,4
W159,1,Doctor,143,4,3
W134,1,Doctor,144,1,1
W231,1,Doctor,145,1,1
W375,1,Doctor,146,3,2
W7,1,Doctor,147,3,2
W32,1,Doctor,148,1,1
W485,1,Doctor,149,8,5
W488,1,Doctor,150,2,1
W153,1,Doctor,151,4,4
W376,1,Doctor,152,7,2
W449,1,Doctor,153,2,2
W443,1,Doctor,154,1,1
W338,1,Doctor,155,1,1
W494,1,Doctor,156,1,1
W35,1,Doctor,157,3,2
W60,1,Doctor,158,1,1
W160,1,Doctor,159,7,4
W289,1,Doctor,160,3,2
W26,1,Doctor,161,4,4
W171,1,Doctor,162,2,1
W36,1,Doctor,163,3,1
W389,1,Doctor,164,4,2
W339,1,Doctor,165,1,1
W233,1,Doctor,166,9,4
W340,1,Doctor,167,0,0
W473,1,Doctor,168,1,1
W23,1,Doctor,169,1,1
W40,1,Doctor,170,2,1
W150,1,Doctor,171,1,1
W265,1,Doctor,172,4,2
W336,1,Doctor,173,1,1
W151,1,Doctor,174,5,3
W469,1,Doctor,175,0,0
W258,1,Doctor,176,3,2
W316,1,Doctor,177,3,2
W457,1,Doctor,178,8,5
W296,1,Doctor,179,3,2
W382,1,Doctor,180,2,1
W366,1,Doctor,181,6,4
W180,1,Doctor,182,3,1
W408,1,Doctor,183,1,1
W11,1,Doctor,184,5,2
W454,1,Doctor,185,4,1
W266,1,Doctor,186,4,2
W250,1,Doctor,187,2,1
W363,1,Doctor,188,1,1
W420,1,Doctor,189,5,2
W455,1,Doctor,190,3,1
W232,1,Doctor,191,2,2
W407,1,Doctor,192,4,2
W419,1,Doctor,193,4,3
W45,1,Doctor,194,8,5
W299,1,Doctor,195,5,4
W260,1,Doctor,196,5,2
W3,1,Doctor,197,1,1
W277,1,Doctor,198,4,2
W319,1,Doctor,199,1,1
W332,1,Doctor,200,7,3
W383,1,Doctor,201,5,3
W50,1,Doctor,202,7,3
W439,1,Doctor,203,6,3
W128,1,Doctor,204,2,2
W345,1,Doctor,205,6,3
W120,1,Doctor,206,1,1
W309,1,Doctor,207,6,1
W361,1,Doctor,208,1,1
W215,1,Doctor,209,1,1
W143,1,Doctor,210,3,1
W386,1,Doctor,211,7,5
W203,1,Doctor,212,1,1
W396,1,Doctor,213,2,2
W209,1,Doctor,214,2,2
W472,1,Doctor,215,0,0
W205,1,Doctor,216,4,3
W14,1,Doctor,217,0,0
W271,1,Doctor,218,4,2
W224,1,Doctor,219,5,3
W197,1,Doctor,220,3,3
W66,1,Doctor,221,7,3
W256,1,Doctor,222,1,1
W438,1,Doctor,223,2,1
W174,1,Doctor,224,5,3
W369,1,Doctor,225,1,1
W325,1,Doctor,226,1,1
W429,1,Doctor,227,2,1
W398,1,Doctor,228,2,1
W238,1,Doctor,229,1,1
W495,1,Doctor,230,5,1
W437,1,Doctor,231,3,1
W9,1,Doctor,232,2,1
W294,1,Doctor,233,4,3
W424,1,Doctor,234,7,4
W480,1,Doctor,235,6,2
W226,1,Doctor,236,3,2
W115,1,Doctor,237,4,3
W272,1,Doctor,238,4,1
W451,1,Doctor,239,4,2
W397,1,Doctor,240,1,1
W107,1,Doctor,241,6,3
W172,1,Doctor,242,3,2
W487,1,Doctor,243,4,1
W68,1,Doctor,244,5,3
W33,1,Doctor,245,8,5
W246,1,Doctor,246,9,2
W48,1,Doctor,247,2,1
W162,1,Doctor,248,9,4
W71,1,Doctor,249,3,2
W116,1,Doctor,250,14,4
W298,1,Doctor,251,7,2
W447,1,Doctor,252,6,2
W433,1,Doctor,253,4,1
W274,1,Doctor,254,5,2
W486,1,Doctor,255,0,0
W225,1,Doctor,256,4,1
W478,1,Doctor,257,7,4
W192,1,Doctor,258,1,1
W329,1,Doctor,259,3,2
W444,1,Doctor,260,7,3
W414,1,Doctor,261,2,1
W442,1,Doctor,262,2,2
W212,1,Doctor,263,12,5
W409,1,Doctor,264,7,2
W354,1,Doctor,265,1,1
W78,1,Doctor,266,11,3
W227,1,Doctor,267,5,4
W300,1,Doctor,268,10,5
W428,1,Doctor,269,5,2
W245,1,Doctor,270,3,2
W53,1,Doctor,271,4,2
W318,1,Doctor,272,9,5
W124,1,Doctor,273,1,1
W423,1,Doctor,274,1,1
W15,1,Doctor,275,8,3
W127,1,Doctor,276,1,1
W392,1,Doctor,277,8,5
W190,1,Doctor,278,2,2
W173,1,Doctor,279,5,1
W368,1,Doctor,280,5,4
W237,1,Doctor,281,2,2
W498,1,Doctor,282,6,2
W62,1,Doctor,283,2,1
W164,1,Doctor,284,19,5
W287,1,Doctor,285,4,2
W175,1,Doctor,286,0,0
W337,1,Doctor,287,1,1
W84,1,Doctor,288,4,2
W326,1,Doctor,289,1,1
W452,1,Doctor,290,7,5
W252,1,Doctor,291,3,2
W344,1,Doctor,292,7,4
W254,1,Doctor,293,10,2
W280,1,Doctor,294,4,3
W46,1,Doctor,295,2,2
W101,1,Doctor,296,5,1
W104,1,Doctor,297,2,1
W341,1,Doctor,298,15,5
W148,1,Doctor,299,3,1
W453,1,Doctor,300,7,2
W431,1,Doctor,301,3,1
W69,1,Doctor,302,1,1
W126,1,Doctor,303,11,3
W201,1,Doctor,304,18,4
W411,1,Doctor,305,5,1
W108,1,Doctor,306,6,2
W322,1,Doctor,307,5,2
W291,1,Doctor,308,3,2
W85,1,Doctor,309,2,1
W214,1,Doctor,310,3,2
W459,1,Doctor,311,1,1
W475,1,Doctor,312,8,3
W387,1,Doctor,313,4,1
W441,1,Doctor,314,1,1
W189,1,Doctor,315,8,4
W74,1,Doctor,316,10,4
W406,1,Doctor,317,1,1
W235,1,Doctor,318,10,4
W16,1,Doctor,319,13,5
W81,1,Doctor,320,1,1
W161,1,Doctor,321,7,5
W347,1,Doctor,322,3,1
W427,1,Doctor,323,1,1
W275,1,Doctor,324,14,5
W377,1,Doctor,325,2,1
W177,1,Doctor,326,4,1
W261,1,Doctor,327,2,1
W110,1,Doctor,328,4,1
W484,1,Doctor,329,5,1
W4,1,Doctor,330,6,2
W362,1,Doctor,331,2,1
W381,1,Doctor,332,8,3
W169,1,Doctor,333,3,1
W242,1,Doctor,334,0,0
W167,1,Doctor,335,17,5
W331,1,Doctor,336,8,3
W303,1,Doctor,337,7,3
W133,1,Doctor,338,8,4
W328,1,Doctor,339,7,2
W416,1,Doctor,340,5,1
W34,1,Doctor,341,5,1
W262,1,Doctor,342,14,2
W267,1,Doctor,343,7,1
W136,1,Doctor,344,10,2
W70,1,Doctor,345,6,2
W10,1,Doctor,346,4,1
W109,1,Doctor,347,7,1
W117,1,Doctor,348,3,2
W59,1,Doctor,349,3,1
W222,1,Doctor,350,4,1
W223,1,Doctor,351,8,1
W466,1,Doctor,352,1,1
W334,1,Doctor,353,10,1
W335,1,Doctor,354,13,4
W288,1,Doctor,355,3,1
W321,1,Doctor,356,2,1
W131,1,Doctor,357,4,1
W434,1,Doctor,358,5,1
W273,1,Doctor,359,10,3
W499,1,Doctor,360,3,2
W395,1,Doctor,361,6,3
W279,1,Doctor,362,7,1
W181,1,Doctor,363,12,3
W244,1,Doctor,364,9,1
W103,1,Doctor,365,1,1
W343,1,Doctor,366,21,3
W293,1,Doctor,367,7,2
W304,1,Doctor,368,12,2
W28,1,Doctor,369,9,1
W313,1,Doctor,370,7,2
W297,1,Doctor,371,24,5
W22,1,Doctor,372,4,1
W43,1,Doctor,373,14,3
W191,1,Doctor,374,4,1
W27,1,Doctor,375,4,1
W145,1,Doctor,376,4,1
W330,1,Doctor,377,9,4
W138,1,Doctor,378,7,1
W152,1,Doctor,379,5,1
W268,1,Doctor,380,26,5
W496,1,Doctor,381,29,4
W385,1,Doctor,382,0,0
W243,1,Doctor,383,2,1
W41,1,Doctor,384,3,1
W308,1,Doctor,385,4,1
W1,1,Doctor,386,7,2
W196,1,Doctor,387,2,1
W314,1,Doctor,388,20,2
W456,1,Doctor,389,34,4
W184,1,Doctor,390,9,1
W149,1,Doctor,391,2,1
W6,1,Doctor,392,8,1
W144,1,Doctor,393,27,2
W158,1,Doctor,394,12,1
W281,1,Doctor,395,0,0
W216,1,Doctor,396,15,4
W479,1,Doctor,397,20,1
W57,1,Doctor,398,19,4
W372,1,Doctor,399,11,2
W142,1,Doctor,400,16,5
W221,1,Doctor,401,3,1
W58,1,Doctor,402,26,2
W305,1,Doctor,403,5,2
W228,1,Doctor,404,31,3
W113,1,Doctor,405,14,3
W490,1,Doctor,406,11,1
W393,1,Doctor,407,4,1
W206,1,Doctor,408,1,1
W500,1,Doctor,409,0,0
W284,1,Doctor,410,3,1
W220,1,Doctor,411,16,3
W199,1,Doctor,412,26,3
W269,1,Doctor,413,6,1
W179,1,Doctor,414,2,1
W80,1,Doctor,415,16,4
W168,1,Doctor,416,0,0
W96,1,Doctor,417,4,1
W51,1,Doctor,418,26,3
W471,1,Doctor,419,4,1
W388,1,Doctor,420,12,1
W491,1,Doctor,421,13,1
W56,1,Doctor,422,12,3
W239,1,Doctor,423,25,4
W147,1,Doctor,424,0,0
W123,1,Doctor,425,11,1
W324,1,Doctor,426,7,1
W146,1,Doctor,427,26,3
W323,1,Doctor,428,12,1
W200,1,Doctor,429,2,1
W482,1,Doctor,430,7,1
W476,1,Doctor,431,17,1
W353,1,Doctor,432,14,2
W374,1,Doctor,433,14,1
W349,1,Doctor,434,9,1
W489,1,Doctor,435,7,1
W435,1,Doctor,436,15,3
W355,1,Doctor,437,35,3
W465,1,Doctor,438,46,5
W365,1,Doctor,439,14,2
W483,1,Doctor,440,38,5
W37,1,Doctor,441,4,1
W458,1,Doctor,442,4,1
W218,1,Doctor,443,2,1
W87,1,Doctor,444,2,1
W278,1,Doctor,445,8,1
W230,1,Doctor,446,37,2
W426,1,Doctor,447,34,3
W440,1,Doctor,448,26,1
W301,1,Doctor,449,47,4
W357,1,Doctor,450,22,1
W67,1,Doctor,451,28,3
W38,1,Doctor,452,21,1
W99,1,Doctor,453,8,1
W450,1,Doctor,454,20,1
W102,1,Doctor,455,46,2
W432,1,Doctor,456,70,5
W360,1,Doctor,457,40,3
W121,1,Doctor,458,1,1
W276,1,Doctor,459,17,2
W263,1,Doctor,460,82,4
W217,1,Doctor,461,34,3
W88,1,Doctor,462,0,0
W493,1,Doctor,463,9,1
W19,1,Doctor,464,22,3
W83,1,Doctor,465,59,3
W467,1,Doctor,466,35,2
W240,1,Doctor,467,0,0
W403,1,Doctor,468,75,2
W183,1,Doctor,469,0,0
W94,1,Doctor,470,11,1
W178,1,Doctor,471,6,1
W79,1,Doctor,472,33,2
W373,1,Doctor,473,44,2
W311,1,Doctor,474,83,1
W55,1,Doctor,475,55,3
W236,1,Doctor,476,57,1
W470,1,Doctor,477,111,3
W5,1,Doctor,478,0,0
W333,1,Doctor,479,57,1
W399,1,Doctor,480,89,2
W86,1,Doctor,481,0,0
W125,1,Doctor,482,30,1
W29,1,Doctor,483,0,0
W44,1,Doctor,484,119,4
W193,1,Doctor,485,23,1
W380,1,Doctor,486,43,2
W12,1,Doctor,487,48,2
W176,1,Doctor,488,16,1
W202,1,Doctor,489,98,3
W286,1,Doctor,490,0,0
W8,1,Doctor,491,90,1
W194,1,Doctor,492,166,3
W282,1,Doctor,493,37,1
W82,1,Doctor,494,71,1
W118,1,Doctor,495,101,1
W400,1,Doctor,496,35,1
W75,1,Doctor,497,124,2
W391,1,Doctor,498,239,2
W130,1,Doctor,499,163,1
W404,1,Doctor,500,0,0
H364,1,Hospital,1,89,3
H199,1,Hospital,2,57,3
H197,1,Hospital,3,18,2
H213,1,Hospital,4,59,1
H404,1,Hospital,5,68,1
H183,1,Hospital,6,52,2
H62,1,Hospital,7,75,2
H313,1,Hospital,8,2,3
H400,1,Hospital,9,38,1
H211,1,Hospital,10,51,1
H420,1,Hospital,11,7,4
H93,1,Hospital,12,178,1
H12,1,Hospital,13,30,5
H414,1,Hospital,14,79,3
H423,1,Hospital,15,14,1
H54,1,Hospital,16,21,2
H142,1,Hospital,17,11,2
H352,1,Hospital,18,45,1
H34,1,Hospital,19,173,2
H408,1,Hospital,20,187,5
H100,1,Hospital,21,185,4
H479,1,Hospital,22,201,1
H327,1,Hospital,23,124,4
H190,1,Hospital,24,74,1
H173,1,Hospital,25,42,3
H478,1,Hospital,26,0,0
H87,1,Hospital,27,101,2
H349,1,Hospital,28,65,1
H6,1,Hospital,29,158,2
H355,1,Hospital,30,29,1
H169,1,Hospital,31,91,1
H276,1,Hospital,32,98,3
H441,1,Hospital,33,164,3
H24,1,Hospital,34,90,2
H411,1,Hospital,35,172,3
H493,1,Hospital,36,62,3
H373,1,Hospital,37,143,2
H413,1,Hospital,38,37,2
H348,1,Hospital,39,48,2
H499,1,Hospital,40,41,3
H109,1,Hospital,41,32,1
H53,1,Hospital,42,69,1
H200,1,Hospital,43,119,1
H358,1,Hospital,44,88,1
H293,1,Hospital,45,20,1
H354,1,Hospital,46,126,2
H268,1,Hospital,47,72,2
H206,1,Hospital,48,237,2
H376,1,Hospital,49,214,1
H45,1,Hospital,50,123,1
H22,1,Hospital,51,115,3
H419,1,Hospital,52,156,1
H159,1,Hospital,53,247,1
H301,1,Hospital,54,61,2
H351,1,Hospital,55,13,1
H208,1,Hospital,56,105,1
H135,1,Hospital,57,0,0
H405,1,Hospital,58,67,1
H302,1,Hospital,59,163,1
H170,1,Hospital,60,106,1
H295,1,Hospital,61,102,3
H490,1,Hospital,62,230,1
H204,1,Hospital,63,243,2
H177,1,Hospital,64,146,3
H70,1,Hospital,65,1,2
H397,1,Hospital,66,43,5
H114,1,Hospital,67,112,4
H399,1,Hospital,68,166,3
H96,1,Hospital,69,212,1
H88,1,Hospital,70,128,1
H386,1,Hospital,71,0,0
H71,1,Hospital,72,0,0
H396,1,Hospital,73,216,2
H219,1,Hospital,74,71,2
H76,1,Hospital,75,195,2
H74,1,Hospital,76,77,1
H13,1,Hospital,77,82,2
H1,1,Hospital,78,254,1
H154,1,Hospital,79,205,2
H464,1,Hospital,80,159,1
H223,1,Hospital,81,93,3
H318,1,Hospital,82,33,1
H28,1,Hospital,83,131,4
H255,1,Hospital,84,141,1
H132,1,Hospital,85,58,5
H157,1,Hospital,86,140,3
H198,1,Hospital,87,161,1
H310,1,Hospital,88,271,1
H220,1,Hospital,89,206,1
H429,1,Hospital,90,122,1
H187,1,Hospital,91,182,1
H356,1,Hospital,92,117,5
H81,1,Hospital,93,289,2
H17,1,Hospital,94,238,1
H417,1,Hospital,95,111,1
H281,1,Hospital,96,137,1
H216,1,Hospital,97,157,1
H188,1,Hospital,98,218,2
H37,1,Hospital,99,0,0
H225,1,Hospital,100,85,2
H447,1,Hospital,101,227,1
H221,1,Hospital,102,358,1
H254,1,Hospital,103,44,3
H307,1,Hospital,104,152,1
H315,1,Hospital,105,244,1
H407,1,Hospital,106,176,1
H431,1,Hospital,107,248,5
H113,1,Hospital,108,232,4
H38,1,Hospital,109,282,3
H435,1,Hospital,110,6,2
H448,1,Hospital,111,107,3
H99,1,Hospital,112,277,1
H462,1,Hospital,113,253,3
H178,1,Hospital,114,108,5
H393,1,Hospital,115,0,0
H446,1,Hospital,116,306,3
H388,1,Hospital,117,296,2
H365,1,Hospital,118,35,2
H487,1,Hospital,119,211,1
H285,1,Hospital,120,209,2
H312,1,Hospital,121,270,1
H378,1,Hospital,122,144,5
H94,1,Hospital,123,242,2
H40,1,Hospital,124,0,0
H229,1,Hospital,125,0,0
H267,1,Hospital,126,100,1
H257,1,Hospital,127,335,4
H44,1,Hospital,128,28,1
H161,1,Hospital,129,155,1
H498,1,Hospital,130,333,2
H171,1,Hospital,131,387,1
H146,1,Hospital,132,301,1
H286,1,Hospital,133,136,3
H275,1,Hospital,134,22,1
H83,1,Hospital,135,260,1
H442,1,Hospital,136,347,1
H434,1,Hospital,137,86,3
H329,1,Hospital,138,49,1
H101,1,Hospital,139,31,1
H181,1,Hospital,140,92,2
H482,1,Hospital,141,225,1
H458,1,Hospital,142,120,2
H150,1,Hospital,143,63,2
H250,1,Hospital,144,272,5
H20,1,Hospital,145,47,1
H258,1,Hospital,146,183,1
H425,1,Hospital,147,0,0
H291,1,Hospital,148,405,2
H202,1,Hospital,149,376,4
H333,1,Hospital,150,293,2
H427,1,Hospital,151,76,1
H91,1,Hospital,152,220,1
H335,1,Hospital,153,319,2
H489,1,Hospital,154,133,4
H59,1,Hospital,155,8,1
H14,1,Hospital,156,197,4
H370,1,Hospital,157,378,1
H214,1,Hospital,158,258,1
H56,1,Hospital,159,78,2
H244,1,Hospital,160,346,1
H141,1,Hospital,161,408,3
H42,1,Hospital,162,104,1
H41,1,Hospital,163,5,1
H60,1,Hospital,164,34,3
H332,1,Hospital,165,298,1
H237,1,Hospital,166,50,1
H496,1,Hospital,167,374,4
H185,1,Hospital,168,39,1
H271,1,Hospital,169,219,1
H3,1,Hospital,170,113,3
H2,1,Hospital,171,415,2
H330,1,Hospital,172,165,2
H387,1,Hospital,173,329,1
H201,1,Hospital,174,168,3
H61,1,Hospital,175,249,2
H483,1,Hospital,176,12,5
H491,1,Hospital,177,291,1
H475,1,Hospital,178,0,0
H463,1,Hospital,179,222,4
H360,1,Hospital,180,314,1
H149,1,Hospital,181,177,4
H402,1,Hospital,182,240,3
H4,1,Hospital,183,192,1
H5,1,Hospital,184,325,1
H212,1,Hospital,185,452,1
H32,1,Hospital,186,16,3
H426,1,Hospital,187,194,3
H19,1,Hospital,188,27,1
H246,1,Hospital,189,207,1
H421,1,Hospital,190,324,5
H95,1,Hospital,191,109,5
H227,1,Hospital,192,292,3
H11,1,Hospital,193,139,2
H121,1,Hospital,194,56,1
H433,1,Hospital,195,363,2
H451,1,Hospital,196,190,3
H84,1,Hospital,197,36,4
H340,1,Hospital,198,366,2
H165,1,Hospital,199,202,2
H147,1,Hospital,200,204,2
H401,1,Hospital,201,210,3
H474,1,Hospital,202,288,2
H174,1,Hospital,203,84,3
H382,1,Hospital,204,174,2
H430,1,Hospital,205,268,1
H454,1,Hospital,206,224,2
H36,1,Hospital,207,153,1
H339,1,Hospital,208,129,2
H226,1,Hospital,209,64,1
H279,1,Hospital,210,284,4
H240,1,Hospital,211,308,1
H241,1,Hospital,212,241,1
H29,1,Hospital,213,234,1
H372,1,Hospital,214,412,5
H134,1,Hospital,215,257,2
H140,1,Hospital,216,274,2
H471,1,Hospital,217,303,2
H175,1,Hospital,218,228,1
H341,1,Hospital,219,285,1
H136,1,Hospital,220,310,2
H210,1,Hospital,221,327,2
H217,1,Hospital,222,404,3
H115,1,Hospital,223,179,1
H459,1,Hospital,224,147,4
H321,1,Hospital,225,231,1
H381,1,Hospital,226,313,2
H148,1,Hospital,227,233,2
H48,1,Hospital,228,252,1
H107,1,Hospital,229,323,2
H444,1,Hospital,230,397,3
H251,1,Hospital,231,339,1
H342,1,Hospital,232,170,2
H445,1,Hospital,233,118,1
H9,1,Hospital,234,15,2
H168,1,Hospital,235,87,1
H102,1,Hospital,236,26,1
H209,1,Hospital,237,410,1
H98,1,Hospital,238,0,0
H33,1,Hospital,239,203,1
H253,1,Hospital,240,386,3
H384,1,Hospital,241,132,1
H120,1,Hospital,242,130,1
H8,1,Hospital,243,396,5
H73,1,Hospital,244,388,2
H467,1,Hospital,245,0,0
H191,1,Hospital,246,297,1
H215,1,Hospital,247,351,5
H50,1,Hospital,248,145,4
H10,1,Hospital,249,160,3
H488,1,Hospital,250,208,4
H111,1,Hospital,251,315,4
H129,1,Hospital,252,439,1
H31,1,Hospital,253,0,0
H308,1,Hospital,254,54,1
H297,1,Hospital,255,383,4
H27,1,Hospital,256,345,1
H331,1,Hospital,257,10,3
H287,1,Hospital,258,0,0
H164,1,Hospital,259,40,3
H305,1,Hospital,260,434,3
H55,1,Hospital,261,398,1
H180,1,Hospital,262,444,1
H375,1,Hospital,263,276,2
H359,1,Hospital,264,226,3
H232,1,Hospital,265,66,1
H151,1,Hospital,266,305,1
H334,1,Hospital,267,199,4
H125,1,Hospital,268,413,5
H160,1,Hospital,269,311,4
H158,1,Hospital,270,365,3
H450,1,Hospital,271,171,2
H424,1,Hospital,272,322,1
H347,1,Hospital,273,154,1
H127,1,Hospital,274,372,2
H238,1,Hospital,275,328,4
H144,1,Hospital,276,373,3
H80,1,Hospital,277,0,0
H280,1,Hospital,278,279,2
H380,1,Hospital,279,256,2
H155,1,Hospital,280,94,2
H383,1,Hospital,281,326,2
H39,1,Hospital,282,294,3
H46,1,Hospital,283,360,3
H262,1,Hospital,284,337,4
H228,1,Hospital,285,0,0
H92,1,Hospital,286,281,2
H494,1,Hospital,287,348,1
H379,1,Hospital,288,114,1
H314,1,Hospital,289,193,3
H82,1,Hospital,290,336,1
H179,1,Hospital,291,341,2
H323,1,Hospital,292,318,1
H163,1,Hospital,293,4,1
H25,1,Hospital,294,273,1
H89,1,Hospital,295,186,1
H274,1,Hospital,296,200,1
H15,1,Hospital,297,385,1
H484,1,Hospital,298,180,1
H123,1,Hospital,299,262,1
H97,1,Hospital,300,264,3
H480,1,Hospital,301,184,2
H344,1,Hospital,302,127,4
H118,1,Hospital,303,181,1
H86,1,Hospital,304,381,4
H252,1,Hospital,305,246,2
H104,1,Hospital,306,316,5
H233,1,Hospital,307,9,3
H47,1,Hospital,308,236,2
H23,1,Hospital,309,188,3
H51,1,Hospital,310,349,3
H394,1,Hospital,311,0,0
H105,1,Hospital,312,221,2
H90,1,Hospital,313,403,3
H167,1,Hospital,314,134,2
H205,1,Hospital,315,354,2
H336,1,Hospital,316,331,1
H311,1,Hospital,317,95,1
H389,1,Hospital,318,266,5
H176,1,Hospital,319,278,2
H294,1,Hospital,320,245,4
H328,1,Hospital,321,0,0
H377,1,Hospital,322,429,2
H403,1,Hospital,323,389,1
H418,1,Hospital,324,267,1
H371,1,Hospital,325,353,4
H325,1,Hospital,326,393,2
H278,1,Hospital,327,80,4
H477,1,Hospital,328,149,1
H338,1,Hospital,329,138,1
H296,1,Hospital,330,213,2
H43,1,Hospital,331,229,4
H284,1,Hospital,332,356,2
H235,1,Hospital,333,19,1
H172,1,Hospital,334,150,4
H18,1,Hospital,335,191,1
H500,1,Hospital,336,312,2
H130,1,Hospital,337,406,1
H263,1,Hospital,338,475,2
H194,1,Hospital,339,394,1
H470,1,Hospital,340,367,1
H166,1,Hospital,341,407,1
H309,1,Hospital,342,487,2
H131,1,Hospital,343,443,2
H452,1,Hospital,344,23,1
H77,1,Hospital,345,359,3
H440,1,Hospital,346,368,1
H69,1,Hospital,347,474,1
H299,1,Hospital,348,263,2
H218,1,Hospital,349,486,1
H283,1,Hospital,350,121,4
H78,1,Hospital,351,116,5
H406,1,Hospital,352,287,1
H16,1,Hospital,353,418,2
H108,1,Hospital,354,309,2
H495,1,Hospital,355,0,0
H468,1,Hospital,356,321,2
H35,1,Hospital,357,438,1
H272,1,Hospital,358,442,4
H368,1,Hospital,359,441,2
H153,1,Hospital,360,427,1
H369,1,Hospital,361,265,3
H346,1,Hospital,362,223,1
H139,1,Hospital,363,142,3
H222,1,Hospital,364,280,1
H410,1,Hospital,365,283,3
H162,1,Hospital,366,357,1
H289,1,Hospital,367,343,3
H391,1,Hospital,368,428,3
