id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)"
W116,1,Doctor,238,4,3
W13,1,Doctor,239,0,0
W87,1,Doctor,240,2,2
W430,1,Doctor,241,2,2
W85,1,Doctor,242,1,1
W127,1,Doctor,243,2,2
W285,1,Doctor,244,1,1
W480,1,Doctor,245,2,2
W129,1,Doctor,246,3,3
W249,1,Doctor,247,1,1
W316,1,Doctor,248,1,1
W204,1,Doctor,249,2,2
W175,1,Doctor,250,3,3
W183,1,Doctor,251,3,3
W383,1,Doctor,252,4,2
W212,1,Doctor,253,3,3
W349,1,Doctor,254,2,2
W313,1,Doctor,255,4,4
W35,1,Doctor,256,2,2
W22,1,Doctor,257,4,4
W192,1,Doctor,258,1,1
W428,1,Doctor,259,1,1
W244,1,Doctor,260,1,1
W301,1,Doctor,261,0,0
W377,1,Doctor,262,1,1
W361,1,Doctor,263,3,3
W62,1,Doctor,264,5,3
W410,1,Doctor,265,5,5
W162,1,Doctor,266,5,4
W207,1,Doctor,267,3,3
W49,1,Doctor,268,2,2
W71,1,Doctor,269,3,3
W157,1,Doctor,270,1,1
W199,1,Doctor,271,3,2
W272,1,Doctor,272,1,1
W299,1,Doctor,273,0,0
W407,1,Doctor,274,4,3
W130,1,Doctor,275,3,2
W88,1,Doctor,276,1,1
W389,1,Doctor,277,2,1
W483,1,Doctor,278,2,2
W469,1,Doctor,279,2,1
W75,1,Doctor,280,2,2
W479,1,Doctor,281,2,1
W333,1,Doctor,282,1,1
W34,1,Doctor,283,2,2
W115,1,Doctor,284,2,2
W186,1,Doctor,285,1,1
W70,1,Doctor,286,2,2
W493,1,Doctor,287,3,3
W304,1,Doctor,288,3,2
W171,1,Doctor,289,3,2
W297,1,Doctor,290,1,1
W450,1,Doctor,291,5,5
W97,1,Doctor,292,1,1
W232,1,Doctor,293,1,1
W103,1,Doctor,294,4,4
W398,1,Doctor,295,8,5
W191,1,Doctor,296,2,1
W258,1,Doctor,297,2,2
W123,1,Doctor,298,4,3
W500,1,Doctor,299,7,3
W378,1,Doctor,300,2,2
W397,1,Doctor,301,3,3
W476,1,Doctor,302,2,1
W60,1,Doctor,303,6,5
W419,1,Doctor,304,2,1
W225,1,Doctor,305,1,1
W66,1,Doctor,306,2,2
W268,1,Doctor,307,2,2
W452,1,Doctor,308,0,0
W329,1,Doctor,309,1,1
W134,1,Doctor,310,3,2
W427,1,Doctor,311,2,2
W366,1,Doctor,312,4,4
W487,1,Doctor,313,3,2
W40,1,Doctor,314,2,1
W371,1,Doctor,315,2,2
W39,1,Doctor,316,4,2
W444,1,Doctor,317,5,4
W155,1,Doctor,318,3,3
W415,1,Doctor,319,1,1
W43,1,Doctor,320,10,4
W495,1,Doctor,321,5,3
W17,1,Doctor,322,2,2
W447,1,Doctor,323,4,3
W481,1,Doctor,324,1,1
W164,1,Doctor,325,5,3
W46,1,Doctor,326,4,4
W312,1,Doctor,327,0,0
W240,1,Doctor,328,2,2
W307,1,Doctor,329,3,1
W351,1,Doctor,330,2,1
W298,1,Doctor,331,0,0
W462,1,Doctor,332,0,0
W102,1,Doctor,333,4,3
W227,1,Doctor,334,3,1
W264,1,Doctor,335,3,2
W248,1,Doctor,336,3,1
W356,1,Doctor,337,3,2
W471,1,Doctor,338,1,1
W188,1,Doctor,339,2,2
W385,1,Doctor,340,6,4
W242,1,Doctor,341,2,2
W55,1,Doctor,342,4,3
W241,1,Doctor,343,1,1
W390,1,Doctor,344,6,4
W290,1,Doctor,345,4,3
W281,1,Doctor,346,3,1
W326,1,Doctor,347,2,1
W274,1,Doctor,348,0,0
W289,1,Doctor,349,4,3
W37,1,Doctor,350,1,1
W284,1,Doctor,351,1,1
W168,1,Doctor,352,0,0
W5,1,Doctor,353,4,2
W347,1,Doctor,354,1,1
W193,1,Doctor,355,1,1
W53,1,Doctor,356,4,2
W233,1,Doctor,357,0,0
W214,1,Doctor,358,4,3
W110,1,Doctor,359,5,3
W197,1,Doctor,360,1,1
W31,1,Doctor,361,0,0
W464,1,Doctor,362,4,2
W163,1,Doctor,363,1,1
W379,1,Doctor,364,1,1
W340,1,Doctor,365,3,2
W352,1,Doctor,366,4,3
W488,1,Doctor,367,9,4
W167,1,Doctor,368,7,2
W235,1,Doctor,369,2,1
W180,1,Doctor,370,3,1
W14,1,Doctor,371,7,5
W220,1,Doctor,372,0,0
W151,1,Doctor,373,1,1
W332,1,Doctor,374,4,1
W442,1,Doctor,375,0,0
W384,1,Doctor,376,9,5
W246,1,Doctor,377,1,1
W3,1,Doctor,378,2,1
W73,1,Doctor,379,4,2
W449,1,Doctor,380,1,1
W224,1,Doctor,381,4,2
W461,1,Doctor,382,4,2
W367,1,Doctor,383,4,2
W335,1,Doctor,384,1,1
W473,1,Doctor,385,2,1
W303,1,Doctor,386,9,5
W120,1,Doctor,387,5,3
W434,1,Doctor,388,5,2
W150,1,Doctor,389,4,2
W77,1,Doctor,390,2,2
W277,1,Doctor,391,0,0
W166,1,Doctor,392,2,1
W280,1,Doctor,393,7,4
W432,1,Doctor,394,4,4
W341,1,Doctor,395,7,2
W90,1,Doctor,396,3,3
W472,1,Doctor,397,5,3
W401,1,Doctor,398,5,2
W475,1,Doctor,399,0,0
W105,1,Doctor,400,4,2
W61,1,Doctor,401,1,1
W391,1,Doctor,402,5,4
W234,1,Doctor,403,0,0
W499,1,Doctor,404,3,1
W293,1,Doctor,405,2,2
W178,1,Doctor,406,1,1
W466,1,Doctor,407,2,2
W78,1,Doctor,408,7,1
W421,1,Doctor,409,0,0
W406,1,Doctor,410,10,4
W187,1,Doctor,411,5,1
W342,1,Doctor,412,0,0
W237,1,Doctor,413,4,1
W210,1,Doctor,414,1,1
W57,1,Doctor,415,0,0
W4,1,Doctor,416,8,2
W44,1,Doctor,417,0,0
W354,1,Doctor,418,1,1
W84,1,Doctor,419,18,2
W334,1,Doctor,420,15,3
W196,1,Doctor,421,13,5
W348,1,Doctor,422,1,1
W279,1,Doctor,423,7,2
W336,1,Doctor,424,11,5
W364,1,Doctor,425,7,2
W33,1,Doctor,426,12,3
W273,1,Doctor,427,1,1
W195,1,Doctor,428,6,1
W201,1,Doctor,429,11,3
W373,1,Doctor,430,0,0
W376,1,Doctor,431,1,1
W118,1,Doctor,432,5,1
W266,1,Doctor,433,0,0
W26,1,Doctor,434,10,3
W29,1,Doctor,435,11,5
W23,1,Doctor,436,7,3
W344,1,Doctor,437,0,0
W404,1,Doctor,438,1,1
W41,1,Doctor,439,17,4
W467,1,Doctor,440,6,2
W202,1,Doctor,441,14,5
W52,1,Doctor,442,0,0
W417,1,Doctor,443,0,0
W65,1,Doctor,444,3,1
W189,1,Doctor,445,7,3
W177,1,Doctor,446,0,0
W111,1,Doctor,447,11,2
W216,1,Doctor,448,21,4
W159,1,Doctor,449,22,4
W288,1,Doctor,450,19,4
W423,1,Doctor,451,8,2
W443,1,Doctor,452,11,3
W16,1,Doctor,453,7,2
W435,1,Doctor,454,16,5
W433,1,Doctor,455,13,1
W208,1,Doctor,456,19,5
W45,1,Doctor,457,13,3
W411,1,Doctor,458,1,1
W265,1,Doctor,459,2,2
W310,1,Doctor,460,18,4
W140,1,Doctor,461,9,3
W300,1,Doctor,462,0,0
W257,1,Doctor,463,7,2
W386,1,Doctor,464,7,2
W306,1,Doctor,465,0,0
W451,1,Doctor,466,0,0
W230,1,Doctor,467,6,2
W58,1,Doctor,468,13,2
W20,1,Doctor,469,3,2
W490,1,Doctor,470,0,0
W459,1,Doctor,471,0,0
W465,1,Doctor,472,4,1
W143,1,Doctor,473,4,1
W394,1,Doctor,474,2,1
W10,1,Doctor,475,27,5
W231,1,Doctor,476,11,1
W203,1,Doctor,477,5,2
W429,1,Doctor,478,51,4
W153,1,Doctor,479,6,2
W355,1,Doctor,480,9,2
W259,1,Doctor,481,24,2
W209,1,Doctor,482,2,1
W263,1,Doctor,483,11,2
W482,1,Doctor,484,0,0
W324,1,Doctor,485,0,0
W218,1,Doctor,486,0,0
W131,1,Doctor,487,0,0
W365,1,Doctor,488,0,0
W489,1,Doctor,489,10,1
W161,1,Doctor,490,0,0
W47,1,Doctor,491,1,1
W486,1,Doctor,492,0,0
W184,1,Doctor,493,26,1
W98,1,Doctor,494,0,0
W327,1,Doctor,495,0,0
W436,1,Doctor,496,5,1
W320,1,Doctor,497,33,1
W319,1,Doctor,498,0,0
W420,1,Doctor,499,23,1
W388,1,Doctor,500,0,0
H70,1,Hospital,1,16,1
H51,1,Hospital,2,193,3
H11,1,Hospital,3,154,2
H386,1,Hospital,4,235,4
H265,1,Hospital,5,270,3
H458,1,Hospital,6,132,2
H432,1,Hospital,7,321,4
H221,1,Hospital,8,121,1
H455,1,Hospital,9,0,0
H10,1,Hospital,10,14,1
H256,1,Hospital,11,168,1
H101,1,Hospital,12,125,1
H4,1,Hospital,13,303,4
H123,1,Hospital,14,233,5
H263,1,Hospital,15,379,2
H35,1,Hospital,16,390,2
H196,1,Hospital,17,60,1
H323,1,Hospital,18,256,1
H292,1,Hospital,19,177,5
H178,1,Hospital,20,146,4
H252,1,Hospital,21,74,2
H157,1,Hospital,22,267,2
H487,1,Hospital,23,263,2
H474,1,Hospital,24,427,1
H468,1,Hospital,25,79,2
H235,1,Hospital,26,198,1
H498,1,Hospital,27,483,2
H444,1,Hospital,28,178,1
H409,1,Hospital,29,330,3
H422,1,Hospital,30,459,2
H112,1,Hospital,31,187,2
H104,1,Hospital,32,337,2
H320,1,Hospital,33,26,4
H205,1,Hospital,34,444,1
H181,1,Hospital,35,479,2
H373,1,Hospital,36,0,0
H350,1,Hospital,37,162,2
H26,1,Hospital,38,89,2
H108,1,Hospital,39,110,1
H12,1,Hospital,40,81,3
H500,1,Hospital,41,0,0
H127,1,Hospital,42,225,1
H362,1,Hospital,43,100,2
H39,1,Hospital,44,44,1
H295,1,Hospital,45,91,2
H214,1,Hospital,46,13,1
H306,1,Hospital,47,165,2
H41,1,Hospital,48,29,1
H348,1,Hospital,49,152,4
H404,1,Hospital,50,149,2
H6,1,Hospital,51,255,2
H326,1,Hospital,52,0,0
H286,1,Hospital,53,285,4
H470,1,Hospital,54,199,1
H354,1,Hospital,55,350,5
H475,1,Hospital,56,325,3
H465,1,Hospital,57,228,1
H397,1,Hospital,58,19,3
H410,1,Hospital,59,288,3
H260,1,Hospital,60,50,3
H192,1,Hospital,61,336,3
H433,1,Hospital,62,65,2
H204,1,Hospital,63,142,5
H419,1,Hospital,64,436,2
H226,1,Hospital,65,145,2
H402,1,Hospital,66,245,1
H85,1,Hospital,67,342,3
H250,1,Hospital,68,241,2
H318,1,Hospital,69,133,1
H218,1,Hospital,70,170,1
H164,1,Hospital,71,160,3
H407,1,Hospital,72,358,2
H459,1,Hospital,73,242,2
H246,1,Hospital,74,181,1
H496,1,Hospital,75,40,1
H172,1,Hospital,76,401,3
H141,1,Hospital,77,301,5
H140,1,Hospital,78,0,0
H150,1,Hospital,79,183,3
H344,1,Hospital,80,216,1
H14,1,Hospital,81,2,1
H116,1,Hospital,82,0,0
H271,1,Hospital,83,463,5
H233,1,Hospital,84,249,3
H144,1,Hospital,85,257,2
H15,1,Hospital,86,22,3
H336,1,Hospital,87,302,2
H269,1,Hospital,88,363,2
H91,1,Hospital,89,119,1
H447,1,Hospital,90,161,3
H43,1,Hospital,91,318,2
H313,1,Hospital,92,130,2
H352,1,Hospital,93,184,1
H408,1,Hospital,94,20,1
H268,1,Hospital,95,383,2
H137,1,Hospital,96,93,3
H83,1,Hospital,97,86,1
H400,1,Hospital,98,0,0
H297,1,Hospital,99,141,2
H106,1,Hospital,100,134,1
H380,1,Hospital,101,34,1
H126,1,Hospital,102,201,3
H32,1,Hospital,103,445,2
H248,1,Hospital,104,422,4
H44,1,Hospital,105,190,2
H241,1,Hospital,106,413,2
H242,1,Hospital,107,92,2
H438,1,Hospital,108,189,3
H421,1,Hospital,109,229,2
H343,1,Hospital,110,280,4
H346,1,Hospital,111,265,3
H298,1,Hospital,112,0,0
H283,1,Hospital,113,243,2
H95,1,Hospital,114,87,1
H33,1,Hospital,115,315,3
H420,1,Hospital,116,211,4
H382,1,Hospital,117,120,2
H349,1,Hospital,118,191,1
H259,1,Hospital,119,460,3
H42,1,Hospital,120,333,1
H365,1,Hospital,121,304,3
H398,1,Hospital,122,426,3
H229,1,Hospital,123,25,1
H99,1,Hospital,124,384,4
H38,1,Hospital,125,112,4
H71,1,Hospital,126,396,5
H273,1,Hospital,127,150,3
H225,1,Hospital,128,0,0
H130,1,Hospital,129,378,2
H261,1,Hospital,130,389,4
H53,1,Hospital,131,236,1
H453,1,Hospital,132,254,1
H65,1,Hospital,133,83,4
H227,1,Hospital,134,0,0
H105,1,Hospital,135,64,1
H135,1,Hospital,136,45,1
H338,1,Hospital,137,118,1
H388,1,Hospital,138,61,1
H372,1,Hospital,139,387,2
H325,1,Hospital,140,353,5
H312,1,Hospital,141,423,3
H114,1,Hospital,142,247,4
H309,1,Hospital,143,268,3
H389,1,Hospital,144,195,1
H63,1,Hospital,145,0,0
H23,1,Hospital,146,496,4
H86,1,Hospital,147,124,1
H46,1,Hospital,148,38,2
H423,1,Hospital,149,94,1
H330,1,Hospital,150,139,4
H479,1,Hospital,151,246,3
H255,1,Hospital,152,452,5
H489,1,Hospital,153,169,1
H461,1,Hospital,154,362,4
H418,1,Hospital,155,210,2
H257,1,Hospital,156,346,3
H310,1,Hospital,157,0,0
H124,1,Hospital,158,497,3
H132,1,Hospital,159,406,2
H89,1,Hospital,160,320,1
H460,1,Hospital,161,37,2
H185,1,Hospital,162,204,1
H428,1,Hospital,163,27,2
H153,1,Hospital,164,76,1
H416,1,Hospital,165,286,1
H258,1,Hospital,166,405,3
H64,1,Hospital,167,0,0
H170,1,Hospital,168,9,2
H69,1,Hospital,169,277,1
H413,1,Hospital,170,203,2
H125,1,Hospital,171,109,2
H18,1,Hospital,172,306,5
H370,1,Hospital,173,80,5
H113,1,Hospital,174,347,1
H383,1,Hospital,175,200,2
H396,1,Hospital,176,153,4
H335,1,Hospital,177,429,3
H177,1,Hospital,178,219,2
H198,1,Hospital,179,369,3
H387,1,Hospital,180,206,1
H230,1,Hospital,181,328,1
H163,1,Hospital,182,179,2
H288,1,Hospital,183,67,1
H117,1,Hospital,184,202,3
H5,1,Hospital,185,264,4
H379,1,Hospital,186,18,1
H201,1,Hospital,187,450,1
H300,1,Hospital,188,102,1
H40,1,Hospital,189,5,1
H100,1,Hospital,190,96,2
H466,1,Hospital,191,43,1
H403,1,Hospital,192,53,3
H80,1,Hospital,193,174,2
H424,1,Hospital,194,0,0
H353,1,Hospital,195,75,1
H149,1,Hospital,196,0,0
H82,1,Hospital,197,0,0
H482,1,Hospital,198,339,2
H395,1,Hospital,199,380,2
H281,1,Hospital,200,171,2
H425,1,Hospital,201,356,3
H151,1,Hospital,202,173,3
H440,1,Hospital,203,0,0
H175,1,Hospital,204,88,1
H442,1,Hospital,205,310,3
H270,1,Hospital,206,36,2
H426,1,Hospital,207,317,2
H77,1,Hospital,208,0,0
H179,1,Hospital,209,291,1
H202,1,Hospital,210,62,1
H210,1,Hospital,211,39,2
H45,1,Hospital,212,144,4
H244,1,Hospital,213,434,4
H223,1,Hospital,214,135,1
H207,1,Hospital,215,259,1
H8,1,Hospital,216,491,2
H146,1,Hospital,217,21,1
H152,1,Hospital,218,386,2
H167,1,Hospital,219,323,1
H451,1,Hospital,220,326,2
H121,1,Hospital,221,373,5
H109,1,Hospital,222,294,3
H452,1,Hospital,223,393,2
H212,1,Hospital,224,305,5
H84,1,Hospital,225,359,2
H476,1,Hospital,226,77,3
H16,1,Hospital,227,0,0
H90,1,Hospital,228,349,1
H119,1,Hospital,229,220,5
H249,1,Hospital,230,0,0
H340,1,Hospital,231,289,3
H22,1,Hospital,232,283,5
H37,1,Hospital,233,0,0
H58,1,Hospital,234,52,3
H120,1,Hospital,235,319,2
H484,1,Hospital,236,0,0
H285,1,Hospital,237,420,2
H324,1,Hospital,238,388,2
H494,1,Hospital,239,293,1
H342,1,Hospital,240,148,1
H219,1,Hospital,241,431,3
H55,1,Hospital,242,217,2
H56,1,Hospital,243,226,1
H203,1,Hospital,244,250,3
H13,1,Hospital,245,453,2
H161,1,Hospital,246,128,1
H209,1,Hospital,247,82,1
H488,1,Hospital,248,278,2
H262,1,Hospital,249,0,0
H199,1,Hospital,250,196,1
H147,1,Hospital,251,454,3
H217,1,Hospital,252,474,1
H118,1,Hospital,253,244,3
H473,1,Hospital,254,276,3
H282,1,Hospital,255,0,0
H59,1,Hospital,256,47,1
H115,1,Hospital,257,282,2
H234,1,Hospital,258,414,1
H275,1,Hospital,259,0,0
H412,1,Hospital,260,212,3
H499,1,Hospital,261,0,0
H477,1,Hospital,262,272,1
H385,1,Hospital,263,49,1
H142,1,Hospital,264,32,2
H34,1,Hospital,265,275,1
H148,1,Hospital,266,105,1
H238,1,Hospital,267,366,1
H434,1,Hospital,268,185,3
H469,1,Hospital,269,284,2
H195,1,Hospital,270,24,2
H480,1,Hospital,271,382,1
H376,1,Hospital,272,432,1
H213,1,Hospital,273,271,1
H189,1,Hospital,274,440,2
H314,1,Hospital,275,313,1
H448,1,Hospital,276,123,1
H439,1,Hospital,277,221,2
H107,1,Hospital,278,300,3
H154,1,Hospital,279,106,1
H128,1,Hospital,280,329,1
H277,1,Hospital,281,155,2
H411,1,Hospital,282,334,4
H143,1,Hospital,283,159,2
H145,1,Hospital,284,164,3
H139,1,Hospital,285,395,2
H427,1,Hospital,286,335,1
H197,1,Hospital,287,457,1
H222,1,Hospital,288,0,0
H317,1,Hospital,289,237,3
H254,1,Hospital,290,127,1
H206,1,Hospital,291,435,2
H443,1,Hospital,292,230,1
H415,1,Hospital,293,234,1
H138,1,Hospital,294,455,3
H401,1,Hospital,295,398,4
H68,1,Hospital,296,364,2
H190,1,Hospital,297,0,0
H162,1,Hospital,298,6,1
H243,1,Hospital,299,99,1
H368,1,Hospital,300,355,2
H236,1,Hospital,301,167,1
H414,1,Hospital,302,0,0
H472,1,Hospital,303,137,5
H274,1,Hospital,304,41,4
H334,1,Hospital,305,222,1
H60,1,Hospital,306,456,1
H446,1,Hospital,307,269,3
H237,1,Hospital,308,449,2
H471,1,Hospital,309,287,3
H359,1,Hospital,310,205,4
H367,1,Hospital,311,23,1
H374,1,Hospital,312,97,1
H449,1,Hospital,313,469,3
H321,1,Hospital,314,213,2
H166,1,Hospital,315,180,1
H103,1,Hospital,316,416,1
H331,1,Hospital,317,447,1
H360,1,Hospital,318,397,2
H25,1,Hospital,319,186,1
H136,1,Hospital,320,354,2
H307,1,Hospital,321,218,2
H159,1,Hospital,322,451,4
H333,1,Hospital,323,215,1
H17,1,Hospital,324,407,3
H329,1,Hospital,325,143,3
H186,1,Hospital,326,0,0
H49,1,Hospital,327,411,1
H332,1,Hospital,328,72,2
H363,1,Hospital,329,489,5
H96,1,Hospital,330,151,3
H369,1,Hospital,331,464,5
H253,1,Hospital,332,207,1
H111,1,Hospital,333,231,1
H180,1,Hospital,334,374,1
H188,1,Hospital,335,370,3
H327,1,Hospital,336,461,4
H378,1,Hospital,337,368,1
H1,1,Hospital,338,192,1
H215,1,Hospital,339,224,3
H463,1,Hospital,340,438,3
H165,1,Hospital,341,345,1
H187,1,Hospital,342,108,1
H174,1,Hospital,343,51,1
H54,1,Hospital,344,425,2
H27,1,Hospital,345,481,3
H158,1,Hospital,346,3,1
H341,1,Hospital,347,227,1
H437,1,Hospital,348,428,1
H110,1,Hospital,349,458,5
H303,1,Hospital,350,343,5
H81,1,Hospital,351,69,4
H390,1,Hospital,352,194,1
H289,1,Hospital,353,71,1
H435,1,Hospital,354,309,3
H364,1,Hospital,355,298,2
H19,1,Hospital,356,126,2
H191,1,Hospital,357,10,2
H3,1,Hospital,358,117,1
H483,1,Hospital,359,232,2
H76,1,Hospital,360,30,4
H264,1,Hospital,361,12,1
H490,1,Hospital,362,166,2
H497,1,Hospital,363,223,1
H72,1,Hospital,364,260,1
H228,1,Hospital,365,448,5
H450,1,Hospital,366,0,0
H155,1,Hospital,367,316,1
H216,1,Hospital,368,252,3
