id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)","GS Match, P (D Proposing)","GS Match, P Prime (D Proposing)"
W125,1,Doctor,125,0,0,95,-1
W474,1,Doctor,126,5,1,69,-1
W274,1,Doctor,127,18,2,216,-1
W165,1,Doctor,128,11,3,104,-1
W239,1,Doctor,129,7,1,172,-1
W76,1,Doctor,130,3,1,102,-1
W207,1,Doctor,131,0,0,229,-1
W417,1,Doctor,132,22,5,171,-1
W254,1,Doctor,133,5,1,276,-1
W18,1,Doctor,134,8,2,167,-1
W399,1,Doctor,135,1,1,34,-1
W311,1,Doctor,136,19,3,8,-1
W337,1,Doctor,137,12,1,29,-1
W499,1,Doctor,138,2,1,47,-1
W104,1,Doctor,139,13,2,123,-1
W243,1,Doctor,140,14,3,164,-1
W379,1,Doctor,141,13,3,235,-1
W250,1,Doctor,142,15,3,210,-1
W33,1,Doctor,143,12,2,226,-1
W1,1,Doctor,144,11,2,160,-1
W26,1,Doctor,145,13,1,70,-1
W459,1,Doctor,146,15,3,16,-1
W96,1,Doctor,147,5,1,36,-1
W223,1,Doctor,148,18,3,45,-1
W162,1,Doctor,149,17,2,89,-1
W99,1,Doctor,150,23,1,230,-1
W160,1,Doctor,151,14,1,11,-1
W312,1,Doctor,152,0,0,219,-1
W183,1,Doctor,153,6,1,307,-1
W374,1,Doctor,154,21,4,98,-1
W306,1,Doctor,155,14,4,23,-1
W43,1,Doctor,156,9,1,38,-1
W7,1,Doctor,157,13,2,78,-1
W338,1,Doctor,158,28,4,175,-1
W273,1,Doctor,159,15,4,234,-1
W315,1,Doctor,160,20,5,25,-1
W60,1,Doctor,161,12,2,260,-1
W34,1,Doctor,162,14,3,150,-1
W116,1,Doctor,163,13,1,45,-1
W421,1,Doctor,164,9,2,59,-1
W49,1,Doctor,165,17,3,235,-1
W280,1,Doctor,166,30,4,116,-1
W150,1,Doctor,167,0,0,190,-1
W143,1,Doctor,168,4,1,4,1
W420,1,Doctor,169,4,1,36,-1
W17,1,Doctor,170,8,1,240,-1
W184,1,Doctor,171,24,4,40,-1
W467,1,Doctor,172,8,1,238,-1
W301,1,Doctor,173,12,1,63,-1
W453,1,Doctor,174,3,1,164,-1
W205,1,Doctor,175,12,1,51,-1
W185,1,Doctor,176,0,0,171,-1
W406,1,Doctor,177,32,2,76,-1
W6,1,Doctor,178,26,5,40,-1
W214,1,Doctor,179,22,2,29,-1
W339,1,Doctor,180,22,3,108,-1
W86,1,Doctor,181,15,2,236,-1
W308,1,Doctor,182,7,1,91,-1
W351,1,Doctor,183,21,1,179,-1
W444,1,Doctor,184,16,2,108,-1
W333,1,Doctor,185,15,2,144,-1
W14,1,Doctor,186,18,3,119,-1
W63,1,Doctor,187,21,1,35,5
W279,1,Doctor,188,7,1,54,-1
W227,1,Doctor,189,0,0,134,-1
W111,1,Doctor,190,13,1,173,-1
W166,1,Doctor,191,12,1,192,-1
W485,1,Doctor,192,0,0,174,-1
W347,1,Doctor,193,13,2,334,-1
W238,1,Doctor,194,0,0,206,-1
W215,1,Doctor,195,7,1,259,-1
W30,1,Doctor,196,40,2,142,-1
W90,1,Doctor,197,9,1,191,-1
W200,1,Doctor,198,28,3,136,-1
W66,1,Doctor,199,36,3,44,-1
W196,1,Doctor,200,12,1,34,-1
W62,1,Doctor,201,28,3,58,-1
W325,1,Doctor,202,9,1,134,-1
W156,1,Doctor,203,24,4,21,-1
W61,1,Doctor,204,14,2,190,-1
W346,1,Doctor,205,7,1,29,-1
W251,1,Doctor,206,22,4,21,-1
W292,1,Doctor,207,24,2,25,-1
W455,1,Doctor,208,28,3,353,-1
W40,1,Doctor,209,40,5,24,-1
W97,1,Doctor,210,34,3,78,-1
W209,1,Doctor,211,21,1,2,-1
W407,1,Doctor,212,44,5,120,-1
W462,1,Doctor,213,8,1,152,-1
W128,1,Doctor,214,28,2,112,-1
W114,1,Doctor,215,23,4,97,-1
W236,1,Doctor,216,7,1,75,-1
W159,1,Doctor,217,30,3,148,-1
W257,1,Doctor,218,21,1,92,-1
W100,1,Doctor,219,7,1,31,-1
W275,1,Doctor,220,13,1,165,-1
W386,1,Doctor,221,23,2,50,-1
W246,1,Doctor,222,13,1,37,-1
W446,1,Doctor,223,14,1,213,-1
W435,1,Doctor,224,13,1,140,-1
W350,1,Doctor,225,33,2,108,-1
W344,1,Doctor,226,17,1,117,-1
W458,1,Doctor,227,40,5,215,-1
W391,1,Doctor,228,36,4,103,-1
W203,1,Doctor,229,22,2,128,-1
W283,1,Doctor,230,33,4,86,-1
W305,1,Doctor,231,11,2,290,-1
W235,1,Doctor,232,9,1,178,-1
W189,1,Doctor,233,17,3,27,5
W173,1,Doctor,234,24,1,23,-1
W393,1,Doctor,235,39,4,229,-1
W336,1,Doctor,236,8,1,108,-1
W326,1,Doctor,237,17,1,71,-1
W328,1,Doctor,238,24,2,111,-1
W434,1,Doctor,239,35,5,169,-1
W321,1,Doctor,240,29,4,62,-1
W101,1,Doctor,241,23,1,73,-1
W64,1,Doctor,242,42,4,101,-1
W415,1,Doctor,243,27,1,157,-1
W389,1,Doctor,244,26,3,138,-1
W24,1,Doctor,245,20,1,82,-1
W59,1,Doctor,246,40,3,81,-1
W69,1,Doctor,247,8,1,52,-1
W123,1,Doctor,248,28,2,161,-1
W133,1,Doctor,249,17,1,56,-1
W322,1,Doctor,250,45,5,207,-1
W317,1,Doctor,251,32,1,257,-1
W392,1,Doctor,252,11,1,1,-1
W117,1,Doctor,253,54,5,193,-1
W32,1,Doctor,254,32,5,119,-1
W217,1,Doctor,255,19,2,119,-1
W172,1,Doctor,256,23,1,147,-1
W115,1,Doctor,257,32,1,138,-1
W177,1,Doctor,258,24,1,145,-1
W452,1,Doctor,259,31,1,108,-1
W129,1,Doctor,260,18,2,97,-1
W188,1,Doctor,261,31,1,149,-1
W107,1,Doctor,262,35,3,59,-1
W352,1,Doctor,263,44,3,223,-1
W394,1,Doctor,264,20,1,86,-1
W313,1,Doctor,265,17,1,134,-1
W298,1,Doctor,266,23,1,20,-1
W121,1,Doctor,267,13,2,157,-1
W363,1,Doctor,268,22,1,180,-1
W148,1,Doctor,269,28,1,39,-1
W198,1,Doctor,270,16,1,200,-1
W23,1,Doctor,271,17,3,53,-1
W145,1,Doctor,272,61,5,61,5
W478,1,Doctor,273,42,2,8,-1
W233,1,Doctor,274,51,4,35,-1
W119,1,Doctor,275,10,1,73,-1
W416,1,Doctor,276,58,5,289,-1
W334,1,Doctor,277,4,1,150,-1
W152,1,Doctor,278,13,1,283,-1
W16,1,Doctor,279,38,3,89,-1
W270,1,Doctor,280,55,5,109,-1
W230,1,Doctor,281,42,3,201,-1
W418,1,Doctor,282,48,2,235,-1
W302,1,Doctor,283,0,0,125,-1
W10,1,Doctor,284,13,1,171,-1
W439,1,Doctor,285,21,1,136,-1
W249,1,Doctor,286,47,5,100,-1
W481,1,Doctor,287,34,4,275,-1
W489,1,Doctor,288,0,0,142,-1
W127,1,Doctor,289,0,0,125,-1
W193,1,Doctor,290,25,1,114,-1
W265,1,Doctor,291,49,2,99,-1
W295,1,Doctor,292,0,0,38,-1
W364,1,Doctor,293,19,1,261,-1
W124,1,Doctor,294,20,2,92,-1
W71,1,Doctor,295,27,2,278,-1
W412,1,Doctor,296,4,1,316,-1
W36,1,Doctor,297,29,1,207,-1
W307,1,Doctor,298,21,1,315,-1
W154,1,Doctor,299,10,1,119,-1
W146,1,Doctor,300,28,1,177,-1
W388,1,Doctor,301,38,4,118,-1
W122,1,Doctor,302,40,4,40,4
W380,1,Doctor,303,45,3,209,-1
W429,1,Doctor,304,28,1,183,-1
W48,1,Doctor,305,39,1,202,-1
W103,1,Doctor,306,57,2,263,-1
W38,1,Doctor,307,36,3,52,-1
W314,1,Doctor,308,56,4,58,5
W136,1,Doctor,309,27,4,99,-1
W278,1,Doctor,310,12,1,312,-1
W144,1,Doctor,311,36,2,130,-1
W401,1,Doctor,312,26,1,221,-1
W212,1,Doctor,313,29,2,45,3
W383,1,Doctor,314,71,5,209,-1
W167,1,Doctor,315,32,1,177,-1
W113,1,Doctor,316,44,2,132,-1
W438,1,Doctor,317,36,1,29,-1
W252,1,Doctor,318,4,1,236,-1
W179,1,Doctor,319,33,1,191,-1
W25,1,Doctor,320,32,1,194,-1
W180,1,Doctor,321,45,1,62,2
W345,1,Doctor,322,49,2,120,-1
W163,1,Doctor,323,38,2,50,5
W28,1,Doctor,324,23,1,116,-1
W427,1,Doctor,325,34,1,39,-1
W450,1,Doctor,326,63,2,209,-1
W310,1,Doctor,327,12,1,213,-1
W358,1,Doctor,328,23,1,69,-1
W454,1,Doctor,329,0,0,209,-1
W81,1,Doctor,330,46,1,54,-1
W294,1,Doctor,331,23,1,96,-1
W87,1,Doctor,332,72,2,189,-1
W269,1,Doctor,333,42,1,475,-1
W473,1,Doctor,334,54,1,19,-1
W398,1,Doctor,335,14,1,2,-1
W192,1,Doctor,336,38,2,35,-1
W456,1,Doctor,337,48,2,59,-1
W80,1,Doctor,338,27,2,116,-1
W285,1,Doctor,339,18,1,172,-1
W29,1,Doctor,340,67,2,143,-1
W440,1,Doctor,341,47,2,216,-1
W27,1,Doctor,342,11,1,114,-1
W98,1,Doctor,343,66,1,46,-1
W490,1,Doctor,344,28,1,177,-1
W477,1,Doctor,345,17,1,44,-1
W465,1,Doctor,346,0,0,94,-1
W428,1,Doctor,347,38,1,3,-1
W291,1,Doctor,348,0,0,165,-1
W95,1,Doctor,349,11,1,205,-1
W281,1,Doctor,350,42,1,210,-1
W354,1,Doctor,351,44,2,292,-1
W20,1,Doctor,352,90,2,164,-1
W197,1,Doctor,353,43,2,27,-1
W385,1,Doctor,354,47,2,121,-1
W359,1,Doctor,355,4,1,4,1
W219,1,Doctor,356,56,2,92,-1
W110,1,Doctor,357,79,3,97,-1
W460,1,Doctor,358,38,1,81,-1
W365,1,Doctor,359,25,1,153,-1
W41,1,Doctor,360,38,1,10,-1
W226,1,Doctor,361,27,1,156,-1
W372,1,Doctor,362,67,3,75,-1
W486,1,Doctor,363,22,1,235,-1
W482,1,Doctor,364,63,1,212,-1
W378,1,Doctor,365,29,1,212,-1
W264,1,Doctor,366,26,1,58,-1
W204,1,Doctor,367,38,2,60,-1
W483,1,Doctor,368,53,1,114,-1
W112,1,Doctor,369,36,1,51,-1
W228,1,Doctor,370,28,1,1,-1
W387,1,Doctor,371,42,2,194,-1
W300,1,Doctor,372,25,1,150,-1
W377,1,Doctor,373,49,1,318,-1
W319,1,Doctor,374,106,2,44,-1
W151,1,Doctor,375,29,1,208,-1
W425,1,Doctor,376,38,1,153,-1
W169,1,Doctor,377,66,1,287,-1
W349,1,Doctor,378,42,1,96,-1
W9,1,Doctor,379,38,2,64,-1
W409,1,Doctor,380,81,2,81,2
W221,1,Doctor,381,36,1,24,-1
W82,1,Doctor,382,65,3,128,-1
W327,1,Doctor,383,59,1,97,-1
W286,1,Doctor,384,22,1,46,-1
W299,1,Doctor,385,60,2,97,-1
W461,1,Doctor,386,80,1,119,-1
W276,1,Doctor,387,15,1,134,-1
W137,1,Doctor,388,54,1,124,-1
W370,1,Doctor,389,79,3,126,-1
W72,1,Doctor,390,80,4,221,-1
W296,1,Doctor,391,51,1,158,-1
W442,1,Doctor,392,65,2,114,5
W261,1,Doctor,393,0,0,315,-1
W423,1,Doctor,394,30,1,54,-1
W464,1,Doctor,395,40,1,132,-1
W89,1,Doctor,396,63,3,68,-1
W449,1,Doctor,397,39,1,217,-1
W44,1,Doctor,398,51,1,40,-1
W330,1,Doctor,399,122,2,136,4
W436,1,Doctor,400,35,1,67,-1
W138,1,Doctor,401,88,1,40,-1
W441,1,Doctor,402,92,1,197,-1
W376,1,Doctor,403,62,1,25,-1
W106,1,Doctor,404,101,3,81,-1
W404,1,Doctor,405,112,2,253,-1
W19,1,Doctor,406,125,3,135,5
W140,1,Doctor,407,98,2,205,-1
W371,1,Doctor,408,80,3,227,-1
W74,1,Doctor,409,109,2,35,-1
W498,1,Doctor,410,0,0,183,-1
W290,1,Doctor,411,15,1,305,-1
W149,1,Doctor,412,110,1,165,-1
W400,1,Doctor,413,98,3,327,-1
W201,1,Doctor,414,113,1,65,-1
W135,1,Doctor,415,106,1,54,-1
W5,1,Doctor,416,91,2,91,2
W39,1,Doctor,417,42,1,77,-1
W126,1,Doctor,418,99,2,204,-1
W468,1,Doctor,419,61,1,162,-1
W77,1,Doctor,420,127,3,194,-1
W164,1,Doctor,421,80,2,139,-1
W437,1,Doctor,422,77,2,139,-1
W479,1,Doctor,423,12,1,124,-1
W405,1,Doctor,424,98,1,158,3
W12,1,Doctor,425,146,2,292,-1
W342,1,Doctor,426,98,1,120,-1
W263,1,Doctor,427,46,1,4,-1
W237,1,Doctor,428,129,4,337,-1
W260,1,Doctor,429,81,2,163,-1
W47,1,Doctor,430,46,2,46,2
W229,1,Doctor,431,145,1,26,-1
W241,1,Doctor,432,56,1,76,-1
W70,1,Doctor,433,112,2,222,-1
W262,1,Doctor,434,124,3,165,-1
W50,1,Doctor,435,165,3,232,-1
W158,1,Doctor,436,152,4,49,-1
W92,1,Doctor,437,89,2,184,-1
W21,1,Doctor,438,154,2,354,-1
W194,1,Doctor,439,157,4,131,-1
W4,1,Doctor,440,210,2,79,-1
W293,1,Doctor,441,127,1,284,-1
W367,1,Doctor,442,203,3,19,-1
W323,1,Doctor,443,160,1,91,-1
W8,1,Doctor,444,153,4,19,-1
W234,1,Doctor,445,57,1,282,-1
W55,1,Doctor,446,176,3,51,-1
W266,1,Doctor,447,96,1,25,-1
W413,1,Doctor,448,123,1,110,-1
W432,1,Doctor,449,158,3,140,-1
W288,1,Doctor,450,195,1,159,-1
W271,1,Doctor,451,218,5,218,5
W448,1,Doctor,452,164,2,170,-1
W220,1,Doctor,453,180,3,46,-1
W366,1,Doctor,454,177,2,67,-1
W130,1,Doctor,455,122,1,135,-1
W297,1,Doctor,456,166,2,208,3
W93,1,Doctor,457,227,3,126,-1
W484,1,Doctor,458,155,3,84,-1
W78,1,Doctor,459,214,2,214,2
W457,1,Doctor,460,164,1,221,4
W210,1,Doctor,461,87,2,44,-1
W199,1,Doctor,462,145,2,21,-1
W118,1,Doctor,463,107,2,107,2
W303,1,Doctor,464,131,1,96,-1
W381,1,Doctor,465,141,2,114,-1
W497,1,Doctor,466,0,0,156,-1
W324,1,Doctor,467,213,2,370,-1
W175,1,Doctor,468,233,3,222,-1
W11,1,Doctor,469,153,1,179,-1
W396,1,Doctor,470,164,1,233,-1
W410,1,Doctor,471,189,2,185,-1
W56,1,Doctor,472,207,2,148,-1
W161,1,Doctor,473,285,5,185,-1
W85,1,Doctor,474,153,1,104,-1
W31,1,Doctor,475,265,3,190,-1
W224,1,Doctor,476,182,4,244,-1
W500,1,Doctor,477,318,4,24,-1
W147,1,Doctor,478,74,1,120,-1
W397,1,Doctor,479,309,2,13,-1
W287,1,Doctor,480,179,1,31,-1
W213,1,Doctor,481,0,0,227,-1
W267,1,Doctor,482,209,2,86,-1
W75,1,Doctor,483,318,2,118,-1
W289,1,Doctor,484,391,4,66,-1
W332,1,Doctor,485,0,0,120,-1
W408,1,Doctor,486,177,1,146,-1
W182,1,Doctor,487,95,1,235,-1
W430,1,Doctor,488,259,1,18,-1
W403,1,Doctor,489,412,4,26,-1
W259,1,Doctor,490,276,1,164,-1
W13,1,Doctor,491,383,4,383,4
W202,1,Doctor,492,117,1,258,3
W57,1,Doctor,493,270,1,54,-1
W361,1,Doctor,494,359,3,39,-1
W42,1,Doctor,495,333,3,79,-1
W232,1,Doctor,496,380,1,220,-1
W411,1,Doctor,497,433,3,41,-1
W256,1,Doctor,498,414,1,29,-1
W67,1,Doctor,499,456,2,244,-1
W272,1,Doctor,500,335,1,32,-1
H105,1,Hospital,1,4,1,151,-1
H408,1,Hospital,2,17,1,88,-1
H304,1,Hospital,3,11,1,73,-1
H188,1,Hospital,4,1,1,71,-1
H370,1,Hospital,5,13,2,198,-1
H437,1,Hospital,6,60,2,292,-1
H394,1,Hospital,7,2,1,44,-1
H235,1,Hospital,8,31,1,347,-1
H280,1,Hospital,9,16,2,12,-1
H498,1,Hospital,10,30,2,107,-1
H410,1,Hospital,11,21,1,334,-1
H485,1,Hospital,12,3,5,114,-1
H100,1,Hospital,13,19,3,489,-1
H207,1,Hospital,14,26,1,409,-1
H386,1,Hospital,15,47,1,171,-1
H299,1,Hospital,16,70,1,254,-1
H277,1,Hospital,17,28,1,273,-1
H232,1,Hospital,18,35,4,353,-1
H278,1,Hospital,19,25,4,14,1
H416,1,Hospital,20,29,2,360,-1
H303,1,Hospital,21,27,1,335,-1
H479,1,Hospital,22,58,2,42,1
H353,1,Hospital,23,49,1,446,-1
H466,1,Hospital,24,73,3,269,-1
H436,1,Hospital,25,48,1,178,-1
H33,1,Hospital,26,12,1,291,-1
H404,1,Hospital,27,9,1,366,-1
H287,1,Hospital,28,6,2,216,-1
H413,1,Hospital,29,65,1,497,-1
H63,1,Hospital,30,63,3,66,1
H70,1,Hospital,31,54,3,338,-1
H441,1,Hospital,32,34,2,255,-1
H165,1,Hospital,33,88,1,374,-1
H239,1,Hospital,34,64,1,414,-1
H4,1,Hospital,35,69,3,209,-1
H99,1,Hospital,36,62,1,346,-1
H448,1,Hospital,37,39,1,122,-1
H60,1,Hospital,38,10,1,5,-1
H456,1,Hospital,39,8,2,466,-1
H359,1,Hospital,40,75,1,330,-1
H459,1,Hospital,41,76,1,37,-1
H351,1,Hospital,42,22,1,160,-1
H93,1,Hospital,43,43,3,237,-1
H491,1,Hospital,44,104,2,136,-1
H40,1,Hospital,45,71,1,384,-1
H440,1,Hospital,46,0,0,116,-1
H453,1,Hospital,47,89,3,164,-1
H148,1,Hospital,48,83,1,74,-1
H364,1,Hospital,49,72,1,400,-1
H425,1,Hospital,50,46,3,266,-1
H387,1,Hospital,51,7,1,274,-1
H493,1,Hospital,52,44,2,246,-1
H138,1,Hospital,53,102,2,256,-1
H251,1,Hospital,54,107,2,16,-1
H125,1,Hospital,55,40,3,247,-1
H185,1,Hospital,56,53,2,26,-1
H19,1,Hospital,57,33,1,33,1
H122,1,Hospital,58,51,3,24,-1
H142,1,Hospital,59,116,3,46,-1
H175,1,Hospital,60,41,1,57,-1
H13,1,Hospital,61,37,2,214,-1
H461,1,Hospital,62,14,4,306,-1
H104,1,Hospital,63,106,4,270,-1
H37,1,Hospital,64,122,3,234,-1
H446,1,Hospital,65,118,1,72,-1
H158,1,Hospital,66,135,2,271,-1
H34,1,Hospital,67,82,4,477,-1
H300,1,Hospital,68,85,1,60,-1
H74,1,Hospital,69,42,1,485,-1
H249,1,Hospital,70,77,1,28,-1
H200,1,Hospital,71,18,2,179,-1
H157,1,Hospital,72,78,1,437,-1
H484,1,Hospital,73,36,5,54,-1
H488,1,Hospital,74,169,3,381,-1
H234,1,Hospital,75,151,1,212,-1
H271,1,Hospital,76,86,1,252,-1
H318,1,Hospital,77,67,1,336,-1
H302,1,Hospital,78,110,2,36,-1
H32,1,Hospital,79,96,1,206,-1
H403,1,Hospital,80,57,1,386,-1
H101,1,Hospital,81,92,2,205,-1
H367,1,Hospital,82,20,2,131,-1
H28,1,Hospital,83,171,5,38,-1
H401,1,Hospital,84,138,2,23,-1
H421,1,Hospital,85,98,1,56,-1
H80,1,Hospital,86,139,1,428,-1
H242,1,Hospital,87,187,1,415,-1
H150,1,Hospital,88,0,0,478,-1
H316,1,Hospital,89,217,1,311,-1
H389,1,Hospital,90,81,1,368,-1
H25,1,Hospital,91,121,1,383,-1
H306,1,Hospital,92,68,1,418,-1
H447,1,Hospital,93,147,3,115,-1
H405,1,Hospital,94,0,0,185,-1
H332,1,Hospital,95,205,4,180,-1
H296,1,Hospital,96,50,2,101,-1
H17,1,Hospital,97,52,3,479,-1
H152,1,Hospital,98,45,1,82,-1
H391,1,Hospital,99,87,1,219,-1
H438,1,Hospital,100,79,1,236,-1
H47,1,Hospital,101,156,1,39,-1
H397,1,Hospital,102,114,2,50,-1
H375,1,Hospital,103,105,2,443,-1
H210,1,Hospital,104,184,1,129,-1
H431,1,Hospital,105,142,1,239,-1
H75,1,Hospital,106,200,3,221,-1
H52,1,Hospital,107,172,1,498,-1
H215,1,Hospital,108,127,1,199,-1
H35,1,Hospital,109,134,1,222,-1
H44,1,Hospital,110,188,3,176,-1
H289,1,Hospital,111,99,3,64,-1
H159,1,Hospital,112,144,2,454,-1
H209,1,Hospital,113,15,1,157,-1
H417,1,Hospital,114,180,1,65,-1
H27,1,Hospital,115,97,2,211,-1
H315,1,Hospital,116,159,1,370,-1
H420,1,Hospital,117,95,2,283,-1
H176,1,Hospital,118,146,4,458,-1
H361,1,Hospital,119,140,2,461,-1
H112,1,Hospital,120,158,1,35,-1
H457,1,Hospital,121,203,1,429,-1
H88,1,Hospital,122,164,1,55,-1
H226,1,Hospital,123,162,4,260,-1
H116,1,Hospital,124,56,3,227,-1
H109,1,Hospital,125,124,1,210,-1
H486,1,Hospital,126,148,1,174,-1
H42,1,Hospital,127,141,1,245,-1
H262,1,Hospital,128,240,1,317,-1
H383,1,Hospital,129,128,1,146,-1
H470,1,Hospital,130,186,3,203,-1
H173,1,Hospital,131,175,3,123,-1
H321,1,Hospital,132,129,4,218,-1
H399,1,Hospital,133,153,2,20,-1
H305,1,Hospital,134,235,2,152,-1
H111,1,Hospital,135,226,3,432,-1
H333,1,Hospital,136,108,1,49,-1
H119,1,Hospital,137,157,1,204,-1
H325,1,Hospital,138,174,2,286,-1
H141,1,Hospital,139,155,1,217,-1
H124,1,Hospital,140,123,5,201,-1
H338,1,Hospital,141,119,1,119,1
H170,1,Hospital,142,161,2,427,-1
H419,1,Hospital,143,222,1,182,-1
H95,1,Hospital,144,113,5,394,-1
H120,1,Hospital,145,239,1,156,-1
H85,1,Hospital,146,112,2,390,-1
H72,1,Hospital,147,183,1,207,-1
H91,1,Hospital,148,177,1,166,-1
H96,1,Hospital,149,168,1,168,1
H192,1,Hospital,150,256,2,484,-1
H380,1,Hospital,151,0,0,382,-1
H161,1,Hospital,152,149,2,163,-1
H297,1,Hospital,153,213,1,264,-1
H360,1,Hospital,154,80,1,83,-1
H308,1,Hospital,155,206,3,187,1
H469,1,Hospital,156,61,2,8,-1
H427,1,Hospital,157,193,5,385,-1
H155,1,Hospital,158,117,1,112,-1
H126,1,Hospital,159,242,1,364,-1
H203,1,Hospital,160,91,4,17,-1
