id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)","GS Match, P (D Proposing)","GS Match, P Prime (D Proposing)"
W437,1,Doctor,145,1,1,11,-1
W234,1,Doctor,146,1,1,11,-1
W59,1,Doctor,147,2,2,2,2
W250,1,Doctor,148,1,1,7,-1
W438,1,Doctor,149,1,1,1,1
W156,1,Doctor,150,1,1,8,-1
W426,1,Doctor,151,2,2,2,2
W162,1,Doctor,152,2,1,2,1
W357,1,Doctor,153,1,1,6,-1
W335,1,Doctor,154,1,1,1,1
W303,1,Doctor,155,2,2,4,4
W266,1,Doctor,156,2,2,16,-1
W483,1,Doctor,157,4,4,5,5
W58,1,Doctor,158,3,3,3,3
W446,1,Doctor,159,1,1,1,1
W66,1,Doctor,160,3,3,8,-1
W57,1,Doctor,161,1,1,4,3
W291,1,Doctor,162,3,3,6,-1
W221,1,Doctor,163,1,1,8,-1
W173,1,Doctor,164,4,4,16,-1
W213,1,Doctor,165,1,1,1,1
W310,1,Doctor,166,2,2,7,-1
W236,1,Doctor,167,4,4,4,4
W229,1,Doctor,168,0,0,6,-1
W194,1,Doctor,169,4,4,4,4
W145,1,Doctor,170,1,1,1,1
W22,1,Doctor,171,2,2,5,5
W126,1,Doctor,172,2,2,3,3
W359,1,Doctor,173,5,4,10,-1
W330,1,Doctor,174,1,1,1,1
W320,1,Doctor,175,3,2,3,2
W60,1,Doctor,176,1,1,1,1
W498,1,Doctor,177,1,1,2,2
W413,1,Doctor,178,2,2,2,2
W399,1,Doctor,179,1,1,20,-1
W26,1,Doctor,180,2,2,3,3
W43,1,Doctor,181,2,2,2,2
W242,1,Doctor,182,1,1,1,1
W84,1,Doctor,183,1,1,8,-1
W351,1,Doctor,184,2,2,6,5
W130,1,Doctor,185,1,1,6,-1
W227,1,Doctor,186,3,3,5,5
W411,1,Doctor,187,5,4,35,-1
W374,1,Doctor,188,2,2,6,5
W115,1,Doctor,189,1,1,18,-1
W297,1,Doctor,190,2,2,8,-1
W85,1,Doctor,191,1,1,11,-1
W61,1,Doctor,192,2,1,14,-1
W378,1,Doctor,193,1,1,1,1
W468,1,Doctor,194,2,2,5,5
W49,1,Doctor,195,3,2,5,4
W186,1,Doctor,196,2,2,2,2
W239,1,Doctor,197,5,4,8,-1
W65,1,Doctor,198,2,2,11,-1
W157,1,Doctor,199,4,4,6,-1
W189,1,Doctor,200,2,1,9,-1
W305,1,Doctor,201,1,1,2,2
W53,1,Doctor,202,1,1,2,2
W313,1,Doctor,203,1,1,1,1
W201,1,Doctor,204,1,1,10,-1
W269,1,Doctor,205,2,2,3,3
W308,1,Doctor,206,1,1,1,1
W105,1,Doctor,207,2,2,2,2
W33,1,Doctor,208,0,0,6,-1
W418,1,Doctor,209,6,4,29,-1
W39,1,Doctor,210,1,1,1,1
W192,1,Doctor,211,2,2,2,2
W16,1,Doctor,212,1,1,6,-1
W444,1,Doctor,213,1,1,9,-1
W409,1,Doctor,214,3,3,4,4
W179,1,Doctor,215,2,2,5,4
W134,1,Doctor,216,3,3,5,5
W67,1,Doctor,217,2,2,4,4
W129,1,Doctor,218,5,5,6,-1
W480,1,Doctor,219,2,2,6,4
W375,1,Doctor,220,2,2,16,-1
W476,1,Doctor,221,1,1,1,1
W32,1,Doctor,222,1,1,8,-1
W300,1,Doctor,223,2,2,2,2
W463,1,Doctor,224,1,1,1,1
W384,1,Doctor,225,1,1,1,1
W4,1,Doctor,226,3,3,5,5
W95,1,Doctor,227,2,2,12,-1
W27,1,Doctor,228,5,4,5,4
W315,1,Doctor,229,3,3,11,-1
W282,1,Doctor,230,5,4,5,4
W467,1,Doctor,231,5,5,8,-1
W150,1,Doctor,232,2,2,10,-1
W89,1,Doctor,233,3,3,9,-1
W439,1,Doctor,234,1,1,1,1
W75,1,Doctor,235,2,1,2,1
W143,1,Doctor,236,1,1,1,1
W40,1,Doctor,237,2,2,12,-1
W1,1,Doctor,238,0,0,4,-1
W460,1,Doctor,239,1,1,1,1
W38,1,Doctor,240,3,3,28,-1
W412,1,Doctor,241,2,2,1,1
W176,1,Doctor,242,2,2,2,2
W349,1,Doctor,243,0,0,5,5
W290,1,Doctor,244,3,3,3,3
W491,1,Doctor,245,3,3,4,4
W218,1,Doctor,246,6,5,11,-1
W132,1,Doctor,247,2,2,2,2
W487,1,Doctor,248,1,1,10,-1
W423,1,Doctor,249,3,3,3,3
W170,1,Doctor,250,3,2,6,5
W97,1,Doctor,251,1,1,13,-1
W429,1,Doctor,252,3,3,12,-1
W215,1,Doctor,253,1,1,4,-1
W52,1,Doctor,254,2,2,2,2
W226,1,Doctor,255,0,0,15,-1
W393,1,Doctor,256,3,3,7,-1
W436,1,Doctor,257,3,3,7,-1
W465,1,Doctor,258,1,1,5,4
W448,1,Doctor,259,2,2,10,-1
W490,1,Doctor,260,2,2,29,-1
W493,1,Doctor,261,3,2,2,-1
W408,1,Doctor,262,3,3,3,3
W231,1,Doctor,263,1,1,2,2
W358,1,Doctor,264,5,4,7,-1
W205,1,Doctor,265,1,1,1,1
W459,1,Doctor,266,4,3,4,3
W136,1,Doctor,267,1,1,19,-1
W284,1,Doctor,268,0,0,16,-1
W256,1,Doctor,269,0,0,9,-1
W410,1,Doctor,270,1,1,1,1
W472,1,Doctor,271,1,1,8,-1
W93,1,Doctor,272,2,2,3,3
W329,1,Doctor,273,2,2,9,-1
W270,1,Doctor,274,1,1,8,-1
W350,1,Doctor,275,5,5,9,-1
W235,1,Doctor,276,4,1,7,2
W432,1,Doctor,277,1,1,2,2
W135,1,Doctor,278,0,0,14,-1
W112,1,Doctor,279,6,4,2,-1
W264,1,Doctor,280,6,4,12,-1
W64,1,Doctor,281,1,1,1,1
W198,1,Doctor,282,2,1,2,1
W207,1,Doctor,283,3,1,3,1
W5,1,Doctor,284,3,2,13,-1
W240,1,Doctor,285,2,1,2,1
W62,1,Doctor,286,5,5,12,-1
W367,1,Doctor,287,2,1,2,1
W369,1,Doctor,288,2,1,16,-1
W251,1,Doctor,289,2,2,2,2
W339,1,Doctor,290,1,1,4,4
W415,1,Doctor,291,0,0,6,5
W102,1,Doctor,292,1,1,17,-1
W286,1,Doctor,293,1,1,4,4
W46,1,Doctor,294,1,1,1,1
W228,1,Doctor,295,3,3,8,-1
W496,1,Doctor,296,3,3,4,4
W276,1,Doctor,297,1,1,15,-1
W494,1,Doctor,298,3,3,17,-1
W111,1,Doctor,299,1,1,2,2
W458,1,Doctor,300,5,4,6,5
W288,1,Doctor,301,2,2,3,3
W361,1,Doctor,302,1,1,6,5
W396,1,Doctor,303,0,0,16,-1
W199,1,Doctor,304,2,2,2,2
W312,1,Doctor,305,1,1,1,1
W464,1,Doctor,306,1,1,1,1
W183,1,Doctor,307,3,3,6,-1
W80,1,Doctor,308,3,3,8,-1
W9,1,Doctor,309,1,1,10,-1
W100,1,Doctor,310,2,1,8,-1
W184,1,Doctor,311,9,4,20,-1
W379,1,Doctor,312,1,1,2,2
W171,1,Doctor,313,1,1,8,-1
W377,1,Doctor,314,1,1,18,-1
W368,1,Doctor,315,2,2,25,-1
W11,1,Doctor,316,1,1,1,1
W159,1,Doctor,317,5,4,5,4
W123,1,Doctor,318,5,4,5,4
W486,1,Doctor,319,1,1,13,-1
W108,1,Doctor,320,4,3,4,3
W304,1,Doctor,321,2,1,4,-1
W206,1,Doctor,322,2,2,9,-1
W279,1,Doctor,323,2,1,21,-1
W222,1,Doctor,324,2,2,2,2
W404,1,Doctor,325,9,5,2,-1
W166,1,Doctor,326,3,1,23,-1
W165,1,Doctor,327,2,1,8,-1
W56,1,Doctor,328,1,1,2,2
W275,1,Doctor,329,2,1,3,-1
W381,1,Doctor,330,4,3,8,-1
W128,1,Doctor,331,4,3,4,3
W475,1,Doctor,332,5,3,14,-1
W177,1,Doctor,333,4,3,7,-1
W391,1,Doctor,334,3,2,8,-1
W382,1,Doctor,335,1,1,5,4
W98,1,Doctor,336,7,4,1,-1
W278,1,Doctor,337,1,1,14,-1
W470,1,Doctor,338,0,0,22,-1
W283,1,Doctor,339,7,3,12,-1
W191,1,Doctor,340,4,3,22,-1
W224,1,Doctor,341,4,3,4,3
W195,1,Doctor,342,2,2,4,-1
W469,1,Doctor,343,1,1,1,1
W323,1,Doctor,344,1,1,3,3
W86,1,Doctor,345,5,3,5,3
W497,1,Doctor,346,2,2,2,2
W241,1,Doctor,347,0,0,28,-1
W258,1,Doctor,348,1,1,27,-1
W400,1,Doctor,349,3,3,3,3
W356,1,Doctor,350,5,2,1,-1
W167,1,Doctor,351,6,4,9,-1
W398,1,Doctor,352,2,1,4,-1
W203,1,Doctor,353,5,4,7,-1
W92,1,Doctor,354,1,1,1,1
W345,1,Doctor,355,4,3,1,-1
W118,1,Doctor,356,0,0,5,-1
W481,1,Doctor,357,1,1,11,-1
W453,1,Doctor,358,7,5,24,-1
W307,1,Doctor,359,6,4,7,5
W141,1,Doctor,360,4,1,4,1
W185,1,Doctor,361,2,1,19,-1
W457,1,Doctor,362,3,2,6,4
W83,1,Doctor,363,5,2,10,5
W316,1,Doctor,364,2,1,13,-1
W76,1,Doctor,365,6,3,18,-1
W82,1,Doctor,366,0,0,1,-1
W338,1,Doctor,367,3,2,3,2
W208,1,Doctor,368,2,2,17,-1
W440,1,Doctor,369,0,0,18,-1
W153,1,Doctor,370,8,3,34,-1
W441,1,Doctor,371,3,2,21,-1
W91,1,Doctor,372,6,4,5,-1
W355,1,Doctor,373,2,1,7,-1
W402,1,Doctor,374,1,1,9,-1
W163,1,Doctor,375,2,2,2,2
W88,1,Doctor,376,3,3,5,-1
W392,1,Doctor,377,4,2,4,2
W90,1,Doctor,378,4,2,7,3
W225,1,Doctor,379,5,3,18,-1
W15,1,Doctor,380,0,0,15,-1
W133,1,Doctor,381,1,1,1,1
W190,1,Doctor,382,1,1,7,-1
W148,1,Doctor,383,0,0,19,-1
W334,1,Doctor,384,2,1,11,3
W79,1,Doctor,385,4,2,6,3
W18,1,Doctor,386,9,2,5,-1
W422,1,Doctor,387,1,1,1,1
W36,1,Doctor,388,2,1,2,1
W326,1,Doctor,389,2,1,12,-1
W386,1,Doctor,390,6,4,45,-1
W149,1,Doctor,391,6,4,6,4
W443,1,Doctor,392,3,3,6,4
W211,1,Doctor,393,0,0,17,-1
W104,1,Doctor,394,2,2,2,2
W238,1,Doctor,395,1,1,3,2
W360,1,Doctor,396,2,1,2,1
W155,1,Doctor,397,1,1,19,-1
W81,1,Doctor,398,5,2,5,2
W337,1,Doctor,399,9,2,9,2
W473,1,Doctor,400,7,1,9,2
W181,1,Doctor,401,7,3,1,-1
W220,1,Doctor,402,14,5,17,-1
W249,1,Doctor,403,5,3,5,3
W137,1,Doctor,404,0,0,9,-1
W289,1,Doctor,405,7,3,12,-1
W210,1,Doctor,406,1,1,1,1
W140,1,Doctor,407,3,2,31,-1
W172,1,Doctor,408,5,3,5,3
W50,1,Doctor,409,2,2,10,-1
W187,1,Doctor,410,2,1,5,-1
W259,1,Doctor,411,4,3,16,-1
W110,1,Doctor,412,4,2,4,2
W246,1,Doctor,413,2,1,3,2
W397,1,Doctor,414,0,0,5,-1
W182,1,Doctor,415,2,2,2,2
W302,1,Doctor,416,0,0,22,-1
W401,1,Doctor,417,15,5,4,-1
W19,1,Doctor,418,5,2,5,2
W109,1,Doctor,419,2,1,2,1
W101,1,Doctor,420,10,1,11,2
W217,1,Doctor,421,10,4,4,1
W41,1,Doctor,422,2,2,3,-1
W138,1,Doctor,423,1,1,23,-1
W219,1,Doctor,424,4,3,6,-1
W51,1,Doctor,425,12,4,25,-1
W309,1,Doctor,426,8,3,35,-1
W72,1,Doctor,427,3,1,12,4
W390,1,Doctor,428,1,1,10,3
W332,1,Doctor,429,9,3,78,-1
W74,1,Doctor,430,2,1,1,-1
W121,1,Doctor,431,11,5,13,-1
W71,1,Doctor,432,0,0,35,-1
W314,1,Doctor,433,10,2,21,-1
W204,1,Doctor,434,7,3,2,-1
W164,1,Doctor,435,6,3,6,3
W10,1,Doctor,436,9,2,8,-1
W488,1,Doctor,437,5,1,7,-1
W223,1,Doctor,438,19,5,9,-1
W6,1,Doctor,439,1,1,2,2
W389,1,Doctor,440,11,5,2,-1
W424,1,Doctor,441,4,1,4,1
W425,1,Doctor,442,9,2,5,-1
W73,1,Doctor,443,6,1,7,-1
W462,1,Doctor,444,10,3,5,-1
W370,1,Doctor,445,1,1,5,-1
W147,1,Doctor,446,10,4,29,-1
W341,1,Doctor,447,3,2,3,2
W454,1,Doctor,448,1,1,9,-1
W127,1,Doctor,449,14,4,40,-1
W247,1,Doctor,450,26,5,18,-1
W324,1,Doctor,451,1,1,23,-1
W28,1,Doctor,452,5,1,8,-1
W322,1,Doctor,453,1,1,3,2
W292,1,Doctor,454,7,1,4,-1
W489,1,Doctor,455,10,2,13,-1
W352,1,Doctor,456,2,1,5,-1
W466,1,Doctor,457,24,2,2,-1
W394,1,Doctor,458,8,2,3,-1
W272,1,Doctor,459,8,1,11,2
W287,1,Doctor,460,18,3,12,-1
W299,1,Doctor,461,4,1,3,-1
W277,1,Doctor,462,14,1,11,-1
W478,1,Doctor,463,11,2,11,2
W265,1,Doctor,464,1,1,18,-1
W260,1,Doctor,465,17,3,26,-1
W414,1,Doctor,466,19,2,14,-1
W216,1,Doctor,467,0,0,28,-1
W188,1,Doctor,468,29,4,5,-1
W261,1,Doctor,469,4,1,4,1
W371,1,Doctor,470,36,4,6,-1
W77,1,Doctor,471,7,1,7,1
W34,1,Doctor,472,1,1,3,2
W484,1,Doctor,473,32,2,27,-1
W233,1,Doctor,474,27,2,21,-1
W376,1,Doctor,475,5,1,3,-1
W262,1,Doctor,476,21,2,6,-1
W131,1,Doctor,477,3,1,8,-1
W161,1,Doctor,478,11,2,1,-1
W63,1,Doctor,479,2,1,5,-1
W295,1,Doctor,480,26,3,2,-1
W311,1,Doctor,481,26,2,4,-1
W395,1,Doctor,482,31,3,1,-1
W44,1,Doctor,483,17,4,22,-1
W273,1,Doctor,484,22,1,22,1
W103,1,Doctor,485,22,1,14,-1
W456,1,Doctor,486,56,1,33,-1
W3,1,Doctor,487,77,3,43,-1
W327,1,Doctor,488,6,1,29,-1
W280,1,Doctor,489,13,2,13,2
W474,1,Doctor,490,43,1,22,-1
W403,1,Doctor,491,20,3,9,-1
W230,1,Doctor,492,1,1,6,-1
W212,1,Doctor,493,106,3,12,-1
W366,1,Doctor,494,23,2,32,-1
W146,1,Doctor,495,103,3,49,-1
W482,1,Doctor,496,0,0,4,-1
W196,1,Doctor,497,16,1,11,-1
W417,1,Doctor,498,3,1,7,-1
W24,1,Doctor,499,118,3,22,-1
W274,1,Doctor,500,485,5,1,-1
H32,1,Hospital,1,88,2,286,-1
H90,1,Hospital,2,311,2,416,-1
H351,1,Hospital,3,92,3,376,-1
H397,1,Hospital,4,62,2,401,-1
H134,1,Hospital,5,69,1,69,1
H402,1,Hospital,6,15,1,313,-1
H98,1,Hospital,7,38,1,38,1
H269,1,Hospital,8,485,3,220,-1
H212,1,Hospital,9,202,3,350,-1
H468,1,Hospital,10,188,1,307,-1
H245,1,Hospital,11,185,1,342,-1
H489,1,Hospital,12,95,1,95,1
H170,1,Hospital,13,139,3,183,-1
H298,1,Hospital,14,306,1,306,1
H248,1,Hospital,15,415,1,415,1
H294,1,Hospital,16,340,3,122,-1
H190,1,Hospital,17,462,2,487,-1
H500,1,Hospital,18,220,2,277,1
H140,1,Hospital,19,160,3,238,-1
H377,1,Hospital,20,285,1,285,1
H23,1,Hospital,21,197,5,256,-1
H250,1,Hospital,22,114,3,92,1
H2,1,Hospital,23,260,4,4,-1
H487,1,Hospital,24,405,1,76,-1
H234,1,Hospital,25,0,0,333,-1
H161,1,Hospital,26,489,1,489,1
H233,1,Hospital,27,290,3,368,-1
H338,1,Hospital,28,385,3,198,-1
H312,1,Hospital,29,70,1,70,1
H445,1,Hospital,30,60,1,60,1
H102,1,Hospital,31,0,0,496,-1
H303,1,Hospital,32,257,3,118,2
H173,1,Hospital,33,362,4,366,-1
H486,1,Hospital,34,282,1,282,1
H242,1,Hospital,35,86,1,315,-1
H281,1,Hospital,36,365,3,205,2
H267,1,Hospital,37,186,3,126,1
H64,1,Hospital,38,162,5,329,-1
H340,1,Hospital,39,317,1,317,1
H474,1,Hospital,40,145,2,325,-1
H44,1,Hospital,41,330,2,56,-1
H238,1,Hospital,42,390,3,358,-1
H53,1,Hospital,43,98,5,18,2
H368,1,Hospital,44,125,1,125,1
H205,1,Hospital,45,2,2,194,1
H152,1,Hospital,46,263,3,433,-1
H360,1,Hospital,47,295,2,246,-1
H11,1,Hospital,48,261,1,133,2
H444,1,Hospital,49,207,1,207,1
H66,1,Hospital,50,0,0,260,-1
H163,1,Hospital,51,418,1,418,1
H50,1,Hospital,52,316,1,316,1
H358,1,Hospital,53,213,3,62,1
H131,1,Hospital,54,358,3,347,-1
H119,1,Hospital,55,99,1,475,-1
H456,1,Hospital,56,89,3,173,-1
H230,1,Hospital,57,344,2,384,1
H289,1,Hospital,58,150,2,446,-1
H237,1,Hospital,59,339,3,137,1
H115,1,Hospital,60,215,2,298,-1
H304,1,Hospital,61,49,5,47,-1
H121,1,Hospital,62,200,2,233,-1
H273,1,Hospital,63,100,1,100,1
H47,1,Hospital,64,403,2,403,2
H299,1,Hospital,65,323,2,215,1
H132,1,Hospital,66,58,1,464,-1
H498,1,Hospital,67,410,1,85,-1
H9,1,Hospital,68,157,4,171,1
H321,1,Hospital,69,63,1,271,-1
H300,1,Hospital,70,42,1,114,-1
H15,1,Hospital,71,161,2,226,1
H464,1,Hospital,72,0,0,109,1
H168,1,Hospital,73,117,4,79,1
H221,1,Hospital,74,136,5,132,-1
H243,1,Hospital,75,421,4,204,-1
H96,1,Hospital,76,87,2,222,-1
H79,1,Hospital,77,147,1,147,1
H63,1,Hospital,78,476,1,353,-1
H126,1,Hospital,79,417,1,291,2
H362,1,Hospital,80,348,3,259,-1
H293,1,Hospital,81,216,2,202,1
H329,1,Hospital,82,492,4,168,-1
H171,1,Hospital,83,342,1,338,-1
H125,1,Hospital,84,420,4,413,1
H484,1,Hospital,85,68,1,68,1
H322,1,Hospital,86,129,1,190,-1
H421,1,Hospital,87,341,1,341,1
H22,1,Hospital,88,456,5,218,-1
H438,1,Hospital,89,382,4,444,-1
H207,1,Hospital,90,469,1,469,1
H381,1,Hospital,91,422,5,481,-1
H274,1,Hospital,92,27,1,448,-1
H311,1,Hospital,93,39,3,245,2
H308,1,Hospital,94,82,2,201,1
H454,1,Hospital,95,30,1,30,1
H30,1,Hospital,96,267,3,217,2
H374,1,Hospital,97,271,2,348,-1
H276,1,Hospital,98,163,3,276,2
H437,1,Hospital,99,20,1,20,1
H364,1,Hospital,100,190,3,371,-1
H182,1,Hospital,101,433,4,351,-1
H449,1,Hospital,102,279,2,417,-1
H383,1,Hospital,103,156,1,442,-1
H59,1,Hospital,104,478,1,243,2
H275,1,Hospital,105,25,1,25,1
H31,1,Hospital,106,79,3,479,-1
H151,1,Hospital,107,133,2,383,-1
H78,1,Hospital,108,0,0,231,-1
H272,1,Hospital,109,43,1,43,1
H335,1,Hospital,110,35,2,454,-1
H479,1,Hospital,111,272,2,177,1
H92,1,Hospital,112,56,2,12,1
H232,1,Hospital,113,299,2,280,-1
H291,1,Hospital,114,477,2,50,-1
H43,1,Hospital,115,442,1,364,-1
H348,1,Hospital,116,48,1,48,1
H33,1,Hospital,117,336,5,296,2
H375,1,Hospital,118,143,3,102,1
H191,1,Hospital,119,465,1,382,-1
H400,1,Hospital,120,1,1,402,-1
H37,1,Hospital,121,11,3,11,3
H436,1,Hospital,122,172,3,268,-1
H398,1,Hospital,123,47,2,490,-1
H477,1,Hospital,124,386,1,411,-1
H415,1,Hospital,125,183,4,424,-1
H306,1,Hospital,126,334,2,437,-1
H219,1,Hospital,127,424,1,22,-1
H376,1,Hospital,128,31,1,31,1
H110,1,Hospital,129,149,1,149,1
H167,1,Hospital,130,21,4,59,1
H443,1,Hospital,131,155,1,323,-1
H279,1,Hospital,132,57,1,57,1
H326,1,Hospital,133,249,1,249,1
H342,1,Hospital,134,322,3,145,-1
H113,1,Hospital,135,34,3,8,1
H160,1,Hospital,136,7,1,7,1
H476,1,Hospital,137,167,1,167,1
H492,1,Hospital,138,283,1,283,1
H20,1,Hospital,139,259,3,390,-1
H467,1,Hospital,140,233,1,410,-1
H401,1,Hospital,141,112,2,427,1
H213,1,Hospital,142,437,4,461,-1
H195,1,Hospital,143,284,5,311,-1
H189,1,Hospital,144,90,1,90,1
H200,1,Hospital,145,178,2,178,2
H435,1,Hospital,146,135,1,253,-1
H36,1,Hospital,147,128,1,465,-1
H315,1,Hospital,148,312,1,94,-1
H301,1,Hospital,149,191,3,155,1
H270,1,Hospital,150,352,2,314,-1
H231,1,Hospital,151,228,1,228,1
H68,1,Hospital,152,370,3,409,-1
H459,1,Hospital,153,10,1,10,1
H417,1,Hospital,154,111,1,237,-1
H29,1,Hospital,155,426,2,452,-1
H62,1,Hospital,156,396,1,396,1
H426,1,Hospital,157,314,2,263,1
H122,1,Hospital,158,320,2,320,2
H286,1,Hospital,159,165,1,165,1
H55,1,Hospital,160,401,2,87,1
H428,1,Hospital,161,0,0,163,-1
H57,1,Hospital,162,375,2,375,2
H496,1,Hospital,163,118,1,478,-1
H471,1,Hospital,164,115,2,27,-1
H266,1,Hospital,165,55,1,55,1
H384,1,Hospital,166,77,1,77,1
H61,1,Hospital,167,28,1,28,1
H169,1,Hospital,168,144,2,495,-1
H196,1,Hospital,169,398,1,398,1
H8,1,Hospital,170,19,1,19,1
H228,1,Hospital,171,116,3,485,-1
H153,1,Hospital,172,0,0,272,1
H319,1,Hospital,173,461,1,357,-1
H412,1,Hospital,174,205,1,443,-1
H253,1,Hospital,175,8,3,82,1
