id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)","GS Match, P (D Proposing)","GS Match, P Prime (D Proposing)"
W396,1,Doctor,67,1,1,5,5
W201,1,Doctor,68,1,1,10,-1
W184,1,Doctor,69,1,1,3,3
W384,1,Doctor,70,2,2,7,-1
W275,1,Doctor,71,1,1,26,-1
W68,1,Doctor,72,1,1,40,-1
W276,1,Doctor,73,2,1,6,5
W404,1,Doctor,74,1,1,22,-1
W77,1,Doctor,75,1,1,2,2
W108,1,Doctor,76,1,1,1,1
W310,1,Doctor,77,1,1,4,4
W238,1,Doctor,78,3,3,15,-1
W348,1,Doctor,79,2,2,2,2
W454,1,Doctor,80,1,1,1,1
W446,1,Doctor,81,1,1,40,-1
W189,1,Doctor,82,1,1,4,4
W368,1,Doctor,83,2,1,5,4
W181,1,Doctor,84,2,2,12,-1
W379,1,Doctor,85,1,1,1,1
W280,1,Doctor,86,2,2,8,-1
W377,1,Doctor,87,1,1,17,-1
W344,1,Doctor,88,1,1,16,-1
W308,1,Doctor,89,2,1,3,2
W463,1,Doctor,90,4,4,11,-1
W351,1,Doctor,91,1,1,3,-1
W45,1,Doctor,92,1,1,10,-1
W208,1,Doctor,93,1,1,2,2
W301,1,Doctor,94,1,1,18,-1
W100,1,Doctor,95,2,1,3,2
W3,1,Doctor,96,1,1,4,4
W358,1,Doctor,97,1,1,4,3
W172,1,Doctor,98,4,4,35,-1
W292,1,Doctor,99,2,2,4,4
W390,1,Doctor,100,1,1,6,5
W85,1,Doctor,101,5,5,19,-1
W353,1,Doctor,102,0,0,19,-1
W226,1,Doctor,103,1,1,15,-1
W84,1,Doctor,104,3,3,30,-1
W207,1,Doctor,105,2,1,2,1
W169,1,Doctor,106,1,1,2,2
W427,1,Doctor,107,2,2,18,-1
W485,1,Doctor,108,4,3,25,-1
W248,1,Doctor,109,3,1,12,-1
W316,1,Doctor,110,1,1,1,1
W338,1,Doctor,111,1,1,6,4
W92,1,Doctor,112,1,1,10,-1
W236,1,Doctor,113,2,1,9,-1
W442,1,Doctor,114,3,2,3,2
W255,1,Doctor,115,1,1,7,-1
W105,1,Doctor,116,6,5,10,-1
W30,1,Doctor,117,3,3,14,-1
W200,1,Doctor,118,1,1,7,-1
W12,1,Doctor,119,2,1,7,4
W80,1,Doctor,120,2,1,7,-1
W20,1,Doctor,121,3,2,5,4
W70,1,Doctor,122,1,1,5,4
W458,1,Doctor,123,2,2,7,5
W320,1,Doctor,124,1,1,5,4
W473,1,Doctor,125,2,2,2,2
W234,1,Doctor,126,1,1,6,-1
W434,1,Doctor,127,2,1,20,-1
W15,1,Doctor,128,7,4,7,4
W88,1,Doctor,129,1,1,21,-1
W254,1,Doctor,130,1,1,21,-1
W303,1,Doctor,131,1,1,5,4
W393,1,Doctor,132,2,1,7,-1
W73,1,Doctor,133,5,3,5,3
W472,1,Doctor,134,1,1,2,2
W155,1,Doctor,135,5,4,5,4
W185,1,Doctor,136,1,1,12,-1
W439,1,Doctor,137,2,2,6,-1
W333,1,Doctor,138,6,4,6,4
W441,1,Doctor,139,5,4,17,-1
W26,1,Doctor,140,0,0,28,-1
W47,1,Doctor,141,2,1,2,1
W337,1,Doctor,142,1,1,3,2
W257,1,Doctor,143,1,1,33,-1
W331,1,Doctor,144,2,1,2,1
W113,1,Doctor,145,2,2,11,-1
W475,1,Doctor,146,2,1,5,4
W343,1,Doctor,147,1,1,24,-1
W175,1,Doctor,148,1,1,22,-1
W413,1,Doctor,149,4,2,10,-1
W212,1,Doctor,150,2,1,20,-1
W287,1,Doctor,151,4,2,44,-1
W325,1,Doctor,152,1,1,45,-1
W136,1,Doctor,153,5,3,5,3
W210,1,Doctor,154,3,2,60,-1
W459,1,Doctor,155,3,2,11,-1
W126,1,Doctor,156,1,1,19,-1
W106,1,Doctor,157,6,5,15,-1
W359,1,Doctor,158,2,1,2,1
W314,1,Doctor,159,4,3,13,-1
W474,1,Doctor,160,4,2,9,-1
W354,1,Doctor,161,1,1,11,-1
W412,1,Doctor,162,6,5,46,-1
W307,1,Doctor,163,1,1,15,-1
W49,1,Doctor,164,5,5,5,5
W56,1,Doctor,165,1,1,63,-1
W151,1,Doctor,166,1,1,1,1
W8,1,Doctor,167,1,1,46,-1
W362,1,Doctor,168,3,3,25,-1
W93,1,Doctor,169,1,1,3,3
W46,1,Doctor,170,3,2,3,2
W253,1,Doctor,171,1,1,21,-1
W102,1,Doctor,172,3,1,22,-1
W471,1,Doctor,173,8,5,14,-1
W54,1,Doctor,174,0,0,22,-1
W317,1,Doctor,175,5,4,24,-1
W82,1,Doctor,176,3,2,5,4
W349,1,Doctor,177,1,1,36,-1
W378,1,Doctor,178,2,2,26,-1
W139,1,Doctor,179,3,1,36,-1
W128,1,Doctor,180,1,1,11,-1
W65,1,Doctor,181,6,2,1,-1
W281,1,Doctor,182,1,1,1,1
W237,1,Doctor,183,1,1,6,-1
W206,1,Doctor,184,4,3,4,3
W339,1,Doctor,185,4,3,4,3
W42,1,Doctor,186,1,1,4,4
W162,1,Doctor,187,1,1,11,-1
W484,1,Doctor,188,2,1,3,2
W39,1,Doctor,189,5,3,11,-1
W51,1,Doctor,190,2,1,23,-1
W48,1,Doctor,191,3,2,22,-1
W456,1,Doctor,192,8,4,19,-1
W273,1,Doctor,193,4,2,8,4
W111,1,Doctor,194,4,1,40,-1
W191,1,Doctor,195,8,5,24,-1
W496,1,Doctor,196,0,0,24,-1
W2,1,Doctor,197,1,1,19,-1
W66,1,Doctor,198,2,1,3,2
W482,1,Doctor,199,6,4,41,-1
W249,1,Doctor,200,2,1,10,-1
W334,1,Doctor,201,2,2,15,-1
W397,1,Doctor,202,3,1,14,-1
W366,1,Doctor,203,4,1,11,5
W159,1,Doctor,204,1,1,7,-1
W380,1,Doctor,205,5,5,48,-1
W29,1,Doctor,206,1,1,61,-1
W252,1,Doctor,207,13,4,40,-1
W114,1,Doctor,208,6,3,5,-1
W58,1,Doctor,209,1,1,4,3
W394,1,Doctor,210,2,1,2,1
W426,1,Doctor,211,4,3,21,-1
W372,1,Doctor,212,0,0,25,-1
W107,1,Doctor,213,2,1,12,-1
W63,1,Doctor,214,0,0,33,-1
W41,1,Doctor,215,1,1,1,1
W24,1,Doctor,216,3,2,40,-1
W244,1,Doctor,217,3,1,19,-1
W141,1,Doctor,218,2,1,20,-1
W420,1,Doctor,219,6,3,28,-1
W233,1,Doctor,220,5,3,17,-1
W290,1,Doctor,221,1,1,12,-1
W402,1,Doctor,222,3,1,8,4
W214,1,Doctor,223,2,1,4,2
W118,1,Doctor,224,4,2,6,-1
W457,1,Doctor,225,3,2,12,-1
W235,1,Doctor,226,4,3,35,-1
W327,1,Doctor,227,13,5,25,-1
W312,1,Doctor,228,6,3,15,-1
W16,1,Doctor,229,3,1,3,1
W286,1,Doctor,230,7,4,7,4
W53,1,Doctor,231,6,2,38,-1
W176,1,Doctor,232,6,3,31,-1
W285,1,Doctor,233,3,3,33,-1
W477,1,Doctor,234,2,2,17,-1
W223,1,Doctor,235,7,2,15,-1
W423,1,Doctor,236,8,5,46,-1
W90,1,Doctor,237,0,0,43,-1
W160,1,Doctor,238,11,3,6,-1
W329,1,Doctor,239,13,5,19,-1
W346,1,Doctor,240,0,0,28,-1
W9,1,Doctor,241,1,1,23,-1
W19,1,Doctor,242,7,3,8,-1
W357,1,Doctor,243,2,2,4,-1
W33,1,Doctor,244,6,4,1,-1
W465,1,Doctor,245,6,4,26,-1
W27,1,Doctor,246,2,1,15,-1
W440,1,Doctor,247,0,0,28,-1
W272,1,Doctor,248,8,3,7,-1
W50,1,Doctor,249,4,2,21,-1
W137,1,Doctor,250,10,4,12,-1
W261,1,Doctor,251,3,2,15,-1
W37,1,Doctor,252,0,0,19,-1
W347,1,Doctor,253,4,3,26,-1
W401,1,Doctor,254,3,1,16,-1
W483,1,Doctor,255,5,1,4,-1
W109,1,Doctor,256,1,1,16,-1
W335,1,Doctor,257,1,1,1,1
W330,1,Doctor,258,8,4,8,4
W129,1,Doctor,259,12,4,16,-1
W464,1,Doctor,260,4,1,8,-1
W52,1,Doctor,261,5,2,6,3
W76,1,Doctor,262,3,1,4,2
W250,1,Doctor,263,2,2,10,4
W62,1,Doctor,264,1,1,9,4
W381,1,Doctor,265,15,4,20,-1
W23,1,Doctor,266,9,5,9,5
W224,1,Doctor,267,2,1,17,-1
W444,1,Doctor,268,6,1,38,-1
W154,1,Doctor,269,12,3,16,-1
W432,1,Doctor,270,1,1,1,1
W355,1,Doctor,271,3,1,18,-1
W205,1,Doctor,272,6,2,24,-1
W243,1,Doctor,273,1,1,21,-1
W322,1,Doctor,274,1,1,12,-1
W38,1,Doctor,275,7,3,7,3
W304,1,Doctor,276,7,3,60,-1
W493,1,Doctor,277,1,1,1,1
W148,1,Doctor,278,2,1,9,3
W488,1,Doctor,279,4,2,13,-1
W1,1,Doctor,280,12,3,7,-1
W302,1,Doctor,281,2,1,37,-1
W270,1,Doctor,282,4,1,14,4
W240,1,Doctor,283,4,2,12,-1
W11,1,Doctor,284,7,2,1,-1
W13,1,Doctor,285,5,1,25,-1
W447,1,Doctor,286,2,1,16,-1
W4,1,Doctor,287,3,2,16,-1
W350,1,Doctor,288,3,1,23,-1
W278,1,Doctor,289,9,3,15,-1
W480,1,Doctor,290,7,4,18,-1
W158,1,Doctor,291,11,2,4,-1
W498,1,Doctor,292,7,1,40,-1
W462,1,Doctor,293,2,2,34,-1
W218,1,Doctor,294,7,2,1,-1
W430,1,Doctor,295,11,4,27,-1
W170,1,Doctor,296,11,5,34,-1
W478,1,Doctor,297,1,1,13,5
W138,1,Doctor,298,9,3,1,-1
W299,1,Doctor,299,5,1,16,5
W72,1,Doctor,300,7,1,16,3
W386,1,Doctor,301,1,1,12,-1
W186,1,Doctor,302,9,2,9,2
W271,1,Doctor,303,5,2,7,-1
W69,1,Doctor,304,9,3,11,-1
W145,1,Doctor,305,7,2,3,-1
W449,1,Doctor,306,4,2,21,-1
W89,1,Doctor,307,13,4,24,-1
W149,1,Doctor,308,3,2,3,2
W408,1,Doctor,309,2,1,39,-1
W388,1,Doctor,310,8,3,16,-1
W306,1,Doctor,311,11,2,15,5
W146,1,Doctor,312,21,5,4,-1
W419,1,Doctor,313,1,1,11,3
W418,1,Doctor,314,4,1,2,-1
W96,1,Doctor,315,3,1,6,3
W78,1,Doctor,316,9,2,22,-1
W415,1,Doctor,317,2,1,21,-1
W190,1,Doctor,318,15,2,17,-1
W284,1,Doctor,319,4,2,4,2
W258,1,Doctor,320,7,4,45,-1
W194,1,Doctor,321,0,0,38,-1
W321,1,Doctor,322,3,1,5,2
W104,1,Doctor,323,15,4,10,-1
W470,1,Doctor,324,9,2,14,3
W98,1,Doctor,325,3,2,3,2
W180,1,Doctor,326,8,1,62,-1
W215,1,Doctor,327,2,1,20,-1
W293,1,Doctor,328,2,1,31,-1
W203,1,Doctor,329,15,3,1,-1
W117,1,Doctor,330,7,4,40,-1
W119,1,Doctor,331,11,1,6,-1
W288,1,Doctor,332,21,3,15,-1
W25,1,Doctor,333,8,1,17,-1
W165,1,Doctor,334,11,2,10,-1
W262,1,Doctor,335,6,2,6,2
W385,1,Doctor,336,5,1,9,3
W435,1,Doctor,337,15,3,24,-1
W364,1,Doctor,338,18,4,29,-1
W363,1,Doctor,339,10,1,14,-1
W340,1,Doctor,340,7,1,38,-1
W241,1,Doctor,341,10,2,2,-1
W414,1,Doctor,342,8,2,51,-1
W468,1,Doctor,343,17,5,7,-1
W202,1,Doctor,344,2,1,15,-1
W18,1,Doctor,345,0,0,27,-1
W173,1,Doctor,346,3,1,52,-1
W91,1,Doctor,347,7,3,21,-1
W135,1,Doctor,348,8,1,20,2
W247,1,Doctor,349,15,4,17,-1
W192,1,Doctor,350,11,4,28,-1
W318,1,Doctor,351,17,3,4,1
W6,1,Doctor,352,2,1,50,-1
W294,1,Doctor,353,9,2,15,-1
W373,1,Doctor,354,0,0,55,-1
W467,1,Doctor,355,18,3,52,-1
W95,1,Doctor,356,5,1,11,3
W246,1,Doctor,357,7,3,6,-1
W61,1,Doctor,358,23,5,10,-1
W431,1,Doctor,359,11,2,31,-1
W213,1,Doctor,360,5,2,5,2
W101,1,Doctor,361,1,1,2,2
W422,1,Doctor,362,9,1,9,1
W161,1,Doctor,363,5,2,35,-1
W153,1,Doctor,364,5,1,5,1
W217,1,Doctor,365,8,1,4,-1
W452,1,Doctor,366,1,1,45,-1
W491,1,Doctor,367,3,1,16,-1
W259,1,Doctor,368,3,1,3,1
W196,1,Doctor,369,2,1,19,3
W55,1,Doctor,370,6,1,6,1
W500,1,Doctor,371,0,0,71,-1
W225,1,Doctor,372,17,1,18,2
W10,1,Doctor,373,10,1,50,-1
W486,1,Doctor,374,24,4,104,-1
W269,1,Doctor,375,6,1,25,-1
W277,1,Doctor,376,7,1,29,-1
W228,1,Doctor,377,7,2,7,2
W407,1,Doctor,378,1,1,27,-1
W453,1,Doctor,379,9,2,46,-1
W227,1,Doctor,380,2,1,7,3
W36,1,Doctor,381,10,2,72,-1
W97,1,Doctor,382,0,0,17,-1
W193,1,Doctor,383,10,1,59,-1
W296,1,Doctor,384,9,2,9,2
W433,1,Doctor,385,16,2,41,-1
W309,1,Doctor,386,22,5,35,-1
W424,1,Doctor,387,2,1,2,1
W365,1,Doctor,388,7,1,7,1
W40,1,Doctor,389,26,3,35,-1
W443,1,Doctor,390,9,2,1,-1
W425,1,Doctor,391,28,2,22,-1
W421,1,Doctor,392,23,3,23,3
W197,1,Doctor,393,0,0,63,-1
W263,1,Doctor,394,28,4,39,-1
W374,1,Doctor,395,9,3,33,-1
W360,1,Doctor,396,2,1,3,-1
W460,1,Doctor,397,29,3,76,-1
W163,1,Doctor,398,3,2,10,-1
W274,1,Doctor,399,10,2,33,-1
W7,1,Doctor,400,6,2,38,-1
W291,1,Doctor,401,6,1,11,-1
W313,1,Doctor,402,9,2,57,-1
W382,1,Doctor,403,18,4,2,-1
W59,1,Doctor,404,1,1,5,3
W495,1,Doctor,405,4,1,11,-1
W497,1,Doctor,406,3,1,6,2
W336,1,Doctor,407,6,2,23,-1
W22,1,Doctor,408,6,1,45,-1
W345,1,Doctor,409,11,2,14,-1
W251,1,Doctor,410,2,1,2,1
W83,1,Doctor,411,11,1,32,-1
W174,1,Doctor,412,3,2,16,3
W264,1,Doctor,413,2,1,2,1
W60,1,Doctor,414,3,1,1,-1
W445,1,Doctor,415,20,1,13,-1
W260,1,Doctor,416,21,2,21,2
W395,1,Doctor,417,8,2,37,-1
W125,1,Doctor,418,1,1,1,1
W409,1,Doctor,419,0,0,64,-1
W492,1,Doctor,420,11,1,12,2
W204,1,Doctor,421,0,0,33,-1
W209,1,Doctor,422,7,1,10,2
W356,1,Doctor,423,29,4,38,-1
W242,1,Doctor,424,22,3,25,4
W35,1,Doctor,425,8,1,17,-1
W75,1,Doctor,426,11,1,11,1
W387,1,Doctor,427,21,1,7,-1
W116,1,Doctor,428,0,0,112,-1
W64,1,Doctor,429,21,3,3,-1
W429,1,Doctor,430,6,2,3,-1
W120,1,Doctor,431,9,1,1,-1
W436,1,Doctor,432,27,3,42,-1
W188,1,Doctor,433,3,1,53,-1
W112,1,Doctor,434,11,1,9,-1
W81,1,Doctor,435,0,0,30,-1
W132,1,Doctor,436,25,3,3,-1
W94,1,Doctor,437,2,1,13,-1
W266,1,Doctor,438,23,1,23,1
W375,1,Doctor,439,33,4,61,-1
W487,1,Doctor,440,22,1,22,1
W28,1,Doctor,441,56,4,148,-1
W152,1,Doctor,442,28,1,14,-1
W177,1,Doctor,443,30,3,80,-1
W342,1,Doctor,444,19,3,59,-1
W392,1,Doctor,445,22,2,2,-1
W211,1,Doctor,446,9,1,14,-1
W416,1,Doctor,447,71,5,40,4
W438,1,Doctor,448,34,2,18,-1
W57,1,Doctor,449,15,1,76,5
W220,1,Doctor,450,15,1,15,1
W171,1,Doctor,451,25,3,3,-1
W43,1,Doctor,452,5,1,14,4
W367,1,Doctor,453,20,1,52,3
W231,1,Doctor,454,13,2,34,5
W466,1,Doctor,455,47,2,49,3
W405,1,Doctor,456,5,1,75,-1
W34,1,Doctor,457,34,2,45,-1
W411,1,Doctor,458,9,1,27,-1
W144,1,Doctor,459,70,4,81,-1
W300,1,Doctor,460,0,0,11,-1
W216,1,Doctor,461,32,1,132,-1
W282,1,Doctor,462,44,1,45,-1
W32,1,Doctor,463,50,2,21,-1
W115,1,Doctor,464,0,0,36,-1
W124,1,Doctor,465,46,1,23,-1
W245,1,Doctor,466,3,1,3,1
W71,1,Doctor,467,32,3,24,-1
W499,1,Doctor,468,62,1,98,-1
W133,1,Doctor,469,30,2,20,-1
W256,1,Doctor,470,9,1,1,-1
W134,1,Doctor,471,0,0,20,2
W131,1,Doctor,472,124,3,26,-1
W297,1,Doctor,473,63,4,16,-1
W341,1,Doctor,474,84,5,72,-1
W44,1,Doctor,475,31,1,8,-1
W283,1,Doctor,476,17,1,129,-1
W370,1,Doctor,477,20,1,20,1
W455,1,Doctor,478,14,1,18,-1
W178,1,Doctor,479,53,4,42,-1
W229,1,Doctor,480,191,5,89,-1
W289,1,Doctor,481,23,2,70,3
W268,1,Doctor,482,32,1,27,-1
W406,1,Doctor,483,154,5,73,-1
W315,1,Doctor,484,24,2,15,-1
W17,1,Doctor,485,113,4,70,-1
W222,1,Doctor,486,141,3,6,-1
W5,1,Doctor,487,10,1,89,-1
W295,1,Doctor,488,122,3,205,5
W198,1,Doctor,489,196,4,72,-1
W428,1,Doctor,490,131,2,4,-1
W400,1,Doctor,491,69,1,18,-1
W130,1,Doctor,492,160,3,61,-1
W183,1,Doctor,493,88,1,14,-1
W121,1,Doctor,494,232,4,16,-1
W31,1,Doctor,495,84,1,79,-1
W232,1,Doctor,496,415,3,112,-1
W87,1,Doctor,497,26,1,29,-1
W279,1,Doctor,498,448,5,41,-1
W323,1,Doctor,499,212,1,214,-1
W389,1,Doctor,500,93,1,82,-1
H215,1,Hospital,1,29,5,54,-1
H210,1,Hospital,2,47,2,137,-1
H13,1,Hospital,3,11,1,11,1
H340,1,Hospital,4,60,1,241,-1
H159,1,Hospital,5,33,1,87,-1
H339,1,Hospital,6,96,3,3,1
H415,1,Hospital,7,77,2,108,-1
H309,1,Hospital,8,63,1,421,-1
H19,1,Hospital,9,26,2,244,-1
H24,1,Hospital,10,86,1,107,-1
H36,1,Hospital,11,23,4,208,-1
H44,1,Hospital,12,71,2,323,-1
H360,1,Hospital,13,3,1,159,-1
H116,1,Hospital,14,34,3,183,-1
H490,1,Hospital,15,36,4,29,1
H348,1,Hospital,16,126,1,94,-1
H285,1,Hospital,17,15,2,218,-1
H255,1,Hospital,18,167,2,269,-1
H48,1,Hospital,19,104,1,68,-1
H366,1,Hospital,20,68,1,132,-1
H55,1,Hospital,21,100,1,276,-1
H450,1,Hospital,22,92,3,231,-1
H323,1,Hospital,23,135,1,135,1
H9,1,Hospital,24,139,2,201,-1
H342,1,Hospital,25,119,1,127,-1
H367,1,Hospital,26,142,5,470,-1
H16,1,Hospital,27,8,2,248,-1
H222,1,Hospital,28,64,2,462,-1
H236,1,Hospital,29,66,1,233,-1
H184,1,Hospital,30,169,1,294,-1
H370,1,Hospital,31,78,2,91,-1
H494,1,Hospital,32,122,1,34,-1
H135,1,Hospital,33,103,3,457,-1
H291,1,Hospital,34,72,1,273,-1
H166,1,Hospital,35,20,2,63,1
H384,1,Hospital,36,235,1,238,-1
H75,1,Hospital,37,163,2,314,-1
H418,1,Hospital,38,197,2,6,1
H480,1,Hospital,39,44,1,431,-1
H267,1,Hospital,40,245,4,484,-1
H199,1,Hospital,41,209,1,331,-1
H136,1,Hospital,42,7,1,456,-1
H393,1,Hospital,43,61,2,279,-1
H326,1,Hospital,44,18,3,214,-1
H463,1,Hospital,45,28,3,216,-1
H4,1,Hospital,46,38,1,38,1
H105,1,Hospital,47,46,2,260,-1
H440,1,Hospital,48,150,2,23,-1
H120,1,Hospital,49,131,4,88,-1
H464,1,Hospital,50,0,0,255,-1
H187,1,Hospital,51,106,1,252,-1
H454,1,Hospital,52,0,0,32,-1
H335,1,Hospital,53,127,2,20,1
H420,1,Hospital,54,52,1,473,-1
H337,1,Hospital,55,132,2,374,-1
H271,1,Hospital,56,37,3,188,1
H238,1,Hospital,57,5,2,334,-1
H281,1,Hospital,58,170,1,170,1
H489,1,Hospital,59,2,1,354,-1
H71,1,Hospital,60,123,1,357,-1
H269,1,Hospital,61,208,1,460,-1
H499,1,Hospital,62,50,1,104,-1
H352,1,Hospital,63,19,1,19,1
H329,1,Hospital,64,284,1,139,-1
H81,1,Hospital,65,74,3,280,-1
H122,1,Hospital,66,113,2,385,-1
H388,1,Hospital,67,152,3,165,-1
H214,1,Hospital,68,0,0,291,-1
H219,1,Hospital,69,55,1,120,-1
H118,1,Hospital,70,94,1,242,-1
H469,1,Hospital,71,97,2,93,1
H104,1,Hospital,72,285,1,358,-1
H94,1,Hospital,73,153,2,153,2
H216,1,Hospital,74,95,5,106,1
H428,1,Hospital,75,80,1,80,1
H398,1,Hospital,76,32,1,353,-1
H406,1,Hospital,77,154,2,303,-1
H275,1,Hospital,78,39,2,50,1
H449,1,Hospital,79,54,1,220,-1
H2,1,Hospital,80,83,1,329,-1
H402,1,Hospital,81,81,1,429,-1
H261,1,Hospital,82,70,4,8,-1
H431,1,Hospital,83,173,3,284,-1
H127,1,Hospital,84,0,0,61,-1
H472,1,Hospital,85,263,1,425,-1
H60,1,Hospital,86,220,1,143,-1
H310,1,Hospital,87,85,1,85,1
H315,1,Hospital,88,117,2,46,-1
H258,1,Hospital,89,98,3,33,-1
H257,1,Hospital,90,59,4,83,1
H180,1,Hospital,91,179,1,22,-1
H83,1,Hospital,92,16,3,198,1
H268,1,Hospital,93,243,4,299,1
H274,1,Hospital,94,280,3,333,-1
H144,1,Hospital,95,41,2,48,-1
H474,1,Hospital,96,148,4,134,1
H368,1,Hospital,97,48,1,289,-1
H148,1,Hospital,98,207,1,103,-1
H196,1,Hospital,99,251,4,312,-1
H57,1,Hospital,100,318,1,245,-1
H283,1,Hospital,101,0,0,73,1
H260,1,Hospital,102,124,1,327,-1
H189,1,Hospital,103,130,2,298,-1
H128,1,Hospital,104,0,0,193,1
H498,1,Hospital,105,84,1,342,-1
H277,1,Hospital,106,192,3,405,-1
H110,1,Hospital,107,269,1,498,-1
H390,1,Hospital,108,111,3,97,1
H455,1,Hospital,109,180,3,350,-1
H89,1,Hospital,110,227,2,390,-1
H425,1,Hospital,111,231,4,332,-1
H381,1,Hospital,112,270,1,270,1
H479,1,Hospital,113,259,4,478,-1
H165,1,Hospital,114,118,3,469,-1
H320,1,Hospital,115,134,2,305,-1
H53,1,Hospital,116,244,1,376,-1
H191,1,Hospital,117,342,2,403,-1
H486,1,Hospital,118,232,1,491,-1
H272,1,Hospital,119,299,1,234,-1
H78,1,Hospital,120,91,3,367,-1
H103,1,Hospital,121,292,5,189,-1
H318,1,Hospital,122,136,2,2,1
H409,1,Hospital,123,49,2,69,1
H41,1,Hospital,124,175,4,44,-1
H363,1,Hospital,125,275,1,275,1
H167,1,Hospital,126,218,1,304,-1
H63,1,Hospital,127,165,5,151,-1
H411,1,Hospital,128,315,3,263,1
H113,1,Hospital,129,256,1,306,-1
H361,1,Hospital,130,56,3,224,-1
H461,1,Hospital,131,265,1,490,-1
H419,1,Hospital,132,40,2,253,-1
H211,1,Hospital,133,0,0,77,1
H22,1,Hospital,134,138,1,138,1
H93,1,Hospital,135,0,0,75,1
H179,1,Hospital,136,76,1,76,1
H303,1,Hospital,137,168,2,145,-1
H124,1,Hospital,138,213,2,409,-1
H395,1,Hospital,139,205,3,156,-1
H262,1,Hospital,140,21,1,21,1
H256,1,Hospital,141,90,4,43,-1
H65,1,Hospital,142,241,5,5,1
H438,1,Hospital,143,109,1,430,-1
H273,1,Hospital,144,151,3,92,-1
H417,1,Hospital,145,88,2,344,-1
H134,1,Hospital,146,327,3,290,-1
H34,1,Hospital,147,294,4,318,-1
H230,1,Hospital,148,238,1,240,-1
H359,1,Hospital,149,145,1,227,-1
H405,1,Hospital,150,137,3,204,-1
H177,1,Hospital,151,0,0,396,-1
H445,1,Hospital,152,147,1,207,-1
H308,1,Hospital,153,338,2,355,-1
H206,1,Hospital,154,22,4,124,1
H47,1,Hospital,155,278,3,297,1
H59,1,Hospital,156,384,1,384,1
H249,1,Hospital,157,82,3,445,-1
H17,1,Hospital,158,166,1,166,1
H151,1,Hospital,159,51,1,148,-1
H467,1,Hospital,160,334,3,131,2
H207,1,Hospital,161,242,2,122,1
H119,1,Hospital,162,194,2,495,-1
H62,1,Hospital,163,385,3,41,-1
H331,1,Hospital,164,143,2,181,-1
H142,1,Hospital,165,42,1,42,1
H123,1,Hospital,166,155,1,446,-1
H311,1,Hospital,167,366,2,236,-1
H358,1,Hospital,168,290,2,16,1
