id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)","GS Match, P (D Proposing)","GS Match, P Prime (D Proposing)"
W72,1,Doctor,208,163,1,291,-1
W186,1,Doctor,209,189,1,125,-1
W459,1,Doctor,210,193,1,273,-1
W324,1,Doctor,211,183,1,302,-1
W110,1,Doctor,212,206,3,346,-1
W196,1,Doctor,213,0,0,148,-1
W418,1,Doctor,214,206,2,210,4
W491,1,Doctor,215,202,1,337,-1
W267,1,Doctor,216,203,1,260,-1
W50,1,Doctor,217,205,2,225,-1
W101,1,Doctor,218,199,2,186,-1
W149,1,Doctor,219,202,1,234,-1
W417,1,Doctor,220,210,4,174,-1
W173,1,Doctor,221,199,1,103,-1
W222,1,Doctor,222,206,1,173,-1
W138,1,Doctor,223,213,1,240,-1
W317,1,Doctor,224,217,2,241,-1
W357,1,Doctor,225,214,2,291,-1
W375,1,Doctor,226,219,3,52,-1
W220,1,Doctor,227,205,1,283,-1
W245,1,Doctor,228,216,3,68,-1
W310,1,Doctor,229,215,1,232,-1
W334,1,Doctor,230,211,1,212,-1
W204,1,Doctor,231,205,1,236,-1
W443,1,Doctor,232,210,1,165,-1
W469,1,Doctor,233,216,2,226,-1
W17,1,Doctor,234,215,1,149,-1
W398,1,Doctor,235,203,1,272,-1
W54,1,Doctor,236,214,1,222,4
W413,1,Doctor,237,224,3,334,-1
W133,1,Doctor,238,225,2,153,-1
W432,1,Doctor,239,216,1,201,-1
W167,1,Doctor,240,225,1,311,-1
W368,1,Doctor,241,227,3,232,-1
W367,1,Doctor,242,220,2,311,-1
W301,1,Doctor,243,225,2,229,-1
W464,1,Doctor,244,222,1,348,-1
W202,1,Doctor,245,229,1,332,-1
W103,1,Doctor,246,219,1,161,-1
W141,1,Doctor,247,231,1,270,-1
W242,1,Doctor,248,240,1,160,-1
W275,1,Doctor,249,232,1,206,-1
W268,1,Doctor,250,233,3,313,-1
W219,1,Doctor,251,231,1,230,-1
W94,1,Doctor,252,225,1,345,-1
W401,1,Doctor,253,234,1,86,-1
W318,1,Doctor,254,225,1,210,-1
W8,1,Doctor,255,236,2,254,-1
W217,1,Doctor,256,239,3,291,-1
W470,1,Doctor,257,234,1,277,-1
W394,1,Doctor,258,249,5,315,-1
W215,1,Doctor,259,239,2,336,-1
W455,1,Doctor,260,244,2,226,-1
W482,1,Doctor,261,227,1,227,1
W198,1,Doctor,262,245,2,285,-1
W438,1,Doctor,263,243,2,331,-1
W104,1,Doctor,264,244,1,318,-1
W117,1,Doctor,265,238,1,238,1
W362,1,Doctor,266,240,1,106,-1
W342,1,Doctor,267,248,1,136,-1
W452,1,Doctor,268,241,2,282,-1
W274,1,Doctor,269,0,0,293,-1
W247,1,Doctor,270,262,3,242,-1
W411,1,Doctor,271,270,5,299,-1
W169,1,Doctor,272,256,2,349,-1
W465,1,Doctor,273,0,0,245,-1
W159,1,Doctor,274,263,3,344,-1
W500,1,Doctor,275,268,5,405,-1
W433,1,Doctor,276,258,1,318,-1
W98,1,Doctor,277,257,1,195,-1
W437,1,Doctor,278,264,2,315,-1
W200,1,Doctor,279,264,1,279,-1
W474,1,Doctor,280,267,3,180,-1
W81,1,Doctor,281,274,5,298,-1
W51,1,Doctor,282,268,3,200,-1
W380,1,Doctor,283,265,1,230,-1
W339,1,Doctor,284,277,5,375,-1
W466,1,Doctor,285,273,4,379,-1
W426,1,Doctor,286,272,3,301,-1
W52,1,Doctor,287,262,2,271,-1
W280,1,Doctor,288,271,2,302,-1
W53,1,Doctor,289,272,2,274,3
W356,1,Doctor,290,262,1,187,-1
W255,1,Doctor,291,268,2,344,-1
W449,1,Doctor,292,276,2,396,-1
W235,1,Doctor,293,272,1,192,-1
W218,1,Doctor,294,264,1,374,-1
W153,1,Doctor,295,274,2,226,-1
W240,1,Doctor,296,285,5,259,-1
W283,1,Doctor,297,287,3,327,-1
W478,1,Doctor,298,263,1,299,-1
W78,1,Doctor,299,261,1,208,-1
W487,1,Doctor,300,276,1,253,-1
W361,1,Doctor,301,275,2,365,-1
W134,1,Doctor,302,281,1,229,-1
W425,1,Doctor,303,275,1,386,-1
W352,1,Doctor,304,275,1,297,-1
W223,1,Doctor,305,293,4,263,-1
W137,1,Doctor,306,0,0,287,-1
W193,1,Doctor,307,284,1,239,-1
W38,1,Doctor,308,287,1,354,-1
W420,1,Doctor,309,283,2,401,-1
W246,1,Doctor,310,297,4,374,-1
W492,1,Doctor,311,294,1,293,-1
W365,1,Doctor,312,279,1,252,-1
W409,1,Doctor,313,293,2,362,-1
W171,1,Doctor,314,299,3,258,-1
W402,1,Doctor,315,287,2,428,-1
W300,1,Doctor,316,290,1,319,-1
W64,1,Doctor,317,283,1,291,-1
W374,1,Doctor,318,307,3,309,4
W205,1,Doctor,319,313,4,406,-1
W286,1,Doctor,320,304,1,309,-1
W371,1,Doctor,321,295,1,378,-1
W397,1,Doctor,322,308,1,319,-1
W333,1,Doctor,323,310,2,309,-1
W331,1,Doctor,324,0,0,284,-1
W483,1,Doctor,325,310,1,235,-1
W58,1,Doctor,326,299,1,282,-1
W472,1,Doctor,327,307,2,424,-1
W16,1,Doctor,328,321,5,227,-1
W273,1,Doctor,329,311,1,341,-1
W122,1,Doctor,330,314,4,375,-1
W18,1,Doctor,331,316,2,381,-1
W174,1,Doctor,332,300,1,397,-1
W166,1,Doctor,333,0,0,394,-1
W212,1,Doctor,334,306,1,373,-1
W385,1,Doctor,335,325,4,417,-1
W293,1,Doctor,336,322,2,347,-1
W121,1,Doctor,337,0,0,262,-1
W37,1,Doctor,338,319,3,385,-1
W305,1,Doctor,339,314,1,316,-1
W428,1,Doctor,340,324,2,372,-1
W299,1,Doctor,341,313,1,334,-1
W195,1,Doctor,342,296,1,331,5
W446,1,Doctor,343,338,4,260,-1
W289,1,Doctor,344,329,2,317,-1
W497,1,Doctor,345,0,0,275,-1
W291,1,Doctor,346,336,2,259,-1
W461,1,Doctor,347,334,2,254,-1
W303,1,Doctor,348,332,1,315,-1
W486,1,Doctor,349,330,1,285,-1
W467,1,Doctor,350,333,2,431,-1
W25,1,Doctor,351,336,2,319,-1
W405,1,Doctor,352,337,1,250,-1
W181,1,Doctor,353,335,1,316,-1
W143,1,Doctor,354,341,2,344,-1
W477,1,Doctor,355,335,1,406,-1
W395,1,Doctor,356,342,1,260,-1
W120,1,Doctor,357,339,1,332,-1
W261,1,Doctor,358,0,0,407,-1
W225,1,Doctor,359,343,2,373,-1
W106,1,Doctor,360,349,2,397,-1
W396,1,Doctor,361,356,5,371,-1
W313,1,Doctor,362,0,0,390,-1
W258,1,Doctor,363,343,1,255,-1
W12,1,Doctor,364,343,1,253,-1
W442,1,Doctor,365,356,3,335,-1
W45,1,Doctor,366,358,3,424,-1
W7,1,Doctor,367,353,1,348,-1
W326,1,Doctor,368,341,1,270,-1
W445,1,Doctor,369,350,1,415,-1
W41,1,Doctor,370,350,1,404,-1
W161,1,Doctor,371,357,1,380,-1
W332,1,Doctor,372,355,1,329,-1
W239,1,Doctor,373,349,1,398,-1
W266,1,Doctor,374,352,1,274,-1
W15,1,Doctor,375,352,1,292,-1
W349,1,Doctor,376,366,1,299,-1
W119,1,Doctor,377,362,1,420,-1
W229,1,Doctor,378,363,1,299,-1
W355,1,Doctor,379,0,0,338,-1
W231,1,Doctor,380,378,5,424,-1
W494,1,Doctor,381,359,1,343,-1
W369,1,Doctor,382,376,2,368,-1
W190,1,Doctor,383,369,1,401,-1
W290,1,Doctor,384,370,1,441,-1
W408,1,Doctor,385,378,2,386,-1
W233,1,Doctor,386,384,5,159,-1
W488,1,Doctor,387,378,2,399,-1
W366,1,Doctor,388,386,4,440,-1
W309,1,Doctor,389,373,1,314,-1
W107,1,Doctor,390,383,2,444,-1
W170,1,Doctor,391,372,1,391,-1
W393,1,Doctor,392,384,2,448,-1
W414,1,Doctor,393,386,2,401,-1
W451,1,Doctor,394,391,4,349,-1
W336,1,Doctor,395,373,1,387,-1
W139,1,Doctor,396,384,2,287,-1
W264,1,Doctor,397,386,1,435,-1
W427,1,Doctor,398,387,2,426,-1
W210,1,Doctor,399,391,3,421,-1
W128,1,Doctor,400,389,2,389,2
W444,1,Doctor,401,391,1,358,-1
W234,1,Doctor,402,389,1,415,-1
W150,1,Doctor,403,391,1,428,-1
W178,1,Doctor,404,384,1,362,-1
W284,1,Doctor,405,399,3,400,4
W495,1,Doctor,406,391,1,451,-1
W148,1,Doctor,407,396,1,361,-1
W46,1,Doctor,408,397,1,407,-1
W272,1,Doctor,409,396,1,414,-1
W23,1,Doctor,410,404,1,365,-1
W56,1,Doctor,411,403,1,378,-1
W441,1,Doctor,412,409,3,368,-1
W384,1,Doctor,413,410,3,255,-1
W221,1,Doctor,414,403,2,360,-1
W146,1,Doctor,415,411,3,427,-1
W76,1,Doctor,416,408,2,455,-1
W400,1,Doctor,417,414,3,408,-1
W294,1,Doctor,418,410,1,441,-1
W201,1,Doctor,419,416,3,371,-1
W304,1,Doctor,420,421,5,395,-1
W209,1,Doctor,421,0,0,352,-1
W237,1,Doctor,422,402,1,384,-1
W302,1,Doctor,423,417,3,341,-1
W399,1,Doctor,424,412,1,471,-1
W2,1,Doctor,425,417,2,325,-1
W22,1,Doctor,426,420,1,308,-1
W312,1,Doctor,427,419,2,434,-1
W1,1,Doctor,428,0,0,427,-1
W5,1,Doctor,429,420,2,370,-1
W3,1,Doctor,430,418,2,294,-1
W270,1,Doctor,431,0,0,409,-1
W165,1,Doctor,432,418,1,446,-1
W323,1,Doctor,433,420,2,424,-1
W154,1,Doctor,434,430,3,394,-1
W351,1,Doctor,435,422,1,458,-1
W359,1,Doctor,436,0,0,468,-1
W322,1,Doctor,437,434,4,342,-1
W341,1,Doctor,438,419,1,458,-1
W279,1,Doctor,439,426,1,429,-1
W118,1,Doctor,440,426,1,434,4
W471,1,Doctor,441,434,3,406,-1
W80,1,Doctor,442,432,1,460,-1
W74,1,Doctor,443,433,1,461,-1
W97,1,Doctor,444,441,3,445,-1
W468,1,Doctor,445,433,1,455,-1
W63,1,Doctor,446,428,1,461,-1
W319,1,Doctor,447,440,1,427,-1
W453,1,Doctor,448,434,1,458,-1
W285,1,Doctor,449,0,0,471,-1
W168,1,Doctor,450,441,1,457,-1
W489,1,Doctor,451,447,3,430,-1
W423,1,Doctor,452,439,1,390,-1
W358,1,Doctor,453,446,1,304,-1
W320,1,Doctor,454,441,1,433,-1
W363,1,Doctor,455,455,4,479,-1
W68,1,Doctor,456,451,2,485,-1
W434,1,Doctor,457,452,1,477,-1
W295,1,Doctor,458,456,2,470,-1
W251,1,Doctor,459,454,1,438,-1
W95,1,Doctor,460,452,2,463,-1
W260,1,Doctor,461,460,2,267,-1
W6,1,Doctor,462,457,1,446,-1
W382,1,Doctor,463,459,2,471,-1
W329,1,Doctor,464,457,1,443,-1
W199,1,Doctor,465,459,2,450,-1
W20,1,Doctor,466,460,1,416,-1
W419,1,Doctor,467,464,3,467,-1
W271,1,Doctor,468,468,2,462,-1
W256,1,Doctor,469,469,3,478,-1
W108,1,Doctor,470,469,3,445,-1
W416,1,Doctor,471,470,3,478,-1
W277,1,Doctor,472,471,2,347,-1
W176,1,Doctor,473,469,1,460,-1
W354,1,Doctor,474,471,2,478,-1
W499,1,Doctor,475,471,1,453,-1
W197,1,Doctor,476,473,1,466,-1
W126,1,Doctor,477,471,1,479,5
W230,1,Doctor,478,476,1,482,-1
W183,1,Doctor,479,478,2,426,-1
W130,1,Doctor,480,0,0,498,-1
W144,1,Doctor,481,481,4,460,-1
W83,1,Doctor,482,479,2,488,-1
W479,1,Doctor,483,480,1,487,-1
W207,1,Doctor,484,480,1,486,5
W19,1,Doctor,485,481,2,494,-1
W77,1,Doctor,486,485,2,495,-1
W248,1,Doctor,487,486,2,492,-1
W156,1,Doctor,488,488,2,449,-1
W175,1,Doctor,489,489,3,478,-1
W259,1,Doctor,490,485,1,473,-1
W485,1,Doctor,491,489,1,477,-1
W208,1,Doctor,492,491,2,493,4
W328,1,Doctor,493,493,3,475,-1
W13,1,Doctor,494,490,1,491,-1
W55,1,Doctor,495,496,3,497,4
W90,1,Doctor,496,495,2,485,-1
W403,1,Doctor,497,494,1,492,-1
W61,1,Doctor,498,497,2,500,5
W376,1,Doctor,499,497,1,496,-1
W92,1,Doctor,500,499,1,499,1
H8,1,Hospital,1,3,1,6,-1
H129,1,Hospital,2,2,1,130,-1
H140,1,Hospital,3,5,1,5,1
H346,1,Hospital,4,4,2,2,1
H319,1,Hospital,5,6,2,36,-1
H424,1,Hospital,6,7,2,12,-1
H171,1,Hospital,7,10,3,33,-1
H190,1,Hospital,8,8,2,190,-1
H376,1,Hospital,9,9,4,185,-1
H59,1,Hospital,10,12,4,1,-1
H391,1,Hospital,11,11,5,10,1
H37,1,Hospital,12,13,2,9,-1
H432,1,Hospital,13,15,1,27,-1
H16,1,Hospital,14,14,1,8,-1
H405,1,Hospital,15,16,1,4,-1
H155,1,Hospital,16,19,1,19,1
H431,1,Hospital,17,17,1,11,-1
H331,1,Hospital,18,21,4,28,-1
H58,1,Hospital,19,20,4,7,-1
H392,1,Hospital,20,18,5,59,-1
H78,1,Hospital,21,0,0,82,-1
H388,1,Hospital,22,24,1,3,-1
H181,1,Hospital,23,25,2,38,-1
H185,1,Hospital,24,26,4,128,-1
H241,1,Hospital,25,22,4,182,-1
H307,1,Hospital,26,28,2,39,-1
H349,1,Hospital,27,27,2,118,-1
H148,1,Hospital,28,23,2,22,-1
H309,1,Hospital,29,31,1,44,-1
H161,1,Hospital,30,33,1,46,-1
H415,1,Hospital,31,29,1,108,-1
H123,1,Hospital,32,34,3,48,-1
H17,1,Hospital,33,32,1,76,-1
H282,1,Hospital,34,36,1,13,-1
H71,1,Hospital,35,38,2,34,1
H230,1,Hospital,36,37,4,49,-1
H466,1,Hospital,37,40,3,23,-1
H452,1,Hospital,38,39,1,21,-1
H125,1,Hospital,39,44,1,112,-1
H13,1,Hospital,40,43,1,16,-1
H370,1,Hospital,41,45,1,14,-1
H258,1,Hospital,42,48,4,164,-1
H233,1,Hospital,43,42,5,43,-1
H96,1,Hospital,44,47,1,74,-1
H355,1,Hospital,45,41,1,139,-1
H66,1,Hospital,46,35,2,63,-1
H199,1,Hospital,47,51,1,17,-1
H312,1,Hospital,48,46,2,170,-1
H302,1,Hospital,49,0,0,29,-1
H144,1,Hospital,50,50,3,105,-1
H475,1,Hospital,51,55,2,45,-1
H404,1,Hospital,52,53,2,32,-1
H283,1,Hospital,53,49,1,30,-1
H467,1,Hospital,54,52,1,65,-1
H401,1,Hospital,55,57,1,35,-1
H225,1,Hospital,56,58,2,117,-1
H419,1,Hospital,57,65,1,144,-1
H260,1,Hospital,58,63,3,50,-1
H175,1,Hospital,59,54,2,132,-1
H493,1,Hospital,60,59,1,226,-1
H206,1,Hospital,61,67,1,138,-1
H201,1,Hospital,62,64,1,71,-1
H221,1,Hospital,63,66,3,90,-1
H483,1,Hospital,64,62,3,31,-1
H229,1,Hospital,65,60,1,191,-1
H50,1,Hospital,66,77,3,60,1
H60,1,Hospital,67,70,4,25,-1
H102,1,Hospital,68,56,3,106,-1
H90,1,Hospital,69,75,1,20,-1
H168,1,Hospital,70,73,2,42,-1
H101,1,Hospital,71,71,1,103,-1
H9,1,Hospital,72,68,2,53,-1
H159,1,Hospital,73,61,1,54,-1
H67,1,Hospital,74,72,2,104,-1
H112,1,Hospital,75,69,4,66,-1
H299,1,Hospital,76,82,1,187,-1
H193,1,Hospital,77,74,1,72,-1
H130,1,Hospital,78,80,2,52,-1
H219,1,Hospital,79,81,1,152,-1
H321,1,Hospital,80,83,4,228,-1
H425,1,Hospital,81,86,1,192,-1
H259,1,Hospital,82,87,3,84,-1
H329,1,Hospital,83,97,2,56,-1
H413,1,Hospital,84,89,3,26,-1
H236,1,Hospital,85,96,1,47,-1
H301,1,Hospital,86,98,1,15,-1
H435,1,Hospital,87,94,1,58,-1
H423,1,Hospital,88,91,1,55,-1
H440,1,Hospital,89,84,2,18,-1
H325,1,Hospital,90,93,4,123,-1
H70,1,Hospital,91,85,2,80,-1
H166,1,Hospital,92,90,1,40,-1
H402,1,Hospital,93,88,1,180,-1
H347,1,Hospital,94,92,5,87,1
H14,1,Hospital,95,101,1,37,-1
H203,1,Hospital,96,99,2,221,-1
H496,1,Hospital,97,103,4,77,-1
H459,1,Hospital,98,79,2,83,-1
H5,1,Hospital,99,100,3,159,-1
H200,1,Hospital,100,102,3,101,-1
H479,1,Hospital,101,104,2,120,-1
H418,1,Hospital,102,105,5,142,-1
H288,1,Hospital,103,108,5,253,-1
H35,1,Hospital,104,106,1,109,-1
H22,1,Hospital,105,0,0,68,-1
H297,1,Hospital,106,0,0,24,-1
H335,1,Hospital,107,107,1,137,-1
H328,1,Hospital,108,109,4,67,-1
H152,1,Hospital,109,95,3,86,-1
H261,1,Hospital,110,116,2,78,-1
H98,1,Hospital,111,119,1,266,-1
H374,1,Hospital,112,112,2,168,-1
H300,1,Hospital,113,113,1,124,-1
H316,1,Hospital,114,123,1,88,-1
H213,1,Hospital,115,114,2,173,-1
H491,1,Hospital,116,110,1,69,-1
H231,1,Hospital,117,121,2,127,-1
H393,1,Hospital,118,111,1,158,-1
H153,1,Hospital,119,120,1,41,-1
H86,1,Hospital,120,125,3,111,-1
H176,1,Hospital,121,118,1,145,-1
H469,1,Hospital,122,126,1,147,-1
H226,1,Hospital,123,122,1,188,-1
H477,1,Hospital,124,129,5,57,-1
H314,1,Hospital,125,117,2,61,-1
H57,1,Hospital,126,131,1,209,-1
H195,1,Hospital,127,128,2,79,-1
H368,1,Hospital,128,130,1,94,-1
H478,1,Hospital,129,133,2,166,-1
H454,1,Hospital,130,124,2,178,-1
H109,1,Hospital,131,0,0,64,-1
H406,1,Hospital,132,135,2,150,-1
H218,1,Hospital,133,134,1,93,-1
H353,1,Hospital,134,137,1,184,-1
H352,1,Hospital,135,115,2,62,-1
H318,1,Hospital,136,146,1,81,-1
H120,1,Hospital,137,141,1,51,-1
H244,1,Hospital,138,145,1,73,-1
H281,1,Hospital,139,139,1,91,-1
H254,1,Hospital,140,147,1,153,-1
H137,1,Hospital,141,127,1,213,-1
H100,1,Hospital,142,149,3,98,-1
H114,1,Hospital,143,136,1,267,-1
H77,1,Hospital,144,150,2,172,-1
H82,1,Hospital,145,140,1,133,-1
H457,1,Hospital,146,0,0,102,-1
H382,1,Hospital,147,156,1,156,1
H139,1,Hospital,148,157,2,70,-1
H395,1,Hospital,149,143,3,238,-1
H294,1,Hospital,150,153,2,110,-1
H26,1,Hospital,151,151,1,206,-1
H390,1,Hospital,152,132,1,193,-1
H369,1,Hospital,153,160,3,126,-1
H189,1,Hospital,154,154,4,171,-1
H47,1,Hospital,155,148,1,85,-1
H31,1,Hospital,156,162,4,96,-1
H53,1,Hospital,157,155,3,116,-1
H371,1,Hospital,158,152,2,202,-1
H237,1,Hospital,159,168,1,194,-1
H89,1,Hospital,160,165,2,386,-1
