id,Run,Type,Common ranking,"SIGS Match, P (D Proposing)","SIGS Match, P Prime (D Proposing)","GS Match, P (D Proposing)","GS Match, P Prime (D Proposing)"
W41,1,Doctor,306,48,2,109,-1
W233,1,Doctor,307,36,3,5,-1
W252,1,Doctor,308,20,1,126,-1
W105,1,Doctor,309,58,3,131,-1
W309,1,Doctor,310,17,1,127,-1
W310,1,Doctor,311,39,3,101,-1
W298,1,Doctor,312,22,2,169,-1
W478,1,Doctor,313,0,0,150,-1
W492,1,Doctor,314,26,1,131,-1
W208,1,Doctor,315,29,3,235,-1
W339,1,Doctor,316,35,1,150,-1
W287,1,Doctor,317,27,2,250,-1
W155,1,Doctor,318,60,2,278,-1
W91,1,Doctor,319,7,1,73,-1
W272,1,Doctor,320,2,2,325,-1
W54,1,Doctor,321,36,1,184,-1
W148,1,Doctor,322,51,2,233,-1
W201,1,Doctor,323,0,0,100,-1
W280,1,Doctor,324,9,1,66,-1
W121,1,Doctor,325,50,1,174,-1
W113,1,Doctor,326,40,4,181,-1
W368,1,Doctor,327,26,2,118,-1
W264,1,Doctor,328,41,2,56,-1
W270,1,Doctor,329,30,3,39,-1
W373,1,Doctor,330,67,2,118,-1
W106,1,Doctor,331,31,1,405,-1
W268,1,Doctor,332,42,2,100,-1
W199,1,Doctor,333,19,1,212,-1
W403,1,Doctor,334,26,1,22,-1
W27,1,Doctor,335,41,3,274,-1
W136,1,Doctor,336,15,1,117,-1
W176,1,Doctor,337,65,2,131,-1
W454,1,Doctor,338,13,1,107,-1
W104,1,Doctor,339,0,0,44,-1
W17,1,Doctor,340,46,1,82,-1
W124,1,Doctor,341,36,1,410,-1
W464,1,Doctor,342,59,1,88,-1
W434,1,Doctor,343,55,2,194,-1
W356,1,Doctor,344,106,5,276,-1
W354,1,Doctor,345,63,3,273,-1
W353,1,Doctor,346,53,3,25,-1
W39,1,Doctor,347,53,1,37,-1
W48,1,Doctor,348,21,1,107,-1
W242,1,Doctor,349,23,1,68,-1
W240,1,Doctor,350,34,1,323,-1
W160,1,Doctor,351,60,1,330,-1
W262,1,Doctor,352,60,2,318,-1
W213,1,Doctor,353,83,2,126,-1
W417,1,Doctor,354,23,1,169,-1
W47,1,Doctor,355,40,2,117,-1
W459,1,Doctor,356,7,1,118,-1
W16,1,Doctor,357,18,1,106,-1
W484,1,Doctor,358,69,2,214,-1
W94,1,Doctor,359,15,1,230,-1
W22,1,Doctor,360,80,2,203,-1
W490,1,Doctor,361,23,1,162,-1
W433,1,Doctor,362,43,2,135,-1
W167,1,Doctor,363,91,4,250,-1
W235,1,Doctor,364,77,1,32,-1
W38,1,Doctor,365,32,2,341,-1
W500,1,Doctor,366,60,1,60,1
W209,1,Doctor,367,33,1,218,-1
W30,1,Doctor,368,37,1,18,-1
W265,1,Doctor,369,97,2,93,-1
W34,1,Doctor,370,73,1,346,-1
W214,1,Doctor,371,123,3,320,-1
W43,1,Doctor,372,97,3,22,-1
W85,1,Doctor,373,120,5,278,-1
W60,1,Doctor,374,121,2,121,2
W159,1,Doctor,375,84,3,133,-1
W150,1,Doctor,376,102,4,377,-1
W311,1,Doctor,377,25,1,266,-1
W24,1,Doctor,378,97,2,70,-1
W195,1,Doctor,379,71,3,192,-1
W140,1,Doctor,380,43,1,109,-1
W428,1,Doctor,381,134,4,146,5
W307,1,Doctor,382,92,5,314,-1
W286,1,Doctor,383,123,2,321,-1
W350,1,Doctor,384,50,1,110,-1
W385,1,Doctor,385,93,3,251,-1
W35,1,Doctor,386,70,1,139,-1
W397,1,Doctor,387,23,1,191,-1
W474,1,Doctor,388,47,1,191,-1
W444,1,Doctor,389,0,0,315,-1
W254,1,Doctor,390,58,1,56,-1
W50,1,Doctor,391,36,1,215,-1
W19,1,Doctor,392,101,2,301,-1
W363,1,Doctor,393,55,1,121,-1
W449,1,Doctor,394,71,2,63,-1
W475,1,Doctor,395,76,2,297,-1
W139,1,Doctor,396,93,3,198,-1
W14,1,Doctor,397,78,1,29,-1
W177,1,Doctor,398,76,1,76,1
W119,1,Doctor,399,104,1,313,-1
W274,1,Doctor,400,73,1,33,-1
W482,1,Doctor,401,0,0,92,-1
W31,1,Doctor,402,55,1,199,-1
W137,1,Doctor,403,0,0,23,-1
W191,1,Doctor,404,112,2,95,-1
W86,1,Doctor,405,165,3,303,-1
W486,1,Doctor,406,170,2,194,-1
W80,1,Doctor,407,113,3,154,-1
W349,1,Doctor,408,95,1,371,-1
W75,1,Doctor,409,160,2,192,-1
W386,1,Doctor,410,75,1,114,-1
W257,1,Doctor,411,83,2,185,5
W378,1,Doctor,412,91,1,186,-1
W229,1,Doctor,413,40,2,158,-1
W294,1,Doctor,414,77,1,389,-1
W163,1,Doctor,415,86,1,162,-1
W96,1,Doctor,416,152,3,152,3
W457,1,Doctor,417,173,3,228,-1
W10,1,Doctor,418,34,1,207,-1
W107,1,Doctor,419,89,2,295,-1
W461,1,Doctor,420,99,2,228,-1
W62,1,Doctor,421,146,4,264,-1
W161,1,Doctor,422,74,2,338,-1
W87,1,Doctor,423,56,1,44,-1
W251,1,Doctor,424,172,2,43,-1
W156,1,Doctor,425,158,4,277,-1
W380,1,Doctor,426,95,1,231,-1
W12,1,Doctor,427,190,3,271,-1
W396,1,Doctor,428,73,2,238,-1
W321,1,Doctor,429,193,2,55,-1
W243,1,Doctor,430,33,1,61,-1
W216,1,Doctor,431,148,2,372,-1
W291,1,Doctor,432,48,1,43,-1
W109,1,Doctor,433,61,1,49,-1
W67,1,Doctor,434,171,3,101,-1
W170,1,Doctor,435,0,0,390,-1
W241,1,Doctor,436,158,3,292,-1
W351,1,Doctor,437,177,2,439,-1
W37,1,Doctor,438,120,1,138,-1
W371,1,Doctor,439,167,2,250,-1
W188,1,Doctor,440,126,1,41,-1
W362,1,Doctor,441,217,3,105,-1
W145,1,Doctor,442,101,1,158,-1
W65,1,Doctor,443,146,1,84,-1
W480,1,Doctor,444,82,1,249,-1
W377,1,Doctor,445,156,1,98,-1
W285,1,Doctor,446,178,2,345,-1
W36,1,Doctor,447,0,0,119,-1
W117,1,Doctor,448,69,1,190,-1
W133,1,Doctor,449,196,1,196,1
W1,1,Doctor,450,223,1,322,-1
W293,1,Doctor,451,167,2,390,-1
W223,1,Doctor,452,197,2,165,-1
W52,1,Doctor,453,101,1,253,-1
W13,1,Doctor,454,208,4,153,-1
W4,1,Doctor,455,0,0,194,-1
W141,1,Doctor,456,226,3,248,-1
W372,1,Doctor,457,151,2,311,-1
W299,1,Doctor,458,245,1,258,3
W193,1,Doctor,459,0,0,366,-1
W42,1,Doctor,460,179,2,44,-1
W84,1,Doctor,461,285,3,196,-1
W33,1,Doctor,462,137,1,246,-1
W406,1,Doctor,463,285,2,288,3
W344,1,Doctor,464,187,3,278,-1
W411,1,Doctor,465,230,3,377,-1
W328,1,Doctor,466,325,3,202,-1
W364,1,Doctor,467,266,1,384,-1
W446,1,Doctor,468,164,1,72,-1
W210,1,Doctor,469,108,1,108,1
W198,1,Doctor,470,256,2,242,-1
W179,1,Doctor,471,248,1,124,-1
W365,1,Doctor,472,288,2,224,-1
W435,1,Doctor,473,256,2,102,-1
W335,1,Doctor,474,294,1,74,-1
W376,1,Doctor,475,101,1,102,-1
W127,1,Doctor,476,191,1,314,3
W130,1,Doctor,477,263,1,155,-1
W231,1,Doctor,478,211,3,300,-1
W217,1,Doctor,479,206,1,244,-1
W414,1,Doctor,480,214,1,207,-1
W83,1,Doctor,481,306,2,375,-1
W222,1,Doctor,482,297,3,297,3
W387,1,Doctor,483,265,1,259,-1
W182,1,Doctor,484,188,2,256,-1
W162,1,Doctor,485,400,5,382,-1
W325,1,Doctor,486,271,2,349,4
W7,1,Doctor,487,386,4,386,4
W423,1,Doctor,488,350,2,459,-1
W443,1,Doctor,489,372,4,288,-1
W166,1,Doctor,490,362,3,82,-1
W115,1,Doctor,491,337,1,283,-1
W100,1,Doctor,492,437,2,354,-1
W471,1,Doctor,493,301,1,323,-1
W331,1,Doctor,494,407,3,173,-1
W21,1,Doctor,495,399,1,33,-1
W493,1,Doctor,496,410,2,410,2
W232,1,Doctor,497,260,1,496,-1
W469,1,Doctor,498,461,2,402,-1
W447,1,Doctor,499,474,2,473,-1
W383,1,Doctor,500,495,3,495,3
H108,1,Hospital,1,9,1,9,1
H199,1,Hospital,2,6,4,72,-1
H265,1,Hospital,3,12,1,432,-1
H321,1,Hospital,4,18,3,82,-1
H414,1,Hospital,5,28,3,234,-1
H55,1,Hospital,6,24,1,252,-1
H364,1,Hospital,7,7,1,78,-1
H186,1,Hospital,8,5,1,30,-1
H441,1,Hospital,9,47,2,430,-1
H25,1,Hospital,10,36,3,51,1
H96,1,Hospital,11,22,1,249,-1
H121,1,Hospital,12,30,1,199,-1
H28,1,Hospital,13,14,1,251,-1
H63,1,Hospital,14,68,3,189,-1
H250,1,Hospital,15,37,1,174,-1
H459,1,Hospital,16,48,1,159,-1
H324,1,Hospital,17,26,1,37,-1
H252,1,Hospital,18,50,1,135,-1
H325,1,Hospital,19,34,1,277,-1
H14,1,Hospital,20,13,2,81,-1
H165,1,Hospital,21,11,1,48,-1
H215,1,Hospital,22,35,1,21,-1
H155,1,Hospital,23,31,1,254,-1
H334,1,Hospital,24,56,1,332,-1
H180,1,Hospital,25,41,1,41,1
H315,1,Hospital,26,2,1,2,1
H415,1,Hospital,27,23,2,26,-1
H271,1,Hospital,28,20,2,308,-1
H79,1,Hospital,29,45,4,10,-1
H310,1,Hospital,30,38,1,328,-1
H58,1,Hospital,31,64,1,74,-1
H22,1,Hospital,32,82,1,231,-1
H62,1,Hospital,33,66,1,443,-1
H65,1,Hospital,34,84,2,49,-1
H33,1,Hospital,35,10,1,204,-1
H292,1,Hospital,36,43,3,417,-1
H248,1,Hospital,37,76,1,230,-1
H153,1,Hospital,38,60,1,60,1
H463,1,Hospital,39,61,2,47,-1
H118,1,Hospital,40,72,2,33,1
H143,1,Hospital,41,67,1,153,-1
H316,1,Hospital,42,104,1,203,-1
H117,1,Hospital,43,73,4,124,-1
H35,1,Hospital,44,100,1,71,-1
H400,1,Hospital,45,3,1,95,-1
H326,1,Hospital,46,137,1,226,-1
H60,1,Hospital,47,29,3,292,-1
H404,1,Hospital,48,1,1,97,-1
H435,1,Hospital,49,44,1,434,-1
H164,1,Hospital,50,15,1,79,-1
H343,1,Hospital,51,40,3,179,-1
H61,1,Hospital,52,54,1,403,-1
H76,1,Hospital,53,86,1,25,-1
H101,1,Hospital,54,51,2,176,-1
H251,1,Hospital,55,55,2,13,-1
H474,1,Hospital,56,109,3,410,-1
H398,1,Hospital,57,80,1,109,-1
H17,1,Hospital,58,70,4,319,-1
H130,1,Hospital,59,32,2,77,-1
H209,1,Hospital,60,74,1,293,-1
H312,1,Hospital,61,63,1,379,-1
H107,1,Hospital,62,135,1,368,-1
H39,1,Hospital,63,33,2,294,-1
H300,1,Hospital,64,108,3,116,-1
H482,1,Hospital,65,131,5,91,-1
H492,1,Hospital,66,49,1,393,-1
H127,1,Hospital,67,0,0,194,-1
H132,1,Hospital,68,105,1,3,-1
H304,1,Hospital,69,111,2,250,-1
H1,1,Hospital,70,8,1,224,-1
H133,1,Hospital,71,0,0,235,-1
H5,1,Hospital,72,0,0,76,-1
H471,1,Hospital,73,90,1,8,-1
H476,1,Hospital,74,132,1,275,-1
H305,1,Hospital,75,99,5,217,-1
H402,1,Hospital,76,71,3,6,-1
H2,1,Hospital,77,187,1,172,-1
H129,1,Hospital,78,102,1,85,-1
H31,1,Hospital,79,4,1,169,-1
H307,1,Hospital,80,127,2,5,-1
H29,1,Hospital,81,113,4,125,-1
H183,1,Hospital,82,97,1,89,-1
H493,1,Hospital,83,154,1,18,-1
H302,1,Hospital,84,16,4,355,-1
H490,1,Hospital,85,179,2,120,-1
H119,1,Hospital,86,126,1,62,-1
H456,1,Hospital,87,79,1,307,-1
H23,1,Hospital,88,148,3,236,-1
H150,1,Hospital,89,52,1,346,-1
H220,1,Hospital,90,159,2,298,-1
H189,1,Hospital,91,118,5,289,-1
H111,1,Hospital,92,0,0,312,-1
H166,1,Hospital,93,110,3,253,-1
H383,1,Hospital,94,191,1,187,-1
H314,1,Hospital,95,133,2,220,-1
H67,1,Hospital,96,106,1,4,-1
H71,1,Hospital,97,94,1,164,-1
H145,1,Hospital,98,87,1,322,-1
H45,1,Hospital,99,130,4,96,1
H219,1,Hospital,100,158,1,470,-1
H190,1,Hospital,101,186,5,205,-1
H347,1,Hospital,102,225,1,286,-1
H332,1,Hospital,103,181,1,367,-1
H201,1,Hospital,104,140,1,269,-1
H142,1,Hospital,105,77,1,274,-1
H10,1,Hospital,106,178,2,283,-1
H195,1,Hospital,107,161,5,80,-1
H407,1,Hospital,108,153,1,15,-1
H244,1,Hospital,109,216,5,240,-1
H174,1,Hospital,110,17,1,400,-1
H234,1,Hospital,111,229,1,433,-1
H66,1,Hospital,112,117,4,284,-1
H134,1,Hospital,113,121,1,12,-1
H30,1,Hospital,114,114,1,276,-1
H105,1,Hospital,115,139,5,61,-1
H92,1,Hospital,116,83,3,222,-1
H21,1,Hospital,117,57,1,11,-1
H226,1,Hospital,118,96,2,460,-1
H11,1,Hospital,119,0,0,243,1
H480,1,Hospital,120,177,3,66,-1
H179,1,Hospital,121,92,1,127,-1
H262,1,Hospital,122,115,1,162,-1
H423,1,Hospital,123,0,0,38,-1
H420,1,Hospital,124,81,2,163,-1
H124,1,Hospital,125,65,2,329,-1
H454,1,Hospital,126,209,1,28,-1
H350,1,Hospital,127,124,1,324,-1
H488,1,Hospital,128,142,3,242,-1
H211,1,Hospital,129,150,1,375,-1
H373,1,Hospital,130,120,2,202,-1
H196,1,Hospital,131,220,1,146,-1
H422,1,Hospital,132,107,1,454,-1
H417,1,Hospital,133,175,2,260,-1
H500,1,Hospital,134,241,1,168,-1
H167,1,Hospital,135,210,1,111,-1
H225,1,Hospital,136,206,3,334,-1
H485,1,Hospital,137,204,1,210,-1
H489,1,Hospital,138,95,5,148,-1
H445,1,Hospital,139,192,1,39,-1
H387,1,Hospital,140,0,0,313,-1
H273,1,Hospital,141,170,1,200,-1
H367,1,Hospital,142,167,2,401,-1
H184,1,Hospital,143,151,2,266,-1
H69,1,Hospital,144,0,0,364,-1
H412,1,Hospital,145,248,1,50,-1
H297,1,Hospital,146,147,1,464,-1
H462,1,Hospital,147,163,3,347,-1
H20,1,Hospital,148,138,3,88,-1
H84,1,Hospital,149,197,2,219,-1
H498,1,Hospital,150,174,2,108,1
H194,1,Hospital,151,265,2,304,-1
H188,1,Hospital,152,190,1,335,-1
H437,1,Hospital,153,88,2,343,-1
H185,1,Hospital,154,211,1,16,-1
H6,1,Hospital,155,214,2,112,-1
H396,1,Hospital,156,89,3,121,-1
H239,1,Hospital,157,149,3,167,-1
H453,1,Hospital,158,193,3,56,-1
H317,1,Hospital,159,252,2,215,-1
H217,1,Hospital,160,226,2,67,-1
H461,1,Hospital,161,195,5,181,-1
